repetition,cviter,train.cor,train.d,train.mse,train.mae,test.cor,test.d,test.mse,test.mae,time.in.mins,pred.type
1,1,0.890051283878781,0.935372571331559,99.8893561572204,6.86499292041499,0.898777088685125,0.945913778350712,75.255253191288,6.6316643285401,165.682253265381,avg
1,1,0.890051283878781,0.935372571331559,99.8893561572204,6.86499292041499,0.898777088685125,0.945913778350712,75.255253191288,6.6316643285401,165.682253265381,wavg
2,1,0.906435520089028,0.946219957722229,86.2439856709985,6.2255025895058,0.815225670683731,0.900818626660426,130.556177654295,8.2687968008461,116.760399663449,avg
2,1,0.906435520089028,0.946219957722229,86.2439856709985,6.2255025895058,0.815225670683731,0.900818626660426,130.556177654295,8.2687968008461,116.760399663449,wavg
1,2,0.89943559151284,0.941308389734725,91.7484827354036,6.50005477650591,0.75547007319664,0.863981046938029,189.581754056524,10.2238004653711,135.748640418053,avg
1,2,0.89943559151284,0.941308389734725,91.7484827354036,6.50005477650591,0.75547007319664,0.863981046938029,189.581754056524,10.2238004653711,135.748640418053,wavg
3,1,0.90789369228009,0.946216747476415,86.7946622785757,6.26686366242322,0.708724005936883,0.831545445104999,161.860006762748,9.18353286390679,156.132087934017,avg
3,1,0.90789369228009,0.946216747476415,86.7946622785757,6.26686366242322,0.708724005936883,0.831545445104999,161.860006762748,9.18353286390679,156.132087934017,wavg
2,2,0.901421218989701,0.943057393233371,88.6024097842989,6.29678530982035,0.818855716778169,0.89288764530544,149.447287570411,8.63367424350813,120.220464003086,avg
2,2,0.901421218989701,0.943057393233371,88.6024097842989,6.29678530982035,0.818855716778169,0.89288764530544,149.447287570411,8.63367424350813,120.220464003086,wavg
1,3,0.892163184853816,0.937340790510179,100.076577179001,6.84044850408634,0.876306591048457,0.928755457961007,73.0016293893069,6.89996021495255,226.010882182916,avg
1,3,0.892163184853816,0.937340790510179,100.076577179001,6.84044850408634,0.876306591048457,0.928755457961007,73.0016293893069,6.89996021495255,226.010882182916,wavg
4,1,0.908074695057125,0.945818265400084,87.437942400631,6.4195875930997,0.70670709281255,0.822882277744583,193.193202991412,9.62080893071747,147.53725870053,avg
4,1,0.908074695057125,0.945818265400084,87.437942400631,6.4195875930997,0.70670709281255,0.822882277744583,193.193202991412,9.62080893071747,147.53725870053,wavg
3,2,0.899629922729621,0.939953018341337,90.3285619138748,6.45961606956784,0.838931449602905,0.912130685714171,154.279933056941,8.63647082796287,122.01426443259,avg
3,2,0.899629922729621,0.939953018341337,90.3285619138748,6.45961606956784,0.838931449602905,0.912130685714171,154.279933056941,8.63647082796287,122.01426443259,wavg
1,4,0.897082304214028,0.941005159893352,90.9565183095431,6.47602193541179,0.762507294559791,0.850414350702946,204.997862817344,10.2092831581513,147.833995012442,avg
1,4,0.897082304214028,0.941005159893352,90.9565183095431,6.47602193541179,0.762507294559791,0.850414350702946,204.997862817344,10.2092831581513,147.833995012442,wavg
2,3,0.908941069880888,0.949622154569697,77.0056924278892,5.914641521992,0.882808275066439,0.909449836141762,177.288769788012,9.61445077300072,228.664782834053,avg
2,3,0.908941069880888,0.949622154569697,77.0056924278892,5.914641521992,0.882808275066439,0.909449836141762,177.288769788012,9.61445077300072,228.664782834053,wavg
5,1,0.894883019140873,0.938563942154614,93.6796274777551,6.56942093183917,0.854363587592583,0.908879698094087,146.598073222712,8.30913076405432,151.06248781681,avg
5,1,0.894883019140873,0.938563942154614,93.6796274777551,6.56942093183917,0.854363587592583,0.908879698094087,146.598073222712,8.30913076405432,151.06248781681,wavg
4,2,0.891205104125884,0.935519231039689,99.3208019976622,6.90708319888025,0.843827544505546,0.914535268533308,110.592089859009,7.30264471098328,151.618644483884,avg
4,2,0.891205104125884,0.935519231039689,99.3208019976622,6.90708319888025,0.843827544505546,0.914535268533308,110.592089859009,7.30264471098328,151.618644483884,wavg
3,3,0.904156938251283,0.944221637457267,86.4369227282518,6.22611372707044,0.811843601912325,0.894895218537425,160.44209877086,8.90469788676042,236.277927835782,avg
3,3,0.904156938251283,0.944221637457267,86.4369227282518,6.22611372707044,0.811843601912325,0.894895218537425,160.44209877086,8.90469788676042,236.277927835782,wavg
6,1,0.888604554786335,0.934011614621314,100.789713582135,6.89629164144554,0.852759814868077,0.906350792222505,129.048501332,8.22567090919067,109.908679568767,avg
6,1,0.888604554786335,0.934011614621314,100.789713582135,6.89629164144554,0.852759814868077,0.906350792222505,129.048501332,8.22567090919067,109.908679568767,wavg
2,4,0.884010585079593,0.931289734124792,102.94746359514,6.9213986690215,0.836333898972812,0.901585280423369,141.391642735342,8.45759763931274,125.171355732282,avg
2,4,0.884010585079593,0.931289734124792,102.94746359514,6.9213986690215,0.836333898972812,0.901585280423369,141.391642735342,8.45759763931274,125.171355732282,wavg
4,3,0.88206183003439,0.926291545647976,106.949928020334,7.04004836559357,0.787196306888487,0.846937380098662,225.718979790973,10.6880274240351,159.077720034122,avg
4,3,0.88206183003439,0.926291545647976,106.949928020334,7.04004836559357,0.787196306888487,0.846937380098662,225.718979790973,10.6880274240351,159.077720034122,wavg
1,5,0.908419825187563,0.947056617183941,84.7005902699138,6.11118740145167,0.848702568885858,0.910864448449729,99.9708660542671,7.6717595184775,127.514052446683,avg
1,5,0.908419825187563,0.947056617183941,84.7005902699138,6.11118740145167,0.848702568885858,0.910864448449729,99.9708660542671,7.6717595184775,127.514052446683,wavg
5,2,0.888134200134782,0.933760705206892,99.9025396826211,6.73553438185691,0.859162857365626,0.918677632967366,124.491355672381,8.58531521884507,181.635716029008,avg
