repetition,cviter,train.cor,train.d,train.mse,train.mae,test.cor,test.d,test.mse,test.mae,time.in.mins
1,1,0.841856724920643,0.90735116855663,135.25518320592,8.68719907141958,0.818416769780513,0.885877409934572,176.161292275772,9.47106703724268,0.0589372316996256
1,2,0.838590058693111,0.905133995979078,140.782442347574,8.85466270060616,0.83507740842844,0.904222696787127,134.262794024711,8.69102759695271,0.0600644826889038
1,3,0.84008515154081,0.906195111952176,139.474672409026,8.80956766417979,0.836207638296138,0.904755752597131,134.427325642436,8.55873294511969,0.0624095519383748
1,4,0.84022904629852,0.906175225698295,138.997240059359,8.76762396856063,0.823887898675081,0.899928941908379,147.446516186606,9.18344461855744,0.0587977329889933
1,5,0.840696815293731,0.906553097231273,138.729333664748,8.75491647138569,0.824979612263291,0.899479117432524,145.324671698354,9.04313780559296,0.0583441853523254
1,6,0.841974226317155,0.907508084282554,136.79317403057,8.70785078385541,0.821036668495463,0.89568758832585,157.167236147948,9.27965940394201,0.0595112482706706
1,7,0.839246360832884,0.905656660575295,139.078564783614,8.78294752387302,0.846249381928246,0.911234320239136,135.72505061964,8.75451838074269,0.0590621153513591
1,8,0.840438080265002,0.906412309454462,138.563989731524,8.77053401969614,0.828217940356059,0.896937158951727,146.744582386133,9.09874026114711,0.059962785243988
1,9,0.841331263612114,0.906946138794088,138.048690835148,8.7454809237729,0.818163103029351,0.892836081640504,151.844212458315,9.22790127188234,0.0593376994132996
1,10,0.838377686566717,0.904992847627832,139.315162694272,8.78240767495863,0.846607833696346,0.910207562028785,139.156882129764,8.92558825019039,0.058433465162913
2,1,0.840267342696925,0.906404527417686,138.109341661413,8.75689750172181,0.84260304298054,0.904840606853253,140.874232943137,8.90297503378655,0.0572483976682027
2,2,0.842982258898704,0.908181642425618,135.249746719151,8.67198869783939,0.814364183586748,0.887935712833718,170.56759719366,9.53060313934504,0.0584668000539144
2,3,0.840416953634092,0.906472522265857,140.147920472262,8.81784942552888,0.838884137355839,0.909486874323209,123.856800549955,8.46093780426816,0.0592562317848206
2,4,0.839043433971307,0.905395320485513,140.53035436374,8.78398351973941,0.835252157707824,0.906484963411478,133.612638752882,9.03896920135813,0.0584383487701416
2,5,0.839138392892733,0.905447221449941,139.973905925564,8.79355118436547,0.834848144557863,0.904304715759143,137.981836701173,9.00269280113847,0.058555014928182
2,6,0.839370630640769,0.905747363232591,139.219404439114,8.79388412230816,0.842711697270108,0.90254351425471,137.679226955292,8.87633407664373,0.0591193675994873
2,7,0.838525834057545,0.905060868195528,139.322194201233,8.80041792144358,0.837280212599939,0.905945369681052,146.702766031133,8.86273804090565,0.0588328162829081
2,8,0.839925374286608,0.906045658047117,138.997623165863,8.77367727995792,0.833327179932496,0.90049242933561,142.210139855495,8.93987753495312,0.0603195985158285
2,9,0.840835283645332,0.906657749694784,138.92773274321,8.80685712506695,0.823477779795347,0.901853889906825,144.839680811174,8.76447169306431,0.0587920506795247
2,10,0.84247892780074,0.907716817244639,134.466959075496,8.66176714978177,0.817567758548138,0.887362986175882,181.24288457976,9.62176072110716,0.0595238010088603
3,1,0.843106449970398,0.908196838020128,136.521320213425,8.70430384528275,0.805222082056785,0.884746886461356,162.878022475281,9.4189527636926,0.0581350684165955
3,2,0.841257063906628,0.906974124872031,137.439919274073,8.73558632194215,0.82762310205854,0.904182546050016,151.667965377685,9.18978463929885,0.059241783618927
3,3,0.840307039376182,0.906305287102247,137.515399709538,8.73472152445319,0.826540339505524,0.901608454371305,158.523094537446,9.2481669274446,0.0597343484560649
3,4,0.840865364906507,0.906639103180239,137.25565755701,8.72886596238364,0.822688195863391,0.889747051187967,160.637613977493,9.41385833962629,0.0589026967684428
3,5,0.83769495898868,0.90455173139446,139.25692747472,8.77560502766207,0.850501277459464,0.907946285466671,142.496688956988,8.83867086654102,0.0592448830604553
3,6,0.840139229669013,0.906189390355677,138.16971162051,8.73925677489191,0.827582932492403,0.89289113122862,151.658974530122,9.36335814486294,0.0588762005170186
3,7,0.841419808104158,0.907128197548683,138.355896935809,8.77459155919688,0.827792474546426,0.894360203347184,141.54671944677,8.79208981403599,0.0659064133961995
3,8,0.839854329588164,0.906041048257321,140.09415361861,8.82429483599666,0.83676118891523,0.910610069471461,131.131327387044,8.6650787910286,0.058558201789856
3,9,0.8400265071527,0.906216243233475,139.283978937141,8.78471396410687,0.841374780542685,0.906733476618251,132.370272631869,8.7116034399315,0.0580960830052694
3,10,0.840218687922175,0.906269573733239,139.416403710526,8.80746711739592,0.834955783237188,0.904445783776512,134.707684968034,8.6277846881254,0.0579091350237528
4,1,0.839459306571458,0.905731360395997,139.689808795634,8.79346879702286,0.844186564315035,0.910083255683596,130.806099152173,8.57484463860181,0.0595661520957947
4,2,0.84197866430622,0.907546651644337,137.885571316456,8.74807528431131,0.817087722066379,0.892892514233946,149.158456742965,9.16413985169021,0.0588593165079753
4,3,0.840455326414635,0.906282719892586,138.45514160925,8.76295615583664,0.815010879732535,0.890264895664344,156.726237640616,9.21690884955429,0.0595244646072388
4,4,0.839157537383177,0.905531620332484,140.151409761084,8.82964439418789,0.83711275311026,0.905752426014467,135.330582368392,8.64937582118572,0.0583624164263407
4,5,0.83994886027069,0.906011374206114,138.077312012494,8.7116933100416,0.834273112527948,0.904175774078749,149.709687722397,9.43976005783915,0.0598175366719564
4,6,0.838480741567651,0.905125513232726,137.621176073869,8.70533078130618,0.854141944194012,0.909288248814375,148.353334831781,9.21357803892424,0.0583999514579773
4,7,0.84058671572714,0.906497391522273,140.035236478127,8.83662698854704,0.824629709424958,0.902690876446972,135.187303268716,8.73342553584016,0.059520431359609
4,8,0.839821915740279,0.905885028188827,139.873676673926,8.81082140196546,0.826922695253297,0.899106934841038,138.873151856753,8.83018953063911,0.0582917849222819
4,9,0.840217181451838,0.906253867801307,136.542873006785,8.74013179175347,0.828811917735281,0.894428658105288,168.019218259186,9.23171944707177,0.058667000134786
4,10,0.841653035308915,0.907246690268515,137.500494934912,8.74221844000919,0.819945362430225,0.893720225180479,153.488478993654,9.14132873155141,0.0593512654304504
5,1,0.840960734304661,0.906713799573744,138.749208733856,8.77511000466351,0.813087347853497,0.888297203920762,151.762049228143,9.20017788672856,0.0594207684199015
5,2,0.839837383504118,0.905976805796019,139.430224461264,8.81196368500781,0.831052908780914,0.904481946854951,140.759153157638,8.6854149211416,0.0592901468276978
5,3,0.840797794878529,0.906659050977606,135.667130791412,8.68737434194472,0.825852300093712,0.888351304078754,175.491031621209,9.41071079632991,0.0578477183977763
5,4,0.841566252385098,0.907237644130782,138.196949801746,8.78511000098143,0.827050586129657,0.89500522482821,142.154767236978,8.66546319995875,0.0595184326171875
5,5,0.83807151099472,0.904847614304693,140.803288222062,8.84032272740772,0.844813947426886,0.907232326718129,130.1657530737,8.62757701266348,0.0618627866109212
5,6,0.841188473636502,0.906805404030944,137.590696569065,8.75403164570095,0.82138949445078,0.898111916057838,155.644635833007,9.35129974916557,0.0633915503819784
5,7,0.840818248663356,0.906715202076638,137.864456728588,8.74358723354947,0.826920090650834,0.899435902219653,150.994113890141,9.18514801051892,0.0638029535611471
5,8,0.83900976406109,0.905401964773283,138.382556263186,8.72096922434948,0.840201101931227,0.90732191211968,148.7797629628,9.38187923414023,0.0632397810618083
5,9,0.840979048142293,0.906842679045093,138.221815980832,8.73589422707232,0.834391850411657,0.907752235925669,141.254069744141,9.17557109741094,0.0613983154296875
5,10,0.839063755278397,0.905430122016691,140.535176809606,8.83159169014303,0.840189774622892,0.907732316351049,128.298670058517,8.42363940610742,0.0615427652994792
6,1,0.839539186754057,0.905800388549845,139.394841147522,8.81437702818527,0.842733694771559,0.91207337163418,133.910365808231,8.50798675342101,0.0594899972279867
6,2,0.840588928182312,0.906537191958023,139.024056913636,8.77396934651514,0.829451109568601,0.902440299292721,139.97637328674,8.95934945653218,0.0587133328119914
6,3,0.838328475209937,0.904901253300333,139.015344836139,8.78811739969242,0.839028496644966,0.903062979926328,149.361805762723,8.88625045911112,0.0600070834159851
6,4,0.83886717542042,0.905284255593266,140.115266146795,8.79367391314031,0.833321382400459,0.9029261472267,139.367435219136,9.05227581134386,0.0628530820210775
