repetition,cviter,train.cor,train.d,train.mse,train.mae,test.cor,test.d,test.mse,test.mae,time.in.mins
1,1,0.902291921499717,0.944930363146128,107.157812602653,7.65481409174713,0.651300853745412,0.796685513884017,415.881532543825,14.130784567766,0.0602424701054891
