repetition,cviter,trial,growth.factors,num.extra.layers,units1,units2,mse.test.mean,time.in.mins
12,1,8,18|12|13|8|5|11|8|18|14|7|9|12|11|7|17|10|3|11|9|13|10|9|16|8|12|15|13|5|7,0,57,47,186.211125942569,111.027100833257
12,1,9,12|12|8|8|12|15|7|17|15|14|12|12|12|13|13|12|9|6|9|11|9|11|8|11|13|9|13|18|9,0,58,69,186.312974988306,111.027100833257
12,1,10,18|8|12|7|14|9|11|16|10|12|12|16|17|6|7|13|11|9|7|14|14|9|7|10|15|4|16|14|8,0,56,49,186.423732560055,111.027100833257
2,1,1,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,178.941981582169,116.402970548471
2,1,2,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,179.058880984856,116.402970548471
2,1,3,12|16|14|9|8|9|12|4|17|10|8|11|8|11|9|14|14|9|16|16|8|5|7|13|15|10|18|8|9,0,69,60,180.194402713957,116.402970548471
2,1,4,17|5|19|16|14|10|4|15|13|16|7|3|17|11|3|5|15|14|2|14|18|2|4|6|12|16|12|6|10,0,30,45,180.39504203077,116.402970548471
2,1,5,20|12|3|17|8|11|17|2|20|20|10|7|16|7|2|12|16|9|10|9|16|20|11|12|19|17|15|7|20,0,36,61,180.429499789044,116.402970548471
2,1,6,18|17|18|3|17|16|8|9|14|17|15|2|10|8|10|10|17|8|7|11|7|15|12|16|8|10|15|20|7,0,50,80,180.782655207981,116.402970548471
2,1,7,19|6|8|14|7|9|14|3|18|16|11|7|14|15|7|14|12|17|11|15|10|14|11|10|14|13|14|9|15,0,59,50,180.892100098064,116.402970548471
2,1,8,18|12|13|8|5|11|8|18|14|7|9|12|11|7|17|10|3|11|9|13|10|9|16|8|12|15|13|5|7,0,57,47,181.303063175238,116.402970548471
2,1,9,16|10|2|19|16|6|4|5|10|8|20|8|14|20|13|2|13|17|9|13|16|20|6|6|2|11|18|4|4,0,35,48,181.671849023123,116.402970548471
2,1,10,20|18|4|14|19|5|12|8|2|8|18|15|3|14|9|14|9|8|19|12|4|8|19|14|20|12|12|20|9,0,38,53,181.867471587948,116.402970548471
10,1,1,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,179.133423511078,115.396224633853
10,1,2,19|13|11|7|15|13|15|11|11|9|13|8|7|16|10|9|14|10|11|14|9|11|10|8|10|11|14|11|8,0,66,65,179.464662222573,115.396224633853
10,1,3,18|10|7|12|13|14|13|15|20|15|16|20|7|13|7|13|11|16|3|13|10|4|8|8|16|7|14|11|11,0,64,61,179.888583362101,115.396224633853
10,1,4,18|17|18|3|17|16|8|9|14|17|15|2|10|8|10|10|17|8|7|11|7|15|12|16|8|10|15|20|7,0,50,80,180.332365372856,115.396224633853
10,1,5,18|11|11|12|7|16|14|10|8|9|11|12|8|12|10|8|11|13|14|14|12|13|12|11|16|14|18|10|8,0,67,45,180.733295605766,115.396224633853
10,1,6,20|18|4|14|19|5|12|8|2|8|18|15|3|14|9|14|9|8|19|12|4|8|19|14|20|12|12|20|9,0,38,53,181.166740225888,115.396224633853
10,1,7,20|12|3|17|8|11|17|2|20|20|10|7|16|7|2|12|16|9|10|9|16|20|11|12|19|17|15|7|20,0,36,61,181.276206312936,115.396224633853
10,1,8,17|20|20|14|17|19|6|10|18|6|8|19|3|16|8|4|12|15|20|14|15|10|3|14|2|2|4|17|9,0,39,76,181.391189441568,115.396224633853
10,1,9,17|10|10|7|16|5|5|8|13|6|13|14|9|12|9|7|7|16|9|6|17|15|10|14|15|11|16|12|13,0,37,38,181.450252394555,115.396224633853
10,1,10,18|9|13|7|13|11|17|7|9|15|16|9|7|14|6|9|12|16|9|11|8|11|17|9|13|9|15|11|17,0,46,41,181.862581896,115.396224633853
8,1,1,18|11|12|9|14|15|10|10|6|10|14|13|11|13|9|4|8|8|9|11|14|15|6|16|6|10|15|9|10,0,39,51,180.06522463356,119.670861566067
8,1,2,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,181.140932437788,119.670861566067
8,1,3,19|9|20|7|10|17|7|5|11|5|15|8|5|12|9|4|13|5|19|20|15|6|19|7|12|9|7|8|14,0,75,54,182.991753566512,119.670861566067
8,1,4,16|7|6|12|2|7|18|6|5|4|8|14|13|4|14|15|12|8|15|5|5|7|6|5|14|7|9|18|7,0,62,57,183.055227901772,119.670861566067
8,1,5,17|5|17|8|9|16|10|12|13|14|12|14|7|11|10|9|9|11|10|13|7|12|13|13|10|12|15|11|7,0,54,74,183.591469920809,119.670861566067
8,1,6,18|10|12|8|13|13|11|12|6|11|10|15|10|9|17|13|8|12|8|14|12|15|5|11|8|8|12|8|9,0,71,48,184.247830165561,119.670861566067
8,1,7,18|12|13|8|5|11|8|18|14|7|9|12|11|7|17|10|3|11|9|13|10|9|16|8|12|15|13|5|7,0,57,47,184.294255741818,119.670861566067
8,1,8,17|5|19|16|14|10|4|15|13|16|7|3|17|11|3|5|15|14|2|14|18|2|4|6|12|16|12|6|10,0,30,45,184.555012150417,119.670861566067
8,1,9,18|17|18|3|17|16|8|9|14|17|15|2|10|8|10|10|17|8|7|11|7|15|12|16|8|10|15|20|7,0,50,80,184.982280557189,119.670861566067
8,1,10,17|8|13|12|13|14|15|19|11|13|10|11|13|13|7|7|13|11|16|10|12|13|9|9|7|12|11|6|9,0,39,47,185.310066581128,119.670861566067
13,1,1,18|10|7|12|13|14|13|15|20|15|16|20|7|13|7|13|11|16|3|13|10|4|8|8|16|7|14|11|11,0,64,61,165.363230645258,118.177951550484
13,1,2,18|12|13|8|5|11|8|18|14|7|9|12|11|7|17|10|3|11|9|13|10|9|16|8|12|15|13|5|7,0,57,47,166.025920864645,118.177951550484
13,1,3,17|3|12|10|3|13|11|16|14|20|17|7|9|3|3|7|7|10|3|3|18|16|17|12|3|8|6|6|8,0,37,74,166.178673545867,118.177951550484
13,1,4,16|10|10|7|7|8|16|12|7|7|13|14|7|10|9|15|13|11|7|11|13|8|17|10|14|17|16|9|13,0,67,57,166.38481900885,118.177951550484
13,1,5,19|9|20|7|10|17|7|5|11|5|15|8|5|12|9|4|13|5|19|20|15|6|19|7|12|9|7|8|14,0,75,54,166.845969158774,118.177951550484
13,1,6,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,168.025679000932,118.177951550484
13,1,7,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,168.097356231447,118.177951550484
13,1,8,16|10|2|19|16|6|4|5|10|8|20|8|14|20|13|2|13|17|9|13|16|20|6|6|2|11|18|4|4,0,35,48,168.115977332478,118.177951550484
13,1,9,15|13|20|20|10|11|20|4|7|10|5|8|2|19|17|17|9|19|9|18|8|17|12|19|13|11|14|8|6,0,55,72,168.264471170228,118.177951550484
13,1,10,20|18|4|14|19|5|12|8|2|8|18|15|3|14|9|14|9|8|19|12|4|8|19|14|20|12|12|20|9,0,38,53,168.275855726424,118.177951550484
20,1,1,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,178.303238298575,116.822093566259
20,1,2,17|6|15|8|15|14|9|14|10|12|16|18|11|15|7|5|10|13|3|13|18|7|7|13|13|10|13|6|11,0,34,38,178.405821671235,116.822093566259
20,1,3,18|14|16|5|13|9|10|15|15|16|16|14|9|6|10|11|11|16|3|11|14|15|9|9|12|8|15|9|11,0,33,42,178.637427611944,116.822093566259
20,1,4,14|8|19|7|3|13|13|3|8|14|13|20|13|6|5|9|17|14|7|13|5|14|10|11|10|11|15|14|10,0,58,30,179.615242999275,116.822093566259
20,1,5,15|13|20|20|10|11|20|4|7|10|5|8|2|19|17|17|9|19|9|18|8|17|12|19|13|11|14|8|6,0,55,72,179.84505764512,116.822093566259
20,1,6,15|11|16|13|11|8|13|19|19|9|4|9|18|15|12|8|13|6|13|8|17|17|18|13|12|10|18|18|11,0,50,60,180.057550941123,116.822093566259
20,1,7,18|17|18|3|17|16|8|9|14|17|15|2|10|8|10|10|17|8|7|11|7|15|12|16|8|10|15|20|7,0,50,80,180.227432468051,116.822093566259
20,1,8,17|5|19|16|14|10|4|15|13|16|7|3|17|11|3|5|15|14|2|14|18|2|4|6|12|16|12|6|10,0,30,45,180.246628768172,116.822093566259
20,1,9,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,180.299216642009,116.822093566259
20,1,10,17|16|14|13|7|14|17|13|17|13|15|10|14|13|16|9|9|10|7|8|12|8|8|12|14|10|14|12|12,0,57,70,180.971037707778,116.822093566259
14,1,1,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,174.690756098355,120.017961164316
14,1,2,18|12|9|7|11|10|12|6|13|6|9|13|8|10|5|12|12|11|14|11|10|15|14|13|14|13|17|15|7,0,44,61,175.799407292704,120.017961164316
14,1,3,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,176.222487640336,120.017961164316
14,1,4,20|18|4|14|19|5|12|8|2|8|18|15|3|14|9|14|9|8|19|12|4|8|19|14|20|12|12|20|9,0,38,53,176.658985553246,120.017961164316
14,1,5,17|9|12|12|15|16|12|13|12|7|14|10|5|12|13|8|11|12|14|10|9|16|6|14|11|12|14|11|11,0,57,56,176.669951742152,120.017961164316
14,1,6,17|5|19|16|14|10|4|15|13|16|7|3|17|11|3|5|15|14|2|14|18|2|4|6|12|16|12|6|10,0,30,45,177.354480020818,120.017961164316
14,1,7,19|7|6|11|13|13|11|16|12|9|15|7|13|13|7|10|13|10|13|11|16|17|10|9|8|18|18|10|15,0,33,45,177.706532233146,120.017961164316
14,1,8,15|11|16|13|11|8|13|19|19|9|4|9|18|15|12|8|13|6|13|8|17|17|18|13|12|10|18|18|11,0,50,60,177.723301365846,120.017961164316
14,1,9,14|8|19|7|3|13|13|3|8|14|13|20|13|6|5|9|17|14|7|13|5|14|10|11|10|11|15|14|10,0,58,30,177.780685386602,120.017961164316
14,1,10,18|10|7|12|13|14|13|15|20|15|16|20|7|13|7|13|11|16|3|13|10|4|8|8|16|7|14|11|11,0,64,61,177.844838108625,120.017961164316
15,1,1,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,167.435829853735,123.936059800784
15,1,2,18|10|7|12|13|14|13|15|20|15|16|20|7|13|7|13|11|16|3|13|10|4|8|8|16|7|14|11|11,0,64,61,168.083118533439,123.936059800784
15,1,3,17|7|17|14|8|18|10|9|19|9|14|11|7|14|4|9|9|10|16|7|8|17|15|13|10|5|5|12|9,0,41,71,169.291373167268,123.936059800784
15,1,4,16|13|13|11|5|11|15|4|9|14|16|9|7|13|12|7|9|14|6|12|8|17|11|15|7|8|15|9|12,0,67,59,169.59568894109,123.936059800784
15,1,5,16|16|19|8|14|14|12|6|14|15|10|11|14|12|9|5|10|10|4|16|9|13|8|7|9|13|14|7|9,0,74,45,169.606780813853,123.936059800784
15,1,6,15|5|11|9|10|12|10|14|16|15|11|9|8|8|6|6|12|15|7|12|8|13|7|13|7|7|17|12|8,0,63,61,169.782807445639,123.936059800784
15,1,7,16|11|15|16|7|12|8|10|14|17|15|11|8|12|9|5|12|15|5|11|9|15|10|11|13|3|12|16|11,0,38,62,170.108329833448,123.936059800784
15,1,8,19|9|20|7|10|17|7|5|11|5|15|8|5|12|9|4|13|5|19|20|15|6|19|7|12|9|7|8|14,0,75,54,170.161319489459,123.936059800784
15,1,9,17|20|20|14|17|19|6|10|18|6|8|19|3|16|8|4|12|15|20|14|15|10|3|14|2|2|4|17|9,0,39,76,170.44112937348,123.936059800784
15,1,10,16|4|10|2|6|5|20|10|20|18|17|18|12|20|8|6|14|13|17|16|11|13|18|3|4|16|6|18|17,0,33,30,170.642093472827,123.936059800784
19,1,1,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,161.220482199837,125.662524318695
19,1,2,14|8|19|7|3|13|13|3|8|14|13|20|13|6|5|9|17|14|7|13|5|14|10|11|10|11|15|14|10,0,58,30,163.913414997848,125.662524318695
19,1,3,16|17|9|4|12|9|7|9|8|8|14|11|9|11|10|7|12|13|14|10|10|16|11|12|11|12|17|10|10,0,34,38,164.284087416573,125.662524318695
19,1,4,18|17|18|3|17|16|8|9|14|17|15|2|10|8|10|10|17|8|7|11|7|15|12|16|8|10|15|20|7,0,50,80,164.864760533617,125.662524318695
19,1,5,17|15|10|8|11|12|11|10|11|11|15|8|12|11|9|5|9|15|8|9|10|11|7|9|12|13|11|18|14,0,59,42,164.97229400136,125.662524318695
19,1,6,16|4|10|2|6|5|20|10|20|18|17|18|12|20|8|6|14|13|17|16|11|13|18|3|4|16|6|18|17,0,33,30,165.166712231907,125.662524318695
19,1,7,16|7|6|12|2|7|18|6|5|4|8|14|13|4|14|15|12|8|15|5|5|7|6|5|14|7|9|18|7,0,62,57,165.348863163723,125.662524318695
19,1,8,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,165.688533424027,125.662524318695
19,1,9,15|8|18|10|13|14|8|18|10|11|12|10|5|11|14|5|13|7|10|14|16|16|5|10|6|11|10|16|8,0,57,74,166.129758396544,125.662524318695
19,1,10,17|5|19|16|14|10|4|15|13|16|7|3|17|11|3|5|15|14|2|14|18|2|4|6|12|16|12|6|10,0,30,45,166.132747156047,125.662524318695
17,1,1,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,161.487855175753,127.02072233359
17,1,2,15|11|16|13|11|8|13|19|19|9|4|9|18|15|12|8|13|6|13|8|17|17|18|13|12|10|18|18|11,0,50,60,161.700516154803,127.02072233359
17,1,3,15|6|14|10|15|15|15|10|11|6|15|11|13|10|12|6|10|10|16|14|7|12|8|11|9|11|16|12|9,0,50,69,163.544649776664,127.02072233359
17,1,4,18|10|7|12|13|14|13|15|20|15|16|20|7|13|7|13|11|16|3|13|10|4|8|8|16|7|14|11|11,0,64,61,163.586460106953,127.02072233359
17,1,5,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,163.767562425144,127.02072233359
17,1,6,13|15|17|13|13|15|10|13|12|8|11|10|9|10|7|9|12|12|12|9|13|14|15|13|8|13|14|16|7,0,43,76,164.084938491201,127.02072233359
17,1,7,18|17|18|3|17|16|8|9|14|17|15|2|10|8|10|10|17|8|7|11|7|15|12|16|8|10|15|20|7,0,50,80,164.401433098174,127.02072233359
17,1,8,7|16|20|4|10|11|5|12|11|11|11|11|11|9|3|15|2|11|16|12|14|3|9|18|15|19|18|11|4,0,70,48,164.497272332108,127.02072233359
17,1,9,20|18|4|14|19|5|12|8|2|8|18|15|3|14|9|14|9|8|19|12|4|8|19|14|20|12|12|20|9,0,38,53,164.696532811351,127.02072233359
17,1,10,14|8|19|7|3|13|13|3|8|14|13|20|13|6|5|9|17|14|7|13|5|14|10|11|10|11|15|14|10,0,58,30,164.947768409076,127.02072233359
7,1,1,15|11|16|13|11|8|13|19|19|9|4|9|18|15|12|8|13|6|13|8|17|17|18|13|12|10|18|18|11,0,50,60,162.064072186335,134.341167283058
7,1,2,17|10|7|11|14|15|10|10|13|8|15|7|10|11|13|6|14|10|12|16|15|13|14|8|13|11|13|14|13,0,59,54,162.434536650351,134.341167283058
7,1,3,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,162.762384615389,134.341167283058
7,1,4,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,162.837268382882,134.341167283058
7,1,5,19|13|14|14|15|10|17|9|9|9|12|14|14|15|8|10|9|14|11|15|14|11|10|6|8|13|14|7|13,0,39,51,162.837721659484,134.341167283058
7,1,6,18|10|12|7|14|9|8|9|15|10|16|7|14|12|10|9|12|11|5|6|13|13|13|11|17|10|11|12|10,0,35,41,162.913175664452,134.341167283058
7,1,7,20|18|4|14|19|5|12|8|2|8|18|15|3|14|9|14|9|8|19|12|4|8|19|14|20|12|12|20|9,0,38,53,163.607978141148,134.341167283058
7,1,8,18|17|18|3|17|16|8|9|14|17|15|2|10|8|10|10|17|8|7|11|7|15|12|16|8|10|15|20|7,0,50,80,163.728435551341,134.341167283058
7,1,9,16|7|6|13|15|10|15|18|8|13|11|12|12|9|8|12|12|13|15|11|16|12|9|9|15|14|18|13|10,0,36,41,164.356938761093,134.341167283058
7,1,10,17|5|19|16|14|10|4|15|13|16|7|3|17|11|3|5|15|14|2|14|18|2|4|6|12|16|12|6|10,0,30,45,164.808152701714,134.341167283058
4,1,1,19|7|13|8|12|6|14|6|15|7|17|12|13|7|11|12|11|11|12|7|15|15|13|9|15|10|12|14|14,0,39,40,165.200482970813,147.211950818698
4,1,2,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,166.693703652456,147.211950818698
4,1,3,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,167.209047491756,147.211950818698
4,1,4,17|17|13|10|13|8|10|8|11|11|10|9|10|10|8|9|9|13|7|14|9|13|16|12|8|10|14|8|12,0,38,39,167.696166951249,147.211950818698
4,1,5,20|18|4|14|19|5|12|8|2|8|18|15|3|14|9|14|9|8|19|12|4|8|19|14|20|12|12|20|9,0,38,53,168.051955027011,147.211950818698
4,1,6,18|12|13|8|5|11|8|18|14|7|9|12|11|7|17|10|3|11|9|13|10|9|16|8|12|15|13|5|7,0,57,47,168.244248932026,147.211950818698
4,1,7,18|10|7|12|13|14|13|15|20|15|16|20|7|13|7|13|11|16|3|13|10|4|8|8|16|7|14|11|11,0,64,61,168.712937162082,147.211950818698
4,1,8,14|15|13|3|14|2|6|2|19|2|17|5|6|16|10|19|8|11|12|2|20|14|6|20|17|16|11|16|19,0,32,34,168.964452288586,147.211950818698
4,1,9,14|10|7|16|10|12|11|9|7|13|18|10|10|14|10|15|9|12|17|14|8|9|15|11|12|9|16|8|10,0,64,53,169.282825425476,147.211950818698
4,1,10,18|4|10|6|13|13|11|11|10|8|14|14|10|16|10|6|11|15|12|12|15|14|6|13|10|14|11|12|15,0,39,48,169.455355380983,147.211950818698
5,1,1,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,168.634006271686,150.712062982718
5,1,2,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,168.883466572142,150.712062982718
5,1,3,17|10|12|12|15|10|12|8|12|15|13|14|10|9|11|9|12|11|7|9|10|15|14|12|7|14|19|15|8,0,36,58,170.617208034734,150.712062982718
5,1,4,19|7|10|15|13|10|10|7|17|10|10|11|15|15|3|11|15|9|9|10|16|8|8|8|11|12|15|10|13,0,38,61,171.493639730599,150.712062982718
5,1,5,18|17|18|3|17|16|8|9|14|17|15|2|10|8|10|10|17|8|7|11|7|15|12|16|8|10|15|20|7,0,50,80,171.895522872538,150.712062982718
5,1,6,20|12|3|17|8|11|17|2|20|20|10|7|16|7|2|12|16|9|10|9|16|20|11|12|19|17|15|7|20,0,36,61,172.117605261789,150.712062982718
5,1,7,15|11|16|13|11|8|13|19|19|9|4|9|18|15|12|8|13|6|13|8|17|17|18|13|12|10|18|18|11,0,50,60,172.30326118117,150.712062982718
5,1,8,16|10|13|8|15|12|11|15|9|12|12|7|8|13|13|11|15|15|19|14|9|8|14|9|13|13|17|15|7,0,68,67,172.533666514995,150.712062982718
5,1,9,20|18|4|14|19|5|12|8|2|8|18|15|3|14|9|14|9|8|19|12|4|8|19|14|20|12|12|20|9,0,38,53,173.355978626055,150.712062982718
5,1,10,17|5|19|16|14|10|4|15|13|16|7|3|17|11|3|5|15|14|2|14|18|2|4|6|12|16|12|6|10,0,30,45,173.476379975287,150.712062982718
3,1,1,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,168.390644192602,155.789600984255
3,1,2,16|9|13|11|14|14|9|8|13|11|16|17|8|6|10|12|13|13|14|9|13|14|8|14|14|13|17|11|16,0,48,55,170.389390057855,155.789600984255
3,1,3,16|10|2|19|16|6|4|5|10|8|20|8|14|20|13|2|13|17|9|13|16|20|6|6|2|11|18|4|4,0,35,48,171.288613164841,155.789600984255
3,1,4,18|10|7|12|13|14|13|15|20|15|16|20|7|13|7|13|11|16|3|13|10|4|8|8|16|7|14|11|11,0,64,61,171.370096923197,155.789600984255
3,1,5,18|17|18|3|17|16|8|9|14|17|15|2|10|8|10|10|17|8|7|11|7|15|12|16|8|10|15|20|7,0,50,80,171.486519197971,155.789600984255
3,1,6,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,172.32384326382,155.789600984255
3,1,7,20|18|4|14|19|5|12|8|2|8|18|15|3|14|9|14|9|8|19|12|4|8|19|14|20|12|12|20|9,0,38,53,172.446947967983,155.789600984255
3,1,8,20|12|3|17|8|11|17|2|20|20|10|7|16|7|2|12|16|9|10|9|16|20|11|12|19|17|15|7|20,0,36,61,173.36174601498,155.789600984255
3,1,9,18|12|13|8|5|11|8|18|14|7|9|12|11|7|17|10|3|11|9|13|10|9|16|8|12|15|13|5|7,0,57,47,173.46333443663,155.789600984255
3,1,10,14|15|13|3|14|2|6|2|19|2|17|5|6|16|10|19|8|11|12|2|20|14|6|20|17|16|11|16|19,0,32,34,173.519984358483,155.789600984255
1,1,1,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,178.197202586041,165.330867433548
1,1,2,18|12|13|8|5|11|8|18|14|7|9|12|11|7|17|10|3|11|9|13|10|9|16|8|12|15|13|5|7,0,57,47,178.831864156654,165.330867433548
1,1,3,16|10|8|11|8|15|12|12|10|14|14|7|6|8|12|7|10|10|7|14|15|10|6|7|12|10|13|10|10,0,65,67,178.951352276553,165.330867433548
1,1,4,15|11|16|13|11|8|13|19|19|9|4|9|18|15|12|8|13|6|13|8|17|17|18|13|12|10|18|18|11,0,50,60,178.963908764057,165.330867433548
1,1,5,16|12|13|15|9|12|12|14|9|10|9|8|13|12|9|6|8|18|8|9|8|8|15|13|14|5|13|10|9,0,42,61,179.073285467299,165.330867433548
1,1,6,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,179.709035634813,165.330867433548
1,1,7,18|10|7|12|13|14|13|15|20|15|16|20|7|13|7|13|11|16|3|13|10|4|8|8|16|7|14|11|11,0,64,61,180.004455236144,165.330867433548
1,1,8,16|10|2|19|16|6|4|5|10|8|20|8|14|20|13|2|13|17|9|13|16|20|6|6|2|11|18|4|4,0,35,48,180.092267487721,165.330867433548
1,1,9,16|7|13|9|15|13|8|7|6|10|17|13|12|9|14|8|13|9|15|13|14|14|13|15|9|10|18|13|12,0,42,55,180.167606994581,165.330867433548
1,1,10,16|11|13|7|14|13|11|12|10|12|11|8|9|14|15|11|9|12|14|12|5|7|13|13|7|12|17|10|10,0,74,59,180.213463291955,165.330867433548
18,1,1,20|7|13|3|20|18|19|19|2|2|14|19|8|2|13|4|11|16|3|5|17|19|5|11|7|9|19|6|12,0,35,37,158.987631917085,184.161078035831
18,1,2,18|2|3|8|3|14|11|6|6|18|10|18|3|19|17|13|7|19|19|2|13|16|20|16|17|8|20|8|15,0,68,46,161.597519082521,184.161078035831
18,1,3,20|12|3|17|8|11|17|2|20|20|10|7|16|7|2|12|16|9|10|9|16|20|11|12|19|17|15|7|20,0,36,61,163.034886901257,184.161078035831
18,1,4,19|10|14|6|12|15|10|5|14|9|15|15|9|15|9|9|10|12|14|10|13|17|15|6|8|7|14|10|12,0,37,41,164.073712668337,184.161078035831
18,1,5,18|10|7|12|13|14|13|15|20|15|16|20|7|13|7|13|11|16|3|13|10|4|8|8|16|7|14|11|11,0,64,61,164.084858997235,184.161078035831
