repetition,cviter,trial,growth.factors,num.extra.layers,units1,units2,batch.normalization,dropouts1,dropouts2,dropouts3,mse.test.mean,time.in.mins
7,1,1,18|3,1,36,74,TRUE,0.273761802976841,0.355797491292916,0.220451112710407,115.452737270751,39.2194365819295
7,1,2,18|2,1,46,43,TRUE,0.109104952625966,0.407847362969651,0.234091563185526,117.571972425006,39.2194365819295
7,1,3,17|16,1,58,26,TRUE,0.485291190691189,0.131086533834847,0.310030577709484,117.850455603382,39.2194365819295
7,1,4,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,118.540279743685,39.2194365819295
7,1,5,10|4,1,16,44,TRUE,0.301634361959683,0.16673940614435,0.161573365237564,118.792360728556,39.2194365819295
7,1,6,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,118.819207800271,39.2194365819295
7,1,7,16|3,1,7,77,TRUE,0.241028755962745,0.499601632692955,0.218793197121057,118.819309212845,39.2194365819295
7,1,8,16|13,1,75,14,TRUE,0.223550265257765,0.181186086512649,0.151947427420376,118.985369904317,39.2194365819295
7,1,9,17|8,1,76,26,TRUE,0.213842082897564,0.131975669755105,0.150343385134013,119.361520220485,39.2194365819295
7,1,10,16|8,1,76,17,TRUE,0.293115476676792,0.196752632649476,0.205699786556601,119.384294910804,39.2194365819295
1,1,1,18|2,1,73,61,TRUE,0.124861405270026,0.301965299227199,0.342769097295435,113.38251068465,41.5319436311722
1,1,2,17|16,1,58,26,TRUE,0.485291190691189,0.131086533834847,0.310030577709484,113.487361009239,41.5319436311722
1,1,3,7|5,1,26,56,TRUE,0.21927909337343,0.357618414942858,0.254746076429778,114.067367941366,41.5319436311722
1,1,4,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,114.334730981884,41.5319436311722
1,1,5,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,114.708443154363,41.5319436311722
1,1,6,10|6,1,22,45,TRUE,0.112734104148064,0.396473037535476,0.285166473897795,114.741762685764,41.5319436311722
1,1,7,18|2,1,21,51,TRUE,0.111654968346161,0.410752980849236,0.398725376964582,114.853379155529,41.5319436311722
1,1,8,15|2,1,52,56,TRUE,0.101279066256868,0.40260175187797,0.268540701854921,115.277588449254,41.5319436311722
1,1,9,15|8,2,36,65,TRUE,0.274572126479406,0.460040195767457,0.394747575851054,115.339924298479,41.5319436311722
1,1,10,15|14,1,73,12,TRUE,0.167752168205981,0.160238013354441,0.152048750250186,116.388583832946,41.5319436311722
3,1,1,16|2,1,37,45,TRUE,0.113918839426738,0.437868247212557,0.27713135869546,113.382328603438,41.2050269524256
3,1,2,18|2,1,30,51,TRUE,0.113530347824369,0.400872912376246,0.218605377908095,113.589634777956,41.2050269524256
3,1,3,17|2,1,13,56,TRUE,0.267048910859475,0.233514619477734,0.158364527139015,114.638913492645,41.2050269524256
3,1,4,18|5,1,37,56,TRUE,0.118082578178409,0.253311868530997,0.187229398770473,115.086658871306,41.2050269524256
3,1,5,19|2,1,19,48,TRUE,0.111685009149854,0.455414601988227,0.207609871126892,115.236819160567,41.2050269524256
3,1,6,18|2,1,26,56,TRUE,0.121468793703055,0.227777758109911,0.220963027106569,115.387086760745,41.2050269524256
3,1,7,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,115.52922757726,41.2050269524256
3,1,8,12|12,2,67,26,TRUE,0.325122078241677,0.239104674797919,0.249508733819756,115.541942269273,41.2050269524256
3,1,9,17|16,1,58,26,TRUE,0.485291190691189,0.131086533834847,0.310030577709484,115.779911436758,41.2050269524256
3,1,10,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,115.907747508435,41.2050269524256
5,1,1,19|2,1,19,62,TRUE,0.286195649301078,0.162517016926887,0.342472316009307,114.590185965383,41.9464325666428
5,1,2,18|2,1,75,33,TRUE,0.102401954332489,0.394896238866515,0.272610647643724,115.773734376845,41.9464325666428
5,1,3,16|2,1,43,46,TRUE,0.105199114005752,0.394276464949431,0.314747178191802,116.670055011601,41.9464325666428
5,1,4,18|2,1,27,48,TRUE,0.102893952625562,0.355046871692992,0.27846104158311,117.50843292893,41.9464325666428
5,1,5,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,117.702922561147,41.9464325666428
5,1,6,17|2,1,48,46,TRUE,0.103664245676482,0.359054789850797,0.298303846175456,118.083783204009,41.9464325666428
5,1,7,15|8,2,36,65,TRUE,0.274572126479406,0.460040195767457,0.394747575851054,118.085469558021,41.9464325666428
5,1,8,16|3,1,7,77,TRUE,0.241028755962745,0.499601632692955,0.218793197121057,118.811874205951,41.9464325666428
5,1,9,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,118.948192852072,41.9464325666428
5,1,10,12|12,2,67,26,TRUE,0.325122078241677,0.239104674797919,0.249508733819756,118.97452342826,41.9464325666428
4,1,1,18|4,1,42,44,TRUE,0.114492943710491,0.400494200925729,0.281393759306935,117.193309510385,42.8532888491948
4,1,2,15|2,1,37,65,TRUE,0.121107649975307,0.220562892280811,0.393282645935934,118.208076019251,42.8532888491948
4,1,3,17|2,1,21,52,TRUE,0.11094140697366,0.338736376464086,0.396852458759314,118.406250651021,42.8532888491948
4,1,4,17|16,1,58,26,TRUE,0.485291190691189,0.131086533834847,0.310030577709484,118.489000838271,42.8532888491948
4,1,5,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,118.666465814418,42.8532888491948
4,1,6,18|2,1,37,64,TRUE,0.116964110984545,0.393349238664995,0.389482445490912,119.105757700317,42.8532888491948
4,1,7,16|2,1,39,68,TRUE,0.12016699583482,0.216483332330759,0.314156895359152,119.792387849113,42.8532888491948
4,1,8,18|4,1,33,35,TRUE,0.113706847954412,0.387736614007449,0.36894676027728,120.341562012108,42.8532888491948
4,1,9,17|8,1,38,43,TRUE,0.113428683392869,0.263750207057873,0.388141300780312,120.402771775368,42.8532888491948
4,1,10,18|3,1,56,66,TRUE,0.115397286641262,0.299695364250458,0.372651812972221,120.452185047888,42.8532888491948
2,1,1,17|5,1,63,64,TRUE,0.119330388730054,0.399429337517254,0.268096101074665,114.366999424245,43.7179728507996
2,1,2,18|2,1,14,67,TRUE,0.107555526397993,0.388471865782762,0.234388317468456,115.198404506758,43.7179728507996
2,1,3,18|2,1,7,73,TRUE,0.110716312837762,0.223606038272085,0.202803485480253,115.228810741059,43.7179728507996
2,1,4,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,115.442748314882,43.7179728507996
2,1,5,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,115.786718768681,43.7179728507996
2,1,6,15|2,1,12,60,TRUE,0.109258288366762,0.39741638567071,0.2206390499722,115.950835264337,43.7179728507996
2,1,7,18|2,1,30,43,TRUE,0.113028341033119,0.381421644831997,0.398559376719657,116.739749993092,43.7179728507996
2,1,8,16|3,1,7,77,TRUE,0.241028755962745,0.499601632692955,0.218793197121057,116.978690053264,43.7179728507996
2,1,9,17|4,1,27,49,TRUE,0.1138914669291,0.367262869667243,0.402512009200069,117.351611723962,43.7179728507996
2,1,10,17|16,1,58,26,TRUE,0.485291190691189,0.131086533834847,0.310030577709484,118.250238324814,43.7179728507996
15,1,1,16|7,1,18,39,TRUE,0.114629143487132,0.409043312740648,0.265817564255471,112.709392955846,39.8044700145721
15,1,2,10|4,1,16,44,TRUE,0.301634361959683,0.16673940614435,0.161573365237564,113.521602757351,39.8044700145721
15,1,3,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,114.451499345805,39.8044700145721
15,1,4,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,115.082742491444,39.8044700145721
15,1,5,15|8,2,36,65,TRUE,0.274572126479406,0.460040195767457,0.394747575851054,115.401372680905,39.8044700145721
15,1,6,15|3,1,18,64,TRUE,0.303929607683058,0.415466468760293,0.278329518172417,115.98627617375,39.8044700145721
15,1,7,17|2,1,47,40,TRUE,0.112726218090549,0.45859958899773,0.338869908766401,116.032752064282,39.8044700145721
15,1,8,11|2,1,25,64,TRUE,0.309673304026016,0.407124545828236,0.348819238275764,116.670185429099,39.8044700145721
15,1,9,15|2,1,37,77,TRUE,0.106940361582469,0.459037406877273,0.253794593224656,117.141682368931,39.8044700145721
15,1,10,12|2,1,46,39,TRUE,0.104996193937807,0.458009767366911,0.306684873998183,117.280109906234,39.8044700145721
12,1,1,20|4,1,36,55,TRUE,0.113796464855011,0.296793043187482,0.310308142136553,115.043736221675,40.8851923823357
12,1,2,20|2,1,31,47,TRUE,0.114858708211702,0.293031515931565,0.347824869610043,117.385104681053,40.8851923823357
12,1,3,18|2,1,17,48,TRUE,0.118146730156143,0.296070257970112,0.237552391489889,117.861968626641,40.8851923823357
12,1,4,20|16,1,33,58,TRUE,0.109142026825197,0.325058081673511,0.261560931845404,118.201172525802,40.8851923823357
12,1,5,20|16,1,35,46,TRUE,0.112243042987492,0.378739036198874,0.27845722971319,119.409693040519,40.8851923823357
12,1,6,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,119.860373521117,40.8851923823357
12,1,7,16|3,1,7,77,TRUE,0.241028755962745,0.499601632692955,0.218793197121057,120.159628362246,40.8851923823357
12,1,8,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,120.483963020944,40.8851923823357
12,1,9,17|16,1,58,26,TRUE,0.485291190691189,0.131086533834847,0.310030577709484,120.55145598331,40.8851923823357
12,1,10,10|4,1,16,44,TRUE,0.301634361959683,0.16673940614435,0.161573365237564,120.89180200568,40.8851923823357
6,1,1,17|7,1,39,66,TRUE,0.11321964673882,0.393398199830267,0.28365328194207,114.715438528031,43.3696470141411
6,1,2,19|7,1,23,71,TRUE,0.113519236704566,0.385555349364544,0.266528389871779,115.74877644046,43.3696470141411
6,1,3,19|2,1,35,71,TRUE,0.115135454391232,0.418341225464838,0.230786521393689,116.8034043265,43.3696470141411
6,1,4,19|4,1,56,72,TRUE,0.106783564515269,0.438381767684029,0.260886115448922,116.903317183396,43.3696470141411
6,1,5,17|16,1,58,26,TRUE,0.485291190691189,0.131086533834847,0.310030577709484,117.084564626516,43.3696470141411
6,1,6,18|6,1,56,64,TRUE,0.110097164635921,0.405977314114399,0.233335713333779,117.556822169206,43.3696470141411
6,1,7,17|2,1,37,70,TRUE,0.118038134068513,0.426760787919464,0.212130200597861,117.704439436519,43.3696470141411
6,1,8,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,117.906785313266,43.3696470141411
6,1,9,17|2,1,56,71,TRUE,0.117742811097516,0.295644766921251,0.266581936806785,117.915184910627,43.3696470141411
6,1,10,10|4,1,16,44,TRUE,0.301634361959683,0.16673940614435,0.161573365237564,118.056750077721,43.3696470141411
10,1,1,16|2,1,43,72,TRUE,0.110328931914398,0.267728057702173,0.373552557132575,115.563374500588,42.6407378514608
10,1,2,17|16,1,58,26,TRUE,0.485291190691189,0.131086533834847,0.310030577709484,115.952087978463,42.6407378514608
10,1,3,17|15,1,76,37,TRUE,0.492532315492882,0.159074150989004,0.295086316358527,116.684880131359,42.6407378514608
10,1,4,18|2,1,39,49,TRUE,0.339095793875771,0.412419640622207,0.355144297025226,116.810644516288,42.6407378514608
10,1,5,16|2,1,16,72,TRUE,0.474814883862593,0.409941656005639,0.32567518106782,117.088136295672,42.6407378514608
10,1,6,17|2,1,39,71,TRUE,0.111063544501244,0.266766416613951,0.357935541127553,117.218658898565,42.6407378514608
10,1,7,10|4,1,16,44,TRUE,0.301634361959683,0.16673940614435,0.161573365237564,117.241208455571,42.6407378514608
10,1,8,16|2,1,45,70,TRUE,0.109839146608779,0.233878799224288,0.268006539043562,117.590053426682,42.6407378514608
10,1,9,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,117.778984013493,42.6407378514608
10,1,10,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,118.788049218581,42.6407378514608
8,1,1,18|2,1,59,51,TRUE,0.112783607017102,0.384383156465748,0.289162490292696,113.645155117129,43.3780168175697
8,1,2,17|2,1,17,42,TRUE,0.112605113860593,0.212827439365727,0.278469649334908,114.96072727129,43.3780168175697
8,1,3,19|2,1,13,58,TRUE,0.112667474560032,0.162071502049376,0.349216802484647,115.113723102592,43.3780168175697
8,1,4,16|8,1,61,41,TRUE,0.111396664928576,0.435404071718814,0.260405194787602,115.384133861611,43.3780168175697
8,1,5,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,115.513280662813,43.3780168175697
8,1,6,16|2,1,24,73,TRUE,0.112872485010594,0.404760686299119,0.369067462439129,115.56747034508,43.3780168175697
8,1,7,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,115.590043004217,43.3780168175697
8,1,8,17|16,1,58,26,TRUE,0.485291190691189,0.131086533834847,0.310030577709484,115.885855083175,43.3780168175697
8,1,9,15|3,1,26,47,TRUE,0.109665175749932,0.453064294482086,0.250845757613976,116.252367414803,43.3780168175697
8,1,10,16|3,1,7,77,TRUE,0.241028755962745,0.499601632692955,0.218793197121057,116.286388105385,43.3780168175697
13,1,1,18|11,1,69,34,TRUE,0.381011607192664,0.423641482135281,0.208571456359803,116.38839702709,42.9186546007792
13,1,2,20|8,1,43,54,TRUE,0.110835298067361,0.388486298774607,0.20779862070331,117.480796847294,42.9186546007792
13,1,3,15|6,1,26,51,TRUE,0.111491501193128,0.329237947745267,0.24231571336771,117.947758262553,42.9186546007792
13,1,4,14|7,1,42,72,TRUE,0.200347899047968,0.399731940139706,0.277707911709634,118.319901907168,42.9186546007792
13,1,5,15|8,2,36,65,TRUE,0.274572126479406,0.460040195767457,0.394747575851054,118.325154958236,42.9186546007792
13,1,6,18|6,1,75,43,TRUE,0.216089749476234,0.396852752454717,0.243970147224097,118.34153979689,42.9186546007792
13,1,7,14|5,1,12,64,TRUE,0.121960200585114,0.439736277535265,0.383384829115629,118.54288032853,42.9186546007792
13,1,8,10|4,1,16,44,TRUE,0.301634361959683,0.16673940614435,0.161573365237564,118.729931423695,42.9186546007792
13,1,9,18|6,1,28,47,TRUE,0.117352167036832,0.216545640486015,0.253711458652095,118.820359821942,42.9186546007792
13,1,10,16|5,1,76,44,TRUE,0.27113619387087,0.387083971776943,0.234859215042082,118.917354637838,42.9186546007792
14,1,1,16|2,1,14,53,TRUE,0.100540350500392,0.378761350243111,0.398672184504865,112.819530679614,43.3797280669212
14,1,2,17|2,1,54,55,TRUE,0.104743371563102,0.308329660904816,0.282062533338377,113.420360599065,43.3797280669212
14,1,3,17|2,1,14,59,TRUE,0.100134239081234,0.372799305810983,0.321425359301296,113.738461492315,43.3797280669212
14,1,4,20|13,1,75,11,TRUE,0.190422314845833,0.278321887023514,0.15513081829197,114.119213521747,43.3797280669212
14,1,5,17|3,1,17,59,TRUE,0.115195383199704,0.388917691933667,0.372830511790353,114.285766858023,43.3797280669212
14,1,6,15|8,2,36,65,TRUE,0.274572126479406,0.460040195767457,0.394747575851054,114.446557369592,43.3797280669212
14,1,7,18|11,1,76,52,TRUE,0.189419217542017,0.30148980893183,0.324018819084954,114.496238067789,43.3797280669212
