repetition,cviter,trial,num.layers,units1,units2,units3,batch.normalization,dropouts1,dropouts2,dropouts3,mse.test.mean,time.in.mins
14,1,6,3,57,16,26,FALSE,0.29636820634784,0.363537595092919,0.256405299278004,197.874918817508,37.8475053350131
14,1,7,3,9,42,50,FALSE,0.232402235753658,0.262400073237105,0.114054603369684,198.396669936497,37.8475053350131
14,1,8,2,27,37,29,FALSE,0.377333061830723,0.253307486887206,0.383323340807692,201.493950210833,37.8475053350131
14,1,9,3,9,28,62,FALSE,0.219391791797016,0.262582066219338,0.117753102821744,201.530091941376,37.8475053350131
14,1,10,2,29,51,36,FALSE,0.185833491073572,0.485229941489524,0.280043360078707,201.536029104679,37.8475053350131
12,1,1,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,195.523633972935,38.0760228474935
12,1,2,1,64,8,47,TRUE,0.401486905945182,0.461564136094713,0.48166614504593,201.240175053807,38.0760228474935
12,1,3,1,44,23,57,TRUE,0.33050400603679,0.236177367070923,0.302646140303114,203.702187662603,38.0760228474935
12,1,4,1,51,48,59,TRUE,0.196610273461038,0.423289655066249,0.124417964000936,204.183209119232,38.0760228474935
12,1,5,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,206.187394453208,38.0760228474935
12,1,6,1,47,45,58,TRUE,0.3996433096055,0.412094910090556,0.126562140979318,206.405428664701,38.0760228474935
12,1,7,1,64,9,49,TRUE,0.445261716963011,0.477500185803528,0.477637835455786,206.604643537648,38.0760228474935
12,1,8,2,29,51,36,FALSE,0.185833491073572,0.485229941489524,0.280043360078707,206.999397708136,38.0760228474935
12,1,9,2,11,58,52,TRUE,0.335287454740249,0.27124163022335,0.297445940399521,208.390990249778,38.0760228474935
12,1,10,1,45,52,64,TRUE,0.168516284110956,0.244833307494991,0.140542452735826,208.428158879902,38.0760228474935
17,1,1,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,179.584923577947,37.967613752683
17,1,2,1,44,23,57,TRUE,0.33050400603679,0.236177367070923,0.302646140303114,179.882008423296,37.967613752683
17,1,3,1,50,63,18,TRUE,0.352583655525738,0.394219512678872,0.109355034072765,180.726072669709,37.967613752683
17,1,4,1,51,40,59,TRUE,0.333556151586929,0.309411625026504,0.109203379238135,182.379587955469,37.967613752683
17,1,5,2,55,64,9,TRUE,0.438115504305461,0.178921469833585,0.389837011048803,183.763142293548,37.967613752683
17,1,6,2,12,57,52,TRUE,0.304927424382186,0.272133646946168,0.297702273263712,185.479296804324,37.967613752683
17,1,7,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,186.198367701683,37.967613752683
17,1,8,1,62,8,47,TRUE,0.461826176575865,0.479466038393569,0.482141786981527,187.046683607358,37.967613752683
17,1,9,1,53,29,57,TRUE,0.443295562502783,0.303039735612263,0.115944123717549,187.196162634648,37.967613752683
17,1,10,1,51,30,44,TRUE,0.325036925337528,0.326057265972597,0.108158420646544,188.477049381324,37.967613752683
8,1,1,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,212.873383156932,39.0493992010752
8,1,2,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,219.565938938732,39.0493992010752
8,1,3,3,53,34,55,TRUE,0.487649318907643,0.1885878515488,0.362657150856103,221.216569475431,39.0493992010752
8,1,4,1,54,58,19,TRUE,0.381323446264443,0.409374330235942,0.106035727369356,223.001137643925,39.0493992010752
8,1,5,2,35,42,34,TRUE,0.27630512797914,0.399706289038295,0.337545159333968,225.598786875841,39.0493992010752
8,1,6,1,10,51,18,TRUE,0.428815242668992,0.420934440517569,0.107074804691138,226.333006789946,39.0493992010752
8,1,7,2,54,8,47,TRUE,0.441447211396739,0.498185849140029,0.489753576643968,227.1208894423,39.0493992010752
8,1,8,2,12,57,52,TRUE,0.304927424382186,0.272133646946168,0.297702273263712,227.990029228465,39.0493992010752
8,1,9,1,10,46,22,TRUE,0.363044454962725,0.391273424749044,0.112001166203471,228.548848067835,39.0493992010752
8,1,10,2,63,43,43,FALSE,0.207901832001517,0.115076669590781,0.491330125796958,229.12008256216,39.0493992010752
1,1,1,1,64,9,41,TRUE,0.459053331061013,0.473946609971183,0.347708058581414,196.89508809759,40.5024166822434
1,1,2,1,63,8,45,TRUE,0.436726250016731,0.475471155791545,0.478412350574482,197.386154772067,40.5024166822434
1,1,3,2,12,57,52,TRUE,0.304927424382186,0.272133646946168,0.297702273263712,199.079600677744,40.5024166822434
1,1,4,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,199.786336323527,40.5024166822434
1,1,5,2,58,62,41,FALSE,0.161162536934717,0.102362446088227,0.133745732693933,200.136817853228,40.5024166822434
1,1,6,2,63,43,43,FALSE,0.207901832001517,0.115076669590781,0.491330125796958,201.413657323244,40.5024166822434
1,1,7,3,47,59,17,FALSE,0.220252891571727,0.340425351340673,0.162306346365949,201.985232076551,40.5024166822434
1,1,8,2,13,60,57,FALSE,0.337348146323651,0.22315340071125,0.130778013465012,202.485480455575,40.5024166822434
1,1,9,1,62,9,39,TRUE,0.457545964523298,0.394779151103017,0.465292800916979,202.816100154994,40.5024166822434
1,1,10,2,14,39,39,TRUE,0.471913254956598,0.436893427351606,0.240664194253623,203.698313402752,40.5024166822434
20,1,1,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,189.410023164562,38.6915553649267
20,1,2,2,55,64,9,TRUE,0.438115504305461,0.178921469833585,0.389837011048803,193.180844226774,38.6915553649267
20,1,3,1,62,8,54,TRUE,0.401035565331002,0.474426930428492,0.475928813596628,194.460160531784,38.6915553649267
20,1,4,1,44,23,57,TRUE,0.33050400603679,0.236177367070923,0.302646140303114,197.162202104296,38.6915553649267
20,1,5,2,63,43,43,FALSE,0.207901832001517,0.115076669590781,0.491330125796958,200.521953966019,38.6915553649267
20,1,6,2,11,61,57,TRUE,0.414463196944919,0.157765288522234,0.251354852125944,204.213246715583,38.6915553649267
20,1,7,3,47,59,17,FALSE,0.220252891571727,0.340425351340673,0.162306346365949,204.417971173382,38.6915553649267
20,1,8,3,40,47,44,FALSE,0.413253449212061,0.151144936823403,0.355194612074411,204.595177418188,38.6915553649267
20,1,9,2,58,45,56,FALSE,0.366960434192441,0.183012573607572,0.129351415993253,205.321926420698,38.6915553649267
20,1,10,2,64,29,61,FALSE,0.351769979038138,0.258006130286393,0.124086773982118,207.812726901157,38.6915553649267
15,1,1,2,63,48,43,FALSE,0.213798431070626,0.120122841349948,0.463786748954692,192.087081220462,39.5276347994804
15,1,2,2,55,64,9,TRUE,0.438115504305461,0.178921469833585,0.389837011048803,192.848478061373,39.5276347994804
15,1,3,2,29,51,36,FALSE,0.185833491073572,0.485229941489524,0.280043360078707,193.809920632772,39.5276347994804
15,1,4,2,64,51,43,FALSE,0.152464611263643,0.159890922675563,0.466320534142542,194.401516272011,39.5276347994804
15,1,5,2,63,43,43,FALSE,0.207901832001517,0.115076669590781,0.491330125796958,196.061400798532,39.5276347994804
15,1,6,3,11,53,40,FALSE,0.214555813626105,0.18500724408768,0.12628395808396,196.964095310521,39.5276347994804
15,1,7,2,56,51,18,FALSE,0.185145550003816,0.392967536849954,0.118153453444077,196.966334785556,39.5276347994804
15,1,8,2,58,62,41,FALSE,0.161162536934717,0.102362446088227,0.133745732693933,197.752963162059,39.5276347994804
15,1,9,2,64,53,43,FALSE,0.200265892663761,0.482324261925243,0.394230200882068,198.529121820294,39.5276347994804
15,1,10,3,56,20,27,FALSE,0.345986303032259,0.363169920939254,0.206675818937947,198.9711568453,39.5276347994804
13,1,1,1,64,8,51,TRUE,0.184555750305955,0.469506983174116,0.476412999680113,177.153474393355,39.7417494336764
13,1,2,1,64,41,51,TRUE,0.338766241301562,0.470458404078878,0.480146488387676,178.990849562132,39.7417494336764
13,1,3,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,180.27495820486,39.7417494336764
13,1,4,1,62,9,46,TRUE,0.38224003260704,0.478861729879073,0.480373144872618,182.728958000117,39.7417494336764
13,1,5,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,184.784586022613,39.7417494336764
13,1,6,1,59,53,58,TRUE,0.288048504892675,0.245607809961289,0.129038451478137,185.503688190241,39.7417494336764
13,1,7,2,58,62,41,FALSE,0.161162536934717,0.102362446088227,0.133745732693933,186.254828920627,39.7417494336764
13,1,8,1,64,50,55,TRUE,0.205852265228739,0.303992232368247,0.487650924020963,186.359932394761,39.7417494336764
13,1,9,1,45,52,64,TRUE,0.168516284110956,0.244833307494991,0.140542452735826,187.175777315027,39.7417494336764
13,1,10,1,57,48,57,TRUE,0.158285370446354,0.40291711566628,0.116444280972978,187.271456879952,39.7417494336764
19,1,1,1,10,38,57,TRUE,0.423795470654428,0.254866639936672,0.124111847405175,182.605609030198,39.368085149924
19,1,2,1,57,54,15,TRUE,0.390436364271804,0.423607906462,0.122145795237573,184.523011654587,39.368085149924
19,1,3,1,57,47,17,TRUE,0.385630629037151,0.403459104436044,0.127799742968206,185.50588333298,39.368085149924
19,1,4,1,62,8,8,TRUE,0.448293948329745,0.477008510915951,0.493425548045244,186.593753217462,39.368085149924
19,1,5,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,186.643369789891,39.368085149924
19,1,6,1,62,8,43,TRUE,0.449568999470847,0.498408322435507,0.498402532708022,186.974433576551,39.368085149924
19,1,7,2,55,64,9,TRUE,0.438115504305461,0.178921469833585,0.389837011048803,189.694666108288,39.368085149924
19,1,8,1,11,58,13,TRUE,0.412199527833294,0.431412947729652,0.139730370125804,189.742610880432,39.368085149924
19,1,9,1,10,53,9,TRUE,0.494333945911019,0.282620580779189,0.125677272184022,190.113280128615,39.368085149924
19,1,10,2,12,57,52,TRUE,0.304927424382186,0.272133646946168,0.297702273263712,192.975986629606,39.368085149924
3,1,1,1,45,52,64,TRUE,0.168516284110956,0.244833307494991,0.140542452735826,184.065932503668,42.1231641173363
3,1,2,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,187.87923206706,42.1231641173363
3,1,3,1,62,8,46,TRUE,0.383333754834118,0.298289614377223,0.476444504171021,189.337713578266,42.1231641173363
3,1,4,3,62,61,51,TRUE,0.144628215554825,0.451968498068509,0.475756562058062,189.621664017733,42.1231641173363
3,1,5,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,189.947404687602,42.1231641173363
3,1,6,1,11,52,59,TRUE,0.265087854417037,0.306489734155207,0.125045347877475,191.437293737278,42.1231641173363
3,1,7,1,44,23,57,TRUE,0.33050400603679,0.236177367070923,0.302646140303114,191.452277755735,42.1231641173363
3,1,8,1,61,9,56,TRUE,0.329797117616551,0.292206235741021,0.330964882029961,191.66567061379,42.1231641173363
3,1,9,1,55,34,58,TRUE,0.344896649530889,0.296229334949462,0.125378503120459,191.884460412197,42.1231641173363
3,1,10,2,55,64,9,TRUE,0.438115504305461,0.178921469833585,0.389837011048803,192.540976110283,42.1231641173363
18,1,1,2,58,47,47,FALSE,0.262445384868682,0.107020445915176,0.129213686573119,178.643918913262,47.0219020843506
18,1,2,1,63,9,46,TRUE,0.24501454242724,0.478163199742431,0.494137623722596,182.415210645037,47.0219020843506
18,1,3,1,64,8,40,TRUE,0.250293695907601,0.47046340486465,0.490181702192408,183.441477362085,47.0219020843506
18,1,4,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,185.042392368828,47.0219020843506
18,1,5,1,10,49,57,TRUE,0.244761720276993,0.421281320598251,0.124472732233065,186.804596237962,47.0219020843506
18,1,6,2,58,62,41,FALSE,0.161162536934717,0.102362446088227,0.133745732693933,186.888937707951,47.0219020843506
18,1,7,2,44,28,57,TRUE,0.350600495107784,0.23134637873047,0.123253868065343,187.484873350438,47.0219020843506
18,1,8,1,44,23,57,TRUE,0.33050400603679,0.236177367070923,0.302646140303114,189.98179599543,47.0219020843506
18,1,9,1,9,54,42,TRUE,0.234579607099786,0.420681605776539,0.125201369240139,191.330461066995,47.0219020843506
18,1,10,3,53,34,55,TRUE,0.487649318907643,0.1885878515488,0.362657150856103,193.983459154917,47.0219020843506
9,1,1,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,206.122989463861,52.2920325477918
9,1,2,2,8,52,63,TRUE,0.177139828351048,0.304957042750154,0.114573528619012,209.203726207711,52.2920325477918
9,1,3,1,62,10,43,TRUE,0.356097317142644,0.490748021478658,0.283625642445004,210.096822822797,52.2920325477918
9,1,4,2,45,59,60,TRUE,0.245140069504996,0.435396540304728,0.114479749855771,211.448454916606,52.2920325477918
9,1,5,2,58,62,41,FALSE,0.161162536934717,0.102362446088227,0.133745732693933,212.050822934804,52.2920325477918
9,1,6,2,27,37,29,FALSE,0.377333061830723,0.253307486887206,0.383323340807692,212.555222259169,52.2920325477918
9,1,7,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,212.987251018586,52.2920325477918
9,1,8,2,63,43,43,FALSE,0.207901832001517,0.115076669590781,0.491330125796958,213.386337071936,52.2920325477918
9,1,9,3,47,59,17,FALSE,0.220252891571727,0.340425351340673,0.162306346365949,213.662949700766,52.2920325477918
9,1,10,2,29,51,36,FALSE,0.185833491073572,0.485229941489524,0.280043360078707,213.978324006219,52.2920325477918
16,1,1,2,11,51,50,TRUE,0.343915517656926,0.348285133831004,0.288840553559492,186.244441208555,56.407101269563
16,1,2,2,11,50,49,TRUE,0.366078333300823,0.27038853910647,0.124565295332185,186.957284952251,56.407101269563
16,1,3,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,187.663913053926,56.407101269563
16,1,4,1,62,9,45,TRUE,0.453995835937389,0.48346761898259,0.473156598483089,189.598059898166,56.407101269563
16,1,5,2,12,57,52,TRUE,0.304927424382186,0.272133646946168,0.297702273263712,190.672573878504,56.407101269563
16,1,6,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,191.213087105491,56.407101269563
16,1,7,1,58,49,19,TRUE,0.359335587016263,0.412389639024247,0.10299475299357,193.365176846869,56.407101269563
16,1,8,1,44,23,57,TRUE,0.33050400603679,0.236177367070923,0.302646140303114,193.57137077438,56.407101269563
16,1,9,2,55,64,9,TRUE,0.438115504305461,0.178921469833585,0.389837011048803,197.741159587525,56.407101269563
16,1,10,1,63,8,41,TRUE,0.460876423922193,0.298439881853678,0.491890474284236,198.708444589025,56.407101269563
11,1,1,1,62,9,49,TRUE,0.441092243229238,0.403673922189457,0.489178552008641,177.583513608891,69.6688221176465
11,1,2,1,62,9,32,TRUE,0.443759325053674,0.467470454662694,0.479092508622741,177.708422749185,69.6688221176465
11,1,3,2,55,64,9,TRUE,0.438115504305461,0.178921469833585,0.389837011048803,178.555045976361,69.6688221176465
11,1,4,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,179.18115872008,69.6688221176465
11,1,5,1,62,8,46,TRUE,0.461751418405643,0.475213480873341,0.477439582416702,179.382102513986,69.6688221176465
11,1,6,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,180.091060403612,69.6688221176465
11,1,7,2,55,57,9,TRUE,0.45892097984006,0.252316256355844,0.38705529928013,181.640691485374,69.6688221176465
11,1,8,2,12,57,52,TRUE,0.304927424382186,0.272133646946168,0.297702273263712,181.678425490582,69.6688221176465
11,1,9,1,45,52,64,TRUE,0.168516284110956,0.244833307494991,0.140542452735826,182.864247837014,69.6688221176465
11,1,10,1,44,23,57,TRUE,0.33050400603679,0.236177367070923,0.302646140303114,185.100511362172,69.6688221176465
10,2,1,1,11,61,45,TRUE,0.307915964141308,0.376569609805067,0.208160799236614,193.356881370464,34.4000607530276
10,2,2,1,63,9,46,TRUE,0.463632040250299,0.476536465022077,0.305694703635396,201.356424642941,34.4000607530276
10,2,3,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,203.83739173795,34.4000607530276
10,2,4,2,14,39,39,TRUE,0.471913254956598,0.436893427351606,0.240664194253623,208.328482909068,34.4000607530276
10,2,5,1,58,52,39,TRUE,0.471271127980111,0.459172384785858,0.126047261937456,212.132862803923,34.4000607530276
10,2,6,2,55,64,9,TRUE,0.438115504305461,0.178921469833585,0.389837011048803,212.31041066149,34.4000607530276
10,2,7,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,212.4719884332,34.4000607530276
10,2,8,2,63,43,43,FALSE,0.207901832001517,0.115076669590781,0.491330125796958,212.864377810809,34.4000607530276
10,2,9,2,58,62,41,FALSE,0.161162536934717,0.102362446088227,0.133745732693933,213.709303311034,34.4000607530276
10,2,10,2,12,57,52,TRUE,0.304927424382186,0.272133646946168,0.297702273263712,214.850080793165,34.4000607530276
2,2,1,2,12,57,52,TRUE,0.304927424382186,0.272133646946168,0.297702273263712,219.229736975128,36.4066291491191
2,2,2,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,220.047897921857,36.4066291491191
2,2,3,1,57,52,18,TRUE,0.360593380763474,0.406110099413912,0.123172610491279,220.244003806421,36.4066291491191
2,2,4,2,58,62,42,FALSE,0.248867851934982,0.209808135828939,0.131060565149202,220.862395410415,36.4066291491191
2,2,5,2,49,57,34,FALSE,0.250038279186639,0.234880987604173,0.127074938300233,222.819623257422,36.4066291491191
2,2,6,2,27,37,29,FALSE,0.377333061830723,0.253307486887206,0.383323340807692,224.036569201852,36.4066291491191
2,2,7,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,224.080297187585,36.4066291491191
2,2,8,1,57,48,15,TRUE,0.362276253671854,0.365012142399792,0.107054221573938,224.467775979068,36.4066291491191
2,2,9,2,58,62,41,FALSE,0.161162536934717,0.102362446088227,0.133745732693933,224.741676652687,36.4066291491191
2,2,10,2,9,56,33,FALSE,0.237920789388985,0.251143057224447,0.132459312281187,226.795901163277,36.4066291491191
6,2,1,1,63,9,39,TRUE,0.403761948177894,0.475911491574532,0.476971545341813,187.711630665989,36.9285064180692
6,2,2,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,189.49647937114,36.9285064180692
6,2,3,3,47,59,17,FALSE,0.220252891571727,0.340425351340673,0.162306346365949,195.441370848804,36.9285064180692
6,2,4,1,50,46,19,TRUE,0.35398612676654,0.402441683277721,0.108641816282761,195.456494243455,36.9285064180692
6,2,5,1,59,45,16,TRUE,0.352447484482008,0.408763554738964,0.107816895056396,196.757502549861,36.9285064180692
6,2,6,2,63,43,43,FALSE,0.207901832001517,0.115076669590781,0.491330125796958,197.060025976947,36.9285064180692
6,2,7,1,45,52,64,TRUE,0.168516284110956,0.244833307494991,0.140542452735826,197.408409153165,36.9285064180692
6,2,8,2,12,57,52,TRUE,0.304927424382186,0.272133646946168,0.297702273263712,198.526515703507,36.9285064180692
6,2,9,2,29,51,36,FALSE,0.185833491073572,0.485229941489524,0.280043360078707,199.267990423461,36.9285064180692
6,2,10,2,27,37,29,FALSE,0.377333061830723,0.253307486887206,0.383323340807692,201.088606916713,36.9285064180692
4,2,1,2,59,55,49,FALSE,0.473241791406495,0.338372125371202,0.129733527485435,202.294291401599,37.96092004776
4,2,2,1,62,8,46,TRUE,0.451976656710031,0.471571240824414,0.475413555750856,202.928484187163,37.96092004776
4,2,3,2,29,51,36,FALSE,0.185833491073572,0.485229941489524,0.280043360078707,208.069084376394,37.96092004776
4,2,4,2,58,62,41,FALSE,0.161162536934717,0.102362446088227,0.133745732693933,209.053810337327,37.96092004776
4,2,5,3,56,20,27,FALSE,0.345986303032259,0.363169920939254,0.206675818937947,209.670585809145,37.96092004776
4,2,6,2,63,43,43,FALSE,0.207901832001517,0.115076669590781,0.491330125796958,210.447539825857,37.96092004776
4,2,7,2,10,57,56,FALSE,0.493965224774066,0.439519011597098,0.180690765336039,211.291001742772,37.96092004776
4,2,8,3,16,17,36,FALSE,0.129056582224439,0.358659196947701,0.162850627169246,212.877473031325,37.96092004776
