repetition,cviter,trial,growth.factors,num.extra.layers,units1,units2,mse.test.mean,time.in.mins
13,1,1,14|12,1,80,2,194.411642670247,41.947127298514
13,1,2,20|15,1,29,80,195.384605714901,41.947127298514
13,1,3,20|12,1,65,47,195.624671645402,41.947127298514
13,1,4,15|6,1,50,80,196.142574448296,41.947127298514
13,1,5,18|6,1,21,73,200.045309085602,41.947127298514
13,1,6,12|5,1,59,12,203.702267604193,41.947127298514
13,1,7,15|6,1,80,29,203.757937044675,41.947127298514
13,1,8,10|14,1,66,52,204.490737532108,41.947127298514
13,1,9,2|5,2,80,80,213.473338483767,41.947127298514
13,1,10,10|17,2,72,55,219.237544837152,41.947127298514
7,1,1,11|12,1,80,33,190.237837134522,44.4898663004239
7,1,2,18|6,1,21,73,191.778743890405,44.4898663004239
7,1,3,16|14,1,75,2,193.927046298891,44.4898663004239
7,1,4,13|7,1,50,72,197.225876848936,44.4898663004239
7,1,5,20|12,1,65,47,197.291495380951,44.4898663004239
7,1,6,18|15,1,28,80,200.085663743614,44.4898663004239
7,1,7,12|5,1,59,12,204.669036202248,44.4898663004239
7,1,8,2|20,2,62,80,208.844254502197,44.4898663004239
7,1,9,6|4,2,60,80,210.035751711393,44.4898663004239
7,1,10,2|5,2,80,80,212.513060004679,44.4898663004239
4,1,1,18|6,1,21,73,202.773222096813,45.5705008824666
4,1,2,16|5,1,47,80,214.31753883677,45.5705008824666
4,1,3,14|15,1,28,80,218.371585310597,45.5705008824666
4,1,4,16|2,1,80,35,219.90664914497,45.5705008824666
4,1,5,2|5,2,77,80,220.096205923504,45.5705008824666
4,1,6,10|9,1,60,54,221.968953997599,45.5705008824666
4,1,7,20|12,1,65,47,225.604436210373,45.5705008824666
4,1,8,10|17,2,72,55,226.688486972247,45.5705008824666
4,1,9,7|2,2,60,80,229.176961725048,45.5705008824666
4,1,10,12|5,1,59,12,229.724022076342,45.5705008824666
17,1,1,13|8,1,50,74,188.890846912142,42.9443846821785
17,1,2,19|15,1,31,80,192.21258437104,42.9443846821785
17,1,3,18|6,1,21,73,197.069782724911,42.9443846821785
17,1,4,20|12,1,65,47,202.086621564835,42.9443846821785
17,1,5,12|6,1,80,37,206.711286482776,42.9443846821785
17,1,6,13|12,1,57,50,207.636515870764,42.9443846821785
17,1,7,2|4,2,80,79,208.337121683052,42.9443846821785
17,1,8,12|5,1,59,12,209.585240038873,42.9443846821785
17,1,9,10|17,2,72,55,214.997079756438,42.9443846821785
17,1,10,20|4,1,47,51,217.001613879659,42.9443846821785
19,1,1,18|6,1,21,73,183.592684975903,42.7294908165932
19,1,2,20|15,1,28,80,185.107782940616,42.7294908165932
19,1,3,16|6,1,47,80,185.327227179648,42.7294908165932
19,1,4,6|6,1,80,59,193.111981646995,42.7294908165932
19,1,5,13|8,1,80,30,197.868542696806,42.7294908165932
19,1,6,9|20,1,80,2,198.606452651357,42.7294908165932
19,1,7,20|12,1,65,47,199.350463931861,42.7294908165932
19,1,8,2|4,2,80,80,202.151458118799,42.7294908165932
19,1,9,10|15,1,58,62,203.476439582143,42.7294908165932
19,1,10,12|5,1,59,12,211.237994461652,42.7294908165932
1,1,1,18|6,1,21,73,206.925090225702,48.5243484179179
1,1,2,13|8,1,48,78,209.579989254611,48.5243484179179
1,1,3,10|11,1,80,38,211.509753216035,48.5243484179179
1,1,4,2|5,2,80,80,218.811548006286,48.5243484179179
1,1,5,12|13,1,60,52,220.144189450004,48.5243484179179
1,1,6,14|17,1,80,2,220.717233911074,48.5243484179179
1,1,7,20|12,1,65,47,221.956630086174,48.5243484179179
1,1,8,20|14,1,30,80,224.154066008053,48.5243484179179
1,1,9,18|5,1,49,53,227.127389601608,48.5243484179179
1,1,10,12|5,1,59,12,231.673219924153,48.5243484179179
5,1,1,10|15,1,80,41,195.873705681982,47.7302371184031
5,1,2,13|8,1,50,72,197.071277988251,47.7302371184031
5,1,3,16|2,1,80,80,202.119648942899,47.7302371184031
5,1,4,18|20,1,63,80,202.784919103539,47.7302371184031
5,1,5,15|14,1,80,2,203.106223199054,47.7302371184031
5,1,6,20|12,1,65,47,205.830386396059,47.7302371184031
5,1,7,2|5,2,77,80,209.852154766695,47.7302371184031
5,1,8,18|6,1,21,73,212.279319078694,47.7302371184031
5,1,9,12|5,1,59,12,218.93291192509,47.7302371184031
5,1,10,5|2,2,59,76,221.774117956782,47.7302371184031
15,1,1,14|7,1,49,75,194.256791488844,44.8770172675451
15,1,2,18|6,1,21,73,195.047203236963,44.8770172675451
15,1,3,17|10,1,80,2,195.079268801935,44.8770172675451
15,1,4,20|12,1,65,47,200.620884587658,44.8770172675451
15,1,5,20|14,1,29,80,201.858804613348,44.8770172675451
15,1,6,12|5,1,59,12,205.945371693881,44.8770172675451
15,1,7,8|2,2,62,80,206.800143895888,44.8770172675451
15,1,8,12|11,1,60,44,208.675630286363,44.8770172675451
15,1,9,2|5,2,79,80,211.593712962546,44.8770172675451
15,1,10,2|12,2,65,68,213.88966290405,44.8770172675451
3,1,1,11|14,1,80,2,203.61456443763,50.6598095695178
3,1,2,18|16,1,31,80,206.934089802243,50.6598095695178
3,1,3,18|6,1,21,73,215.865119725958,50.6598095695178
3,1,4,13|8,1,49,76,217.90067956424,50.6598095695178
3,1,5,2|4,2,79,80,219.318405164861,50.6598095695178
3,1,6,20|12,1,65,47,224.784072586866,50.6598095695178
3,1,7,2|20,2,62,80,229.197903437177,50.6598095695178
3,1,8,12|5,1,59,12,230.549205284656,50.6598095695178
3,1,9,10|17,1,60,58,230.613552114555,50.6598095695178
3,1,10,3|8,2,52,50,237.420501119964,50.6598095695178
9,1,1,18|6,1,21,73,208.137203427943,53.9307256499926
9,1,2,13|8,1,49,79,212.772912697474,53.9307256499926
9,1,3,20|15,1,29,80,213.750120388682,53.9307256499926
9,1,4,2|4,2,80,80,217.763989123341,53.9307256499926
9,1,5,20|12,1,65,47,220.045879111552,53.9307256499926
9,1,6,12|5,1,59,12,228.519320379437,53.9307256499926
9,1,7,10|17,2,72,55,229.248846530764,53.9307256499926
9,1,8,20|4,1,46,54,229.939169362707,53.9307256499926
9,1,9,6|2,2,60,80,232.058019216577,53.9307256499926
9,1,10,2|20,2,61,80,233.283421833211,53.9307256499926
18,1,1,7|2,1,80,61,197.323920318882,53.4705593864123
18,1,2,20|2,1,80,22,200.743393436732,53.4705593864123
18,1,3,15|6,1,51,80,202.48933184919,53.4705593864123
18,1,4,20|12,1,65,47,205.455502627592,53.4705593864123
18,1,5,12|15,1,80,2,210.044568713448,53.4705593864123
18,1,6,8|20,1,67,69,212.817423930884,53.4705593864123
18,1,7,18|6,1,21,73,214.815477671877,53.4705593864123
18,1,8,12|5,1,59,12,217.904068673249,53.4705593864123
18,1,9,2|9,2,63,80,221.219628013157,53.4705593864123
18,1,10,8|2,2,62,69,221.224194654179,53.4705593864123
16,1,1,19|2,1,80,24,186.29008644467,55.3457087318103
16,1,2,11|16,1,80,2,188.324753731529,55.3457087318103
16,1,3,17|6,1,48,80,188.815840999786,55.3457087318103
16,1,4,10|2,1,80,56,191.550263916992,55.3457087318103
16,1,5,18|6,1,21,73,193.682844447692,55.3457087318103
16,1,6,12|8,1,60,48,198.401230541226,55.3457087318103
16,1,7,20|12,1,65,47,199.28082669038,55.3457087318103
16,1,8,2|5,2,80,80,200.095127562167,55.3457087318103
16,1,9,12|5,1,59,12,201.116229637832,55.3457087318103
16,1,10,20|9,1,38,59,203.806221186658,55.3457087318103
11,1,1,12|8,1,80,29,195.983638773377,57.244567767779
11,1,2,20|15,1,30,80,196.730951473927,57.244567767779
11,1,3,17|14,1,80,2,200.526559955504,57.244567767779
11,1,4,13|8,1,49,72,201.118796408446,57.244567767779
11,1,5,18|6,1,21,73,203.805405538125,57.244567767779
11,1,6,20|12,1,65,47,204.455232547945,57.244567767779
11,1,7,20|2,1,74,80,205.26440925342,57.244567767779
11,1,8,12|5,1,59,12,210.454265331853,57.244567767779
11,1,9,2|10,2,71,57,217.700326124631,57.244567767779
11,1,10,10|17,2,72,55,219.51482098331,57.244567767779
6,2,1,18|11,1,80,2,205.001728569772,36.081177465121
6,2,2,12|3,1,80,34,206.489531975898,36.081177465121
6,2,3,20|15,1,28,80,210.018698658867,36.081177465121
6,2,4,18|6,1,21,73,211.341535675437,36.081177465121
6,2,5,20|12,1,65,47,216.339451336605,36.081177465121
6,2,6,14|8,1,48,70,217.547571210883,36.081177465121
6,2,7,12|5,1,59,12,226.838088104329,36.081177465121
6,2,8,2|14,2,61,80,232.133026751403,36.081177465121
6,2,9,5|2,2,62,66,234.058578783026,36.081177465121
6,2,10,20|2,1,46,46,236.007560327631,36.081177465121
10,2,1,20|12,1,65,47,208.488330111086,38.0534466822942
10,2,2,20|16,1,28,80,209.582450766241,38.0534466822942
10,2,3,18|2,1,80,30,215.8739663148,38.0534466822942
10,2,4,18|6,1,21,73,216.068253295103,38.0534466822942
10,2,5,17|6,1,50,80,218.035939323535,38.0534466822942
10,2,6,20|14,1,80,2,221.696852763505,38.0534466822942
10,2,7,12|17,1,60,69,222.286301077296,38.0534466822942
10,2,8,8|11,1,80,60,228.642884164775,38.0534466822942
10,2,9,12|5,1,59,12,236.679352228583,38.0534466822942
10,2,10,17|7,1,46,50,237.183456449858,38.0534466822942
2,2,1,14|15,1,80,2,198.159805247187,38.9286531329155
2,2,2,17|8,1,80,19,206.783162443785,38.9286531329155
2,2,3,18|14,1,31,80,207.613963760112,38.9286531329155
2,2,4,14|7,1,50,73,209.084090909852,38.9286531329155
2,2,5,12|14,1,69,37,209.253932104919,38.9286531329155
2,2,6,18|6,1,21,73,210.257267876535,38.9286531329155
2,2,7,8|7,1,80,33,211.343290383289,38.9286531329155
2,2,8,20|12,1,65,47,211.592747607445,38.9286531329155
2,2,9,12|5,1,59,12,224.877778727491,38.9286531329155
2,2,10,20|6,1,43,56,225.422342194937,38.9286531329155
12,2,1,18|7,1,80,2,193.869328696644,45.3860409696897
12,2,2,13|7,1,50,74,194.409340057415,45.3860409696897
12,2,3,10|15,1,80,2,195.492540010347,45.3860409696897
12,2,4,20|14,1,34,80,195.926641826402,45.3860409696897
12,2,5,11|6,1,80,35,197.442616501073,45.3860409696897
12,2,6,18|6,1,21,73,201.914171843312,45.3860409696897
12,2,7,20|12,1,65,47,208.516743608026,45.3860409696897
12,2,8,12|5,1,59,12,209.661453173687,45.3860409696897
12,2,9,2|9,2,70,59,218.295041948595,45.3860409696897
12,2,10,2|4,2,80,80,221.628197472905,45.3860409696897
8,2,1,16|6,1,80,2,191.80122795114,41.7602182507515
8,2,2,13|8,1,49,69,197.868467440602,41.7602182507515
8,2,3,12|5,1,59,12,200.609590664019,41.7602182507515
8,2,4,18|6,1,21,73,202.10661045784,41.7602182507515
8,2,5,20|12,1,65,47,203.40885403325,41.7602182507515
8,2,6,20|15,1,30,80,203.518120146209,41.7602182507515
8,2,7,6|2,2,59,71,206.40073076477,41.7602182507515
8,2,8,15|10,1,56,39,206.620385741428,41.7602182507515
8,2,9,10|17,2,72,55,212.530500673152,41.7602182507515
8,2,10,2|10,2,69,55,218.247871740865,41.7602182507515
17,2,1,13|8,1,80,35,213.763090228211,39.6107154488564
17,2,2,12|18,1,80,2,214.767317293241,39.6107154488564
17,2,3,9|2,1,80,53,218.631115747469,39.6107154488564
17,2,4,18|6,1,21,73,219.883048104787,39.6107154488564
17,2,5,16|6,1,48,80,221.175332213486,39.6107154488564
17,2,6,2|4,2,80,80,223.06192395005,39.6107154488564
17,2,7,11|15,1,56,66,225.557047787555,39.6107154488564
17,2,8,20|12,1,65,47,228.679874824251,39.6107154488564
17,2,9,12|5,1,59,12,237.277212147527,39.6107154488564
17,2,10,10|17,2,72,55,240.394595547117,39.6107154488564
15,2,1,17|15,1,30,80,192.755013643217,38.5328092535337
15,2,2,14|7,1,48,72,195.978619126041,38.5328092535337
15,2,3,16|11,1,80,2,196.903112379975,38.5328092535337
15,2,4,11|8,1,80,33,198.682842173737,38.5328092535337
15,2,5,18|6,1,21,73,207.048968148161,38.5328092535337
15,2,6,12|5,1,59,12,210.442372122928,38.5328092535337
15,2,7,20|12,1,65,47,216.917401181687,38.5328092535337
15,2,8,8|2,2,59,80,222.940760501647,38.5328092535337
15,2,9,10|17,2,72,55,226.402212101001,38.5328092535337
15,2,10,20|5,1,44,49,233.034994607208,38.5328092535337
7,2,1,18|2,1,73,80,197.529878331356,45.4168537338575
7,2,2,20|15,1,33,80,197.959009674549,45.4168537338575
7,2,3,13|7,1,50,75,198.044350644532,45.4168537338575
7,2,4,14|15,1,80,2,199.449598373218,45.4168537338575
7,2,5,11|7,1,80,33,203.516103050644,45.4168537338575
7,2,6,18|6,1,21,73,208.571924792063,45.4168537338575
7,2,7,12|5,1,59,12,213.088656720863,45.4168537338575
7,2,8,20|12,1,65,47,214.86209037608,45.4168537338575
7,2,9,2|9,1,77,2,220.783375272952,45.4168537338575
7,2,10,2|4,2,80,80,223.209341059781,45.4168537338575
14,2,1,20|15,1,29,80,194.014454723144,46.1710628509521
14,2,2,7|2,1,80,30,197.283068333559,46.1710628509521
14,2,3,11|11,1,80,24,199.188131768154,46.1710628509521
14,2,4,17|8,1,80,2,200.850212153119,46.1710628509521
14,2,5,18|6,1,21,73,207.590041584833,46.1710628509521
14,2,6,3|14,1,80,2,207.959787337387,46.1710628509521
14,2,7,13|7,1,49,72,210.496579070749,46.1710628509521
14,2,8,12|5,1,59,12,212.934364233681,46.1710628509521
14,2,9,20|12,1,65,47,219.443736327516,46.1710628509521
14,2,10,10|17,2,72,55,228.584754393405,46.1710628509521
3,2,1,17|5,1,47,80,197.018059161156,40.4806862990061
3,2,2,11|19,1,80,2,197.319848121614,40.4806862990061
3,2,3,18|6,1,21,73,198.151973151394,40.4806862990061
3,2,4,20|13,1,31,80,203.256342417936,40.4806862990061
3,2,5,15|6,1,80,22,206.169456325504,40.4806862990061
3,2,6,20|12,1,65,47,210.087243667179,40.4806862990061
3,2,7,12|5,1,59,12,214.491172155248,40.4806862990061
3,2,8,13|9,1,52,56,215.769704438423,40.4806862990061
3,2,9,2|4,2,80,80,219.802101462824,40.4806862990061
3,2,10,2|13,2,64,80,223.353998499093,40.4806862990061
20,2,1,14|7,1,49,78,181.413847557002,50.0189167499542
20,2,2,15|6,1,80,29,184.121055014491,50.0189167499542
20,2,3,14|17,1,80,2,188.487892566392,50.0189167499542
20,2,4,18|6,1,21,73,189.357350442863,50.0189167499542
20,2,5,18|15,1,28,80,191.776471604211,50.0189167499542
20,2,6,20|12,1,65,47,201.933167300863,50.0189167499542
20,2,7,6|2,2,59,80,202.924290421093,50.0189167499542
20,2,8,11|12,1,58,53,209.141196198594,50.0189167499542
20,2,9,12|5,1,59,12,210.232648610792,50.0189167499542
20,2,10,2|4,2,80,80,210.28404074118,50.0189167499542
19,2,1,20|2,1,72,80,191.673372377947,46.2338959852854
19,2,2,14|15,1,80,2,192.234222480313,46.2338959852854
19,2,3,14|7,1,49,72,194.6589716111,46.2338959852854
19,2,4,18|16,1,27,80,195.388476273911,46.2338959852854
19,2,5,18|6,1,21,73,199.039558512901,46.2338959852854
19,2,6,10|4,1,80,38,200.123174332933,46.2338959852854
19,2,7,12|11,1,72,31,201.358358504924,46.2338959852854
19,2,8,20|12,1,65,47,202.716908235784,46.2338959852854
19,2,9,12|5,1,59,12,209.546089462492,46.2338959852854
19,2,10,2|15,2,65,65,220.028194795346,46.2338959852854
4,2,1,20|15,1,29,80,213.687647016004,48.7335866491
4,2,2,15|7,1,80,27,216.257766708373,48.7335866491
4,2,3,6|5,1,80,34,219.736281770514,48.7335866491
4,2,4,18|6,1,21,73,221.966836252808,48.7335866491
4,2,5,20|12,1,65,47,224.688504480923,48.7335866491
4,2,6,13|7,1,50,74,225.739907376279,48.7335866491
4,2,7,12|5,1,59,12,229.740976680137,48.7335866491
4,2,8,2|5,2,79,80,230.904515502471,48.7335866491
4,2,9,20|5,1,45,55,238.273150030333,48.7335866491
4,2,10,2|20,2,60,80,238.357804438543,48.7335866491
1,2,1,14|8,1,48,74,195.216416309396,46.2642834186554
1,2,2,9|16,1,80,2,199.710631748345,46.2642834186554
1,2,3,20|15,1,29,80,199.920310970351,46.2642834186554
1,2,4,18|6,1,21,73,204.165073118586,46.2642834186554
1,2,5,11|8,1,80,36,204.290636230588,46.2642834186554
1,2,6,20|12,1,65,47,207.184430257962,46.2642834186554
1,2,7,10|17,1,63,52,210.308735775683,46.2642834186554
1,2,8,12|5,1,59,12,214.008112030492,46.2642834186554
1,2,9,10|17,2,72,55,223.322316499248,46.2642834186554
1,2,10,20|5,1,48,51,227.59758054892,46.2642834186554
13,2,1,20|15,1,32,80,194.821175024703,53.6883135358493
13,2,2,13|8,1,49,78,195.770145647011,53.6883135358493
13,2,3,16|6,1,80,25,197.537836872851,53.6883135358493
13,2,4,18|6,1,21,73,206.333657454524,53.6883135358493
13,2,5,20|12,1,65,47,213.21497904309,53.6883135358493
13,2,6,2|4,2,80,80,216.795343099153,53.6883135358493
13,2,7,12|5,1,59,12,221.027513478234,53.6883135358493
13,2,8,10|17,2,72,55,224.372853505418,53.6883135358493
13,2,9,13|13,1,54,56,226.005120264422,53.6883135358493
13,2,10,20|3,1,48,54,227.202586407637,53.6883135358493
5,2,1,20|16,1,27,80,191.144086944283,55.3654400030772
5,2,2,18|6,1,21,73,196.859597963748,55.3654400030772
5,2,3,14|17,1,80,2,198.022181958493,55.3654400030772
5,2,4,19|2,1,80,4,204.373562341791,55.3654400030772
5,2,5,12|8,1,80,30,212.863972835449,55.3654400030772
5,2,6,10|17,2,72,55,212.960923069003,55.3654400030772
5,2,7,20|12,1,65,47,212.962921746124,55.3654400030772
5,2,8,12|5,1,59,12,213.694341008956,55.3654400030772
5,2,9,2|11,2,70,58,214.592970368434,55.3654400030772
5,2,10,2|4,2,80,80,225.055929263026,55.3654400030772
16,2,1,12|2,1,80,53,202.137270204258,47.5116189996401
16,2,2,20|17,1,26,80,202.265419683125,47.5116189996401
16,2,3,15|6,1,49,78,206.072507343594,47.5116189996401
16,2,4,18|6,1,21,73,211.628791637026,47.5116189996401
16,2,5,9|14,1,80,2,212.52395819505,47.5116189996401
16,2,6,20|12,1,65,47,216.129470549841,47.5116189996401
16,2,7,18|8,1,43,56,221.476284221757,47.5116189996401
16,2,8,2|18,2,61,80,226.446130521294,47.5116189996401
16,2,9,10|16,1,59,62,226.797761017298,47.5116189996401
16,2,10,10|17,2,72,55,229.588638093291,47.5116189996401
18,2,1,19|16,1,31,80,211.497628034134,48.1643086512884
18,2,2,2|5,2,80,80,216.954313796126,48.1643086512884
18,2,3,18|6,1,21,73,223.582129153487,48.1643086512884
18,2,4,13|8,1,49,77,223.665133575583,48.1643086512884
18,2,5,14|6,1,80,30,227.717106292152,48.1643086512884
18,2,6,12|14,1,56,56,229.024096775286,48.1643086512884
18,2,7,20|12,1,65,47,233.474434574665,48.1643086512884
18,2,8,12|5,1,59,12,236.555001540749,48.1643086512884
18,2,9,5|2,2,60,80,240.586056595803,48.1643086512884
18,2,10,10|17,2,72,55,242.005557655803,48.1643086512884
9,2,1,12|6,1,80,31,191.670213886617,56.6952974359194
9,2,2,20|17,1,29,80,195.580932293414,56.6952974359194
9,2,3,16|6,1,49,80,201.355455094607,56.6952974359194
9,2,4,11|17,1,80,2,201.555550820533,56.6952974359194
9,2,5,18|6,1,21,73,203.046712620145,56.6952974359194
9,2,6,10|17,1,61,73,203.968555253786,56.6952974359194
9,2,7,20|12,1,65,47,207.965500851001,56.6952974359194
9,2,8,2|4,2,80,80,210.52633586474,56.6952974359194
9,2,9,12|5,1,59,12,212.820183473589,56.6952974359194
9,2,10,2|8,2,71,58,221.919041978706,56.6952974359194
6,3,1,17|6,1,47,80,195.575396073326,45.5056022842725
6,3,2,17|2,1,80,34,198.193479561742,45.5056022842725
6,3,3,18|6,1,21,73,199.287441808251,45.5056022842725
6,3,4,20|2,1,39,62,203.133828225652,45.5056022842725
6,3,5,20|5,1,61,32,208.334870334272,45.5056022842725
6,3,6,20|12,1,65,47,208.536156931548,45.5056022842725
6,3,7,20|13,1,31,80,208.808639530384,45.5056022842725
6,3,8,12|9,1,53,56,224.84539650298,45.5056022842725
6,3,9,12|5,1,59,12,225.120890348075,45.5056022842725
6,3,10,8|2,2,62,75,227.042672557614,45.5056022842725
11,2,1,20|16,1,28,80,210.117985793528,64.2685033480326
11,2,2,18|6,1,21,73,211.447672115401,64.2685033480326
11,2,3,20|12,1,65,47,215.118109167879,64.2685033480326
11,2,4,19|15,1,74,2,215.144288786633,64.2685033480326
11,2,5,13|9,1,80,28,216.186385543168,64.2685033480326
11,2,6,13|8,1,50,74,218.863871850737,64.2685033480326
11,2,7,12|5,1,59,12,220.388594839062,64.2685033480326
11,2,8,2|5,2,80,80,221.613930721663,64.2685033480326
11,2,9,2|20,2,65,80,225.854099126809,64.2685033480326
11,2,10,10|17,2,72,55,229.036973459192,64.2685033480326
10,3,1,14|7,1,50,73,202.059755136076,44.9126297314962
10,3,2,16|12,1,80,2,203.177955950377,44.9126297314962
10,3,3,18|6,1,21,73,208.672929542583,44.9126297314962
10,3,4,20|12,1,65,47,213.683687579313,44.9126297314962
10,3,5,20|14,1,31,80,213.936010210719,44.9126297314962
10,3,6,16|6,1,80,26,219.942121421296,44.9126297314962
10,3,7,12|5,1,59,12,223.28541750592,44.9126297314962
10,3,8,8|12,1,66,47,227.982992074689,44.9126297314962
10,3,9,2|11,2,62,80,229.167222499587,44.9126297314962
10,3,10,20|6,1,44,53,231.606573927389,44.9126297314962
15,3,1,20|15,1,30,80,198.070161625176,37.9962621013323
15,3,2,13|8,1,48,71,198.163306449858,37.9962621013323
15,3,3,18|6,1,21,73,201.419613189484,37.9962621013323
15,3,4,10|2,1,80,44,202.617565728298,37.9962621013323
15,3,5,11|10,1,69,36,206.359710496234,37.9962621013323
15,3,6,20|12,1,65,47,209.440393163949,37.9962621013323
15,3,7,12|5,1,59,12,211.854008126483,37.9962621013323
15,3,8,8|17,1,80,2,223.999193483136,37.9962621013323
15,3,9,20|5,1,45,50,224.37977257182,37.9962621013323
15,3,10,2|17,2,61,80,228.21769960238,37.9962621013323
19,3,1,20|14,1,32,80,204.497857547067,38.4557000994682
19,3,2,20|13,1,80,2,207.210200900621,38.4557000994682
19,3,3,20|12,1,65,47,209.033331062445,38.4557000994682
19,3,4,12|10,1,80,28,209.668538576925,38.4557000994682
19,3,5,18|6,1,21,73,209.716124024736,38.4557000994682
19,3,6,14|7,1,49,72,214.717323401391,38.4557000994682
19,3,7,2|4,2,79,80,219.587808130581,38.4557000994682
19,3,8,12|5,1,59,12,219.650014637334,38.4557000994682
19,3,9,2|8,2,71,57,224.246993315312,38.4557000994682
19,3,10,4|4,2,58,80,227.199153316474,38.4557000994682
17,3,1,14|7,1,49,74,200.033373738421,49.3990338166555
17,3,2,18|6,1,21,73,200.570799198866,49.3990338166555
17,3,3,19|15,1,29,80,201.657457037498,49.3990338166555
17,3,4,20|12,1,65,47,209.747145722331,49.3990338166555
17,3,5,16|13,1,80,2,210.595412269812,49.3990338166555
17,3,6,15|4,1,80,32,212.877718017704,49.3990338166555
17,3,7,12|5,1,59,12,215.680573834884,49.3990338166555
17,3,8,11|14,1,60,56,219.463932037913,49.3990338166555
17,3,9,2|4,2,78,79,221.479226187416,49.3990338166555
