repetition,cviter,trial,num.layers,units1,units2,units3,mse.test.mean,time.in.mins
11,1,5,1,35,62,39,100.633416058557,97.7228815833728
11,1,6,1,64,42,64,100.635953667993,97.7228815833728
11,1,7,1,64,17,64,100.654210400401,97.7228815833728
11,1,8,1,64,42,8,100.838926774729,97.7228815833728
11,1,9,1,19,58,10,100.994028051838,97.7228815833728
11,1,10,1,47,56,55,101.405080748802,97.7228815833728
13,1,1,1,8,64,64,99.7505539713396,97.314885365963
13,1,2,1,56,64,11,99.7909410012005,97.314885365963
13,1,3,1,64,48,8,99.8641458513889,97.314885365963
13,1,4,1,8,47,64,100.169692450285,97.314885365963
13,1,5,1,35,62,38,100.255242462385,97.314885365963
13,1,6,1,57,10,34,100.277488240547,97.314885365963
13,1,7,1,19,58,10,100.313128905503,97.314885365963
13,1,8,1,33,58,37,100.401313518947,97.314885365963
13,1,9,1,47,64,35,100.419025576224,97.314885365963
13,1,10,1,47,56,55,100.719481034173,97.314885365963
18,1,1,1,56,64,11,99.4932679931637,97.2447784980138
18,1,2,1,33,8,64,100.271075131383,97.2447784980138
18,1,3,1,8,24,64,100.318620357687,97.2447784980138
18,1,4,1,19,58,10,100.434666021289,97.2447784980138
18,1,5,1,64,58,8,100.529849523968,97.2447784980138
18,1,6,1,43,64,32,100.622690259402,97.2447784980138
18,1,7,1,21,64,64,100.777060922248,97.2447784980138
18,1,8,1,64,14,60,100.836250590297,97.2447784980138
18,1,9,1,38,25,51,100.938234433445,97.2447784980138
18,1,10,1,32,49,8,101.005572197603,97.2447784980138
12,1,1,1,26,64,35,101.068937475095,100.812543916702
12,1,2,1,54,61,64,101.314949731971,100.812543916702
12,1,3,1,56,64,11,101.337196967533,100.812543916702
12,1,4,1,20,48,64,101.372121440148,100.812543916702
12,1,5,1,57,57,31,101.417220905138,100.812543916702
12,1,6,1,47,56,55,101.442573900558,100.812543916702
12,1,7,1,19,58,10,101.615577624529,100.812543916702
12,1,8,1,53,8,18,101.684379679473,100.812543916702
12,1,9,1,33,47,27,102.60597942694,100.812543916702
12,1,10,1,16,10,38,103.062272348726,100.812543916702
8,1,1,1,64,43,64,100.092141165554,103.976402219137
8,1,2,1,64,56,38,100.371964185962,103.976402219137
8,1,3,1,56,64,11,100.40616249534,103.976402219137
8,1,4,1,8,64,42,100.46214501265,103.976402219137
8,1,5,1,63,48,8,100.49268686322,103.976402219137
8,1,6,1,42,59,24,100.49860969544,103.976402219137
8,1,7,1,8,64,64,100.648879154453,103.976402219137
8,1,8,1,19,58,10,100.859154023101,103.976402219137
8,1,9,1,47,56,55,101.136404715537,103.976402219137
8,1,10,1,8,47,51,101.373798250546,103.976402219137
10,1,1,1,56,64,11,100.40060620451,105.475607132912
10,1,2,1,64,49,40,100.672000207193,105.475607132912
10,1,3,1,22,64,64,100.940060970486,105.475607132912
10,1,4,1,8,64,44,100.966959552739,105.475607132912
10,1,5,1,43,63,26,101.093803121297,105.475607132912
10,1,6,1,19,58,10,101.141587969205,105.475607132912
10,1,7,1,47,56,55,101.209828005139,105.475607132912
10,1,8,1,8,35,64,101.252991094089,105.475607132912
10,1,9,1,64,21,55,101.371602563605,105.475607132912
10,1,10,1,54,8,36,101.399526602382,105.475607132912
9,1,1,1,8,19,64,100.208042612442,108.554709569613
9,1,2,1,8,29,64,100.213172046618,108.554709569613
9,1,3,1,64,8,47,100.246272728557,108.554709569613
9,1,4,1,64,15,64,100.501969873844,108.554709569613
9,1,5,1,47,56,55,100.640117732748,108.554709569613
9,1,6,1,8,64,64,100.649739808074,108.554709569613
9,1,7,1,19,58,10,100.763663894777,108.554709569613
9,1,8,1,56,64,11,100.774083459278,108.554709569613
9,1,9,1,64,51,8,100.92798607979,108.554709569613
9,1,10,1,64,42,64,101.063146693965,108.554709569613
3,2,1,1,64,28,32,100.058497292776,87.8352675835292
3,2,2,1,31,64,28,100.279905420858,87.8352675835292
3,2,3,1,64,16,8,100.369133582306,87.8352675835292
3,2,4,1,56,64,11,100.414634273217,87.8352675835292
3,2,5,1,64,44,8,100.468652431252,87.8352675835292
3,2,6,1,32,8,64,100.531124405069,87.8352675835292
3,2,7,1,8,64,50,100.533024856029,87.8352675835292
3,2,8,1,64,13,36,100.831946674797,87.8352675835292
3,2,9,1,64,17,64,100.853117410316,87.8352675835292
3,2,10,1,19,58,10,100.871849185893,87.8352675835292
7,2,1,1,8,47,64,100.182023458674,90.1680992166201
7,2,2,1,56,64,11,100.253197204678,90.1680992166201
7,2,3,1,64,48,8,100.291852778971,90.1680992166201
7,2,4,1,64,8,52,100.513426021718,90.1680992166201
7,2,5,1,64,44,64,100.538741379485,90.1680992166201
7,2,6,1,64,16,64,100.645783649954,90.1680992166201
7,2,7,1,64,14,8,100.858870948437,90.1680992166201
7,2,8,1,64,61,36,101.05569962714,90.1680992166201
7,2,9,1,17,64,59,101.171968270974,90.1680992166201
7,2,10,1,19,58,10,101.43770072005,90.1680992166201
1,2,1,1,64,42,64,100.624574579733,94.4140958825747
1,2,2,1,64,10,64,100.722429612907,94.4140958825747
1,2,3,1,64,61,46,100.919524954689,94.4140958825747
1,2,4,1,56,64,11,100.932109415611,94.4140958825747
1,2,5,1,64,17,64,101.008192166016,94.4140958825747
1,2,6,1,64,48,8,101.08463940624,94.4140958825747
1,2,7,1,14,63,64,101.103429250732,94.4140958825747
1,2,8,1,19,58,10,101.364397313933,94.4140958825747
1,2,9,1,47,56,55,101.367255862616,94.4140958825747
1,2,10,1,64,39,56,101.387932498678,94.4140958825747
2,2,1,1,64,50,8,99.7839951091729,93.2509683807691
2,2,2,1,64,61,42,99.9765328039179,93.2509683807691
2,2,3,1,64,45,64,100.133501710384,93.2509683807691
2,2,4,1,56,64,11,100.191821966692,93.2509683807691
2,2,5,1,64,8,8,100.215260500094,93.2509683807691
2,2,6,1,64,16,64,100.22385295047,93.2509683807691
2,2,7,1,64,17,8,100.264568853019,93.2509683807691
2,2,8,1,23,64,62,100.355362190274,93.2509683807691
2,2,9,1,40,62,35,100.391360074914,93.2509683807691
2,2,10,1,47,56,55,100.451884955358,93.2509683807691
17,2,1,1,56,64,11,100.305713936082,91.1737929344177
17,2,2,1,10,64,51,100.469259131105,91.1737929344177
17,2,3,1,64,63,37,100.46933118396,91.1737929344177
17,2,4,1,36,61,32,100.47278363011,91.1737929344177
17,2,5,1,8,64,17,100.53185314063,91.1737929344177
17,2,6,1,19,58,10,100.547407578263,91.1737929344177
17,2,7,1,64,16,64,100.56160149577,91.1737929344177
17,2,8,1,64,49,8,100.627073258943,91.1737929344177
17,2,9,1,64,8,64,100.674049756534,91.1737929344177
17,2,10,1,64,12,8,100.78243739668,91.1737929344177
15,2,1,1,64,44,64,100.189431467241,91.448020919164
15,2,2,1,8,48,64,100.301126078601,91.448020919164
15,2,3,1,64,16,8,100.487559036517,91.448020919164
15,2,4,1,64,17,64,100.487624445511,91.448020919164
15,2,5,1,64,14,38,100.508627989509,91.448020919164
15,2,6,1,9,64,61,100.51204655905,91.448020919164
15,2,7,1,64,8,31,100.561712970744,91.448020919164
15,2,8,1,35,62,40,100.69688708335,91.448020919164
15,2,9,1,56,64,11,100.733032846465,91.448020919164
15,2,10,1,64,48,8,100.969080153094,91.448020919164
18,2,1,1,64,8,54,99.8751279760002,89.0517009178797
18,2,2,1,64,50,40,99.8896831118106,89.0517009178797
18,2,3,1,64,44,64,100.221413958561,89.0517009178797
18,2,4,1,64,17,64,100.262061598226,89.0517009178797
18,2,5,1,64,13,8,100.27218220025,89.0517009178797
18,2,6,1,64,52,8,100.418515522659,89.0517009178797
18,2,7,1,19,58,10,100.54393888832,89.0517009178797
18,2,8,1,52,45,19,100.681521903478,89.0517009178797
18,2,9,1,47,56,55,100.879026304206,89.0517009178797
18,2,10,1,9,48,33,100.922519243093,89.0517009178797
4,2,1,1,64,36,40,99.9389976485426,98.6980159521103
4,2,2,1,19,64,64,100.214840110044,98.6980159521103
4,2,3,1,64,43,64,100.243715936052,98.6980159521103
4,2,4,1,64,17,64,100.274907050445,98.6980159521103
4,2,5,1,43,61,64,100.354345650681,98.6980159521103
4,2,6,1,27,64,35,100.396243968756,98.6980159521103
4,2,7,1,47,56,55,100.716991695356,98.6980159521103
4,2,8,1,8,49,64,100.722324790791,98.6980159521103
4,2,9,1,19,58,10,100.924479877277,98.6980159521103
4,2,10,1,56,64,11,101.170204653456,98.6980159521103
11,2,1,1,8,49,64,99.8979905056735,90.5221748153369
11,2,2,1,64,46,64,100.301549345268,90.5221748153369
11,2,3,1,47,56,55,100.366753169513,90.5221748153369
11,2,4,1,43,64,44,100.392186053542,90.5221748153369
11,2,5,1,8,64,64,100.392944320106,90.5221748153369
11,2,6,1,54,50,21,100.41182025179,90.5221748153369
11,2,7,1,64,15,64,100.424210079124,90.5221748153369
11,2,8,1,56,64,11,100.523918852105,90.5221748153369
11,2,9,1,64,60,37,100.59568982986,90.5221748153369
11,2,10,1,34,48,48,101.091890614895,90.5221748153369
5,2,1,1,56,64,11,100.387989505619,100.20395501852
5,2,2,1,42,64,35,100.504261673577,100.20395501852
5,2,3,1,17,17,64,100.562240937296,100.20395501852
5,2,4,1,64,49,41,100.624838066219,100.20395501852
5,2,5,1,64,22,50,100.811169300998,100.20395501852
5,2,6,1,64,15,31,100.828153652495,100.20395501852
5,2,7,1,19,58,10,101.158353126642,100.20395501852
5,2,8,1,47,56,55,101.176643710662,100.20395501852
5,2,9,1,46,47,43,101.663561573031,100.20395501852
5,2,10,1,8,51,26,101.908547608057,100.20395501852
13,2,1,1,64,64,64,99.5947733004134,94.1537202835083
13,2,2,1,64,15,21,99.7467631272374,94.1537202835083
13,2,3,1,64,60,38,99.7946544192316,94.1537202835083
13,2,4,1,9,64,47,99.8430521229882,94.1537202835083
13,2,5,1,9,64,8,99.8523343420965,94.1537202835083
13,2,6,1,34,64,33,100.021836998895,94.1537202835083
13,2,7,1,64,15,64,100.058723850487,94.1537202835083
13,2,8,1,56,64,11,100.071620116159,94.1537202835083
13,2,9,1,64,8,8,100.178680574104,94.1537202835083
13,2,10,1,21,62,64,100.203704826502,94.1537202835083
19,2,1,1,19,58,10,100.691367189499,97.0552586515744
19,2,2,1,8,64,8,100.71365706352,97.0552586515744
19,2,3,1,8,64,50,100.807641051727,97.0552586515744
19,2,4,1,64,16,8,100.822376239801,97.0552586515744
19,2,5,1,64,14,64,101.039693382139,97.0552586515744
19,2,6,1,64,50,8,101.042004537212,97.0552586515744
19,2,7,1,64,13,36,101.08928893102,97.0552586515744
19,2,8,1,28,61,32,101.148295539408,97.0552586515744
19,2,9,1,56,64,11,101.283999419405,97.0552586515744
19,2,10,1,64,8,8,101.382071101854,97.0552586515744
20,2,1,1,56,64,11,100.238495151595,97.2725891510646
20,2,2,1,37,62,19,100.536251015071,97.2725891510646
20,2,3,1,64,16,8,100.599197825046,97.2725891510646
20,2,4,1,64,17,64,100.654378206424,97.2725891510646
20,2,5,1,64,61,34,100.663895704141,97.2725891510646
20,2,6,1,19,58,10,100.738778732517,97.2725891510646
20,2,7,1,64,8,32,101.039296251499,97.2725891510646
20,2,8,1,14,64,54,101.095790467652,97.2725891510646
20,2,9,1,64,42,64,101.180649557717,97.2725891510646
20,2,10,1,47,56,55,101.182615841507,97.2725891510646
16,2,1,1,32,64,34,100.086786917673,97.5356475671132
16,2,2,1,64,9,64,100.237184685783,97.5356475671132
16,2,3,1,32,8,64,100.509504525054,97.5356475671132
16,2,4,1,64,64,43,100.554258943708,97.5356475671132
16,2,5,1,64,52,38,100.636598319738,97.5356475671132
16,2,6,1,64,16,64,100.871845577005,97.5356475671132
16,2,7,1,56,64,11,100.902310655457,97.5356475671132
16,2,8,1,19,58,10,101.040617751284,97.5356475671132
16,2,9,1,55,8,49,101.186424487562,97.5356475671132
16,2,10,1,23,64,64,101.236648489245,97.5356475671132
6,2,1,1,64,49,64,99.855791191225,105.386024733384
6,2,2,1,64,43,64,99.9681749286773,105.386024733384
6,2,3,1,64,48,8,100.031388385581,105.386024733384
6,2,4,1,56,64,11,100.185263266042,105.386024733384
6,2,5,1,64,61,51,100.263477631561,105.386024733384
6,2,6,1,14,64,64,100.306198208452,105.386024733384
6,2,7,1,47,56,55,100.503170999984,105.386024733384
6,2,8,1,24,64,37,100.642741163846,105.386024733384
6,2,9,1,19,58,10,100.753887966903,105.386024733384
6,2,10,1,8,47,51,100.990312867081,105.386024733384
12,2,1,1,56,64,11,100.439578504152,95.1035994847616
12,2,2,1,64,53,8,100.484240857012,95.1035994847616
12,2,3,1,64,64,64,100.586526703912,95.1035994847616
12,2,4,1,64,44,64,100.625761499322,95.1035994847616
12,2,5,1,8,64,64,100.686527869793,95.1035994847616
12,2,6,1,8,50,64,100.761167994717,95.1035994847616
12,2,7,1,64,59,26,100.882277217836,95.1035994847616
12,2,8,1,47,56,55,100.933250454375,95.1035994847616
12,2,9,1,64,14,64,101.001414568711,95.1035994847616
12,2,10,1,19,58,10,101.118796069932,95.1035994847616
14,2,1,1,33,64,36,99.8945113448908,99.1065599004428
14,2,2,1,12,64,64,100.019093864791,99.1065599004428
14,2,3,1,64,48,40,100.42613364614,99.1065599004428
14,2,4,1,56,64,11,100.542414742165,99.1065599004428
14,2,5,1,53,17,64,100.610675586957,99.1065599004428
14,2,6,1,24,64,64,100.679548300436,99.1065599004428
14,2,7,1,60,8,10,100.825879273234,99.1065599004428
14,2,8,1,48,56,19,100.826312820228,99.1065599004428
14,2,9,1,19,58,10,101.040365530602,99.1065599004428
14,2,10,1,8,51,31,101.344685368515,99.1065599004428
8,2,1,1,64,15,8,99.9702099680026,94.5748230814934
8,2,2,1,64,16,64,100.065728080885,94.5748230814934
8,2,3,1,64,49,8,100.106847502627,94.5748230814934
8,2,4,1,64,64,62,100.238683751389,94.5748230814934
8,2,5,1,56,64,11,100.270574846795,94.5748230814934
8,2,6,1,64,58,8,100.50842699598,94.5748230814934
8,2,7,1,8,64,49,100.655815572132,94.5748230814934
8,2,8,1,64,17,35,100.719752874733,94.5748230814934
8,2,9,1,19,58,10,101.072960435617,94.5748230814934
8,2,10,1,39,63,37,101.07963934016,94.5748230814934
10,2,1,1,64,8,8,100.118976502605,95.3319684664408
10,2,2,1,64,64,64,100.129843460554,95.3319684664408
10,2,3,1,64,49,8,100.143431450261,95.3319684664408
10,2,4,1,56,64,11,100.170593858984,95.3319684664408
10,2,5,1,14,64,64,100.224771703318,95.3319684664408
10,2,6,1,64,15,64,100.30359134891,95.3319684664408
10,2,7,1,8,47,64,100.602677575078,95.3319684664408
10,2,8,1,64,44,64,100.703015605926,95.3319684664408
10,2,9,1,47,56,55,100.821549644616,95.3319684664408
10,2,10,1,64,15,8,100.970474937949,95.3319684664408
9,2,1,1,8,64,19,100.76731905353,106.528396383921
9,2,2,1,64,24,64,100.786023962903,106.528396383921
9,2,3,1,64,16,64,100.826745729229,106.528396383921
9,2,4,1,8,57,64,100.889014807595,106.528396383921
9,2,5,1,14,64,55,100.907012353942,106.528396383921
9,2,6,1,37,61,39,101.108454541687,106.528396383921
9,2,7,1,8,49,64,101.136311544726,106.528396383921
9,2,8,1,56,64,11,101.17319963356,106.528396383921
9,2,9,1,8,20,64,101.1864220878,106.528396383921
9,2,10,1,37,17,64,101.203124689511,106.528396383921
7,3,1,1,8,48,64,99.6604149492274,90.1610443154971
7,3,2,1,64,8,49,99.7413605087726,90.1610443154971
7,3,3,1,8,59,64,99.8172985842333,90.1610443154971
7,3,4,1,64,17,64,99.8188502912457,90.1610443154971
7,3,5,1,56,64,11,99.9408397959076,90.1610443154971
7,3,6,1,64,64,64,99.9463032481604,90.1610443154971
7,3,7,1,19,64,58,100.071737913011,90.1610443154971
7,3,8,1,64,45,64,100.189396544088,90.1610443154971
7,3,9,1,64,8,8,100.31024338696,90.1610443154971
7,3,10,1,44,61,34,100.353328233873,90.1610443154971
1,3,1,1,19,58,10,100.72648164273,89.6916077335676
1,3,2,1,56,64,11,100.751914408463,89.6916077335676
1,3,3,1,8,64,41,100.813109083094,89.6916077335676
1,3,4,1,8,24,64,100.840449529522,89.6916077335676
1,3,5,1,46,57,10,100.855242696441,89.6916077335676
1,3,6,1,52,64,30,100.883758792854,89.6916077335676
1,3,7,1,64,57,36,101.085346643331,89.6916077335676
1,3,8,1,27,64,21,101.162747515505,89.6916077335676
1,3,9,1,23,54,37,101.194886065125,89.6916077335676
1,3,10,1,64,18,53,101.195481597006,89.6916077335676
3,3,1,1,22,63,64,100.853704998029,98.0433443148931
3,3,2,1,64,16,8,100.853883431621,98.0433443148931
3,3,3,1,64,47,9,101.149437231399,98.0433443148931
3,3,4,1,64,49,64,101.157258236005,98.0433443148931
3,3,5,1,56,64,11,101.160040619865,98.0433443148931
3,3,6,1,64,17,64,101.18301248788,98.0433443148931
3,3,7,1,8,64,31,101.287095769989,98.0433443148931
3,3,8,1,64,43,64,101.335399099212,98.0433443148931
3,3,9,1,64,61,49,101.336147478287,98.0433443148931
3,3,10,1,8,47,64,101.631916677239,98.0433443148931
2,3,1,1,56,64,11,100.891989759323,93.201648402214
2,3,2,1,64,60,30,101.12600852298,93.201648402214
2,3,3,1,64,8,33,101.16831287642,93.201648402214
2,3,4,1,19,58,10,101.221550367175,93.201648402214
2,3,5,1,64,15,8,101.266717708111,93.201648402214
2,3,6,1,64,43,64,101.322460358678,93.201648402214
2,3,7,1,64,17,64,101.461293126292,93.201648402214
2,3,8,1,64,49,8,101.488356240745,93.201648402214
2,3,9,1,31,63,24,101.52437602724,93.201648402214
2,3,10,1,8,64,53,101.635894350298,93.201648402214
17,3,1,1,36,61,32,100.826634438773,92.4739482323329
17,3,2,1,19,58,10,100.85044090672,92.4739482323329
17,3,3,1,64,47,39,100.908093041893,92.4739482323329
17,3,4,1,56,64,11,100.911332445539,92.4739482323329
17,3,5,1,64,50,8,100.912369965214,92.4739482323329
17,3,6,1,64,44,64,100.954237442153,92.4739482323329
17,3,7,1,9,64,8,101.05511167176,92.4739482323329
17,3,8,1,10,64,50,101.09997142738,92.4739482323329
17,3,9,1,64,56,9,101.118468267711,92.4739482323329
17,3,10,1,64,63,64,101.308876397772,92.4739482323329
18,3,1,1,64,49,8,98.735121737306,90.3500241835912
18,3,2,1,56,64,11,98.9040211577308,90.3500241835912
18,3,3,1,64,64,64,99.067953470949,90.3500241835912
18,3,4,1,64,18,64,99.167376436695,90.3500241835912
18,3,5,1,15,64,61,99.1901382447749,90.3500241835912
18,3,6,1,8,48,64,99.2409557475467,90.3500241835912
18,3,7,1,64,44,64,99.2731824542441,90.3500241835912
18,3,8,1,64,16,8,99.5426737899863,90.3500241835912
18,3,9,1,19,58,10,99.6156570405289,90.3500241835912
18,3,10,1,41,62,38,99.6687397204514,90.3500241835912
11,3,1,1,64,8,45,99.3212917153023,91.9864632368088
11,3,2,1,64,8,64,99.3950754101207,91.9864632368088
11,3,3,1,64,14,8,99.4779517775728,91.9864632368088
11,3,4,1,64,17,64,99.5080122748663,91.9864632368088
11,3,5,1,64,8,8,99.656994845511,91.9864632368088
11,3,6,1,64,50,8,99.6826348681767,91.9864632368088
11,3,7,1,19,58,10,99.771776775989,91.9864632368088
11,3,8,1,56,64,11,99.8772951493533,91.9864632368088
11,3,9,1,37,61,36,99.8819797489779,91.9864632368088
11,3,10,1,10,64,53,99.9108342424302,91.9864632368088
15,3,1,1,64,44,64,99.7097080660085,96.2924059987068
15,3,2,1,56,64,11,99.8099314290698,96.2924059987068
15,3,3,1,9,47,64,99.8402109545047,96.2924059987068
15,3,4,1,23,8,59,99.8700590750669,96.2924059987068
15,3,5,1,23,64,64,99.90653263991,96.2924059987068
15,3,6,1,64,8,64,100.089684016749,96.2924059987068
15,3,7,1,64,61,47,100.204461241986,96.2924059987068
15,3,8,1,47,56,55,100.219956698366,96.2924059987068
15,3,9,1,64,49,8,100.327258118784,96.2924059987068
15,3,10,1,19,58,10,100.679688275875,96.2924059987068
