repetition,cviter,trial,num.layers,units1,units2,units3,mse.test.mean,time.in.mins
4,3,1,1,63,64,27,99.9088470430749,96.5477460344632
4,3,2,1,64,64,21,100.16909825539,96.5477460344632
4,3,3,1,64,8,8,100.427073513084,96.5477460344632
4,3,4,1,56,64,11,100.429558421271,96.5477460344632
4,3,5,1,64,15,8,100.478524756904,96.5477460344632
4,3,6,1,64,8,33,100.564781650685,96.5477460344632
4,3,7,1,46,64,30,100.640894511072,96.5477460344632
4,3,8,1,64,60,40,100.71661151518,96.5477460344632
4,3,9,1,64,19,64,100.903327237762,96.5477460344632
4,3,10,1,19,58,10,100.926249065237,96.5477460344632
20,3,1,1,8,64,40,100.182689169331,91.5075244824092
20,3,2,1,24,64,62,100.187683612992,91.5075244824092
20,3,3,1,39,62,38,100.267089758526,91.5075244824092
20,3,4,1,64,48,8,100.572235189394,91.5075244824092
20,3,5,1,56,64,11,100.617059756079,91.5075244824092
20,3,6,1,64,62,64,100.653973985778,91.5075244824092
20,3,7,1,64,8,37,100.762099846527,91.5075244824092
20,3,8,1,47,56,55,100.794131714634,91.5075244824092
20,3,9,1,64,15,8,100.868708681385,91.5075244824092
20,3,10,1,64,45,64,100.880989913296,91.5075244824092
19,3,1,1,64,53,29,99.9718118547812,94.179469648997
19,3,2,1,64,14,8,100.136717296132,94.179469648997
19,3,3,1,64,49,8,100.243674940055,94.179469648997
19,3,4,1,64,17,64,100.445969194434,94.179469648997
19,3,5,1,64,8,36,100.446321650119,94.179469648997
19,3,6,1,8,50,64,100.462556298354,94.179469648997
19,3,7,1,64,17,33,100.674647163118,94.179469648997
19,3,8,1,47,56,55,100.730289733906,94.179469648997
19,3,9,1,14,64,60,100.785014511758,94.179469648997
19,3,10,1,56,64,11,100.858698134407,94.179469648997
5,3,1,1,56,64,11,100.492431635311,97.1186406493187
5,3,2,1,57,8,64,100.85423994849,97.1186406493187
5,3,3,1,47,56,55,101.353049382947,97.1186406493187
5,3,4,1,57,16,64,101.380934393928,97.1186406493187
5,3,5,1,19,58,10,101.428164784916,97.1186406493187
5,3,6,1,24,64,64,101.730356416875,97.1186406493187
5,3,7,1,51,8,8,101.841460736192,97.1186406493187
5,3,8,1,64,54,34,102.066907917296,97.1186406493187
5,3,9,1,37,48,26,102.171846045849,97.1186406493187
5,3,10,1,16,10,38,103.393931784184,97.1186406493187
6,3,1,1,36,61,31,99.6838853835389,92.8434087673823
6,3,2,1,64,14,8,99.6864343366177,92.8434087673823
6,3,3,1,64,17,30,99.8397227181482,92.8434087673823
6,3,4,1,64,49,8,100.069654327934,92.8434087673823
6,3,5,1,19,58,10,100.069720903081,92.8434087673823
6,3,6,1,64,58,23,100.077161759593,92.8434087673823
6,3,7,1,56,64,11,100.120867101106,92.8434087673823
6,3,8,1,64,8,25,100.157480171557,92.8434087673823
6,3,9,1,64,15,64,100.435425724133,92.8434087673823
6,3,10,1,47,56,55,100.58246058497,92.8434087673823
13,3,1,1,34,64,41,99.5544644396436,97.2545695026716
13,3,2,1,8,64,64,99.576537961631,97.2545695026716
13,3,3,1,64,64,64,99.6896001112813,97.2545695026716
13,3,4,1,64,41,64,99.794116636929,97.2545695026716
13,3,5,1,64,17,64,99.9476729854795,97.2545695026716
13,3,6,1,56,64,11,100.084743906588,97.2545695026716
13,3,7,1,64,29,64,100.113284737309,97.2545695026716
13,3,8,1,47,56,55,100.146812161148,97.2545695026716
13,3,9,1,8,47,64,100.151086746437,97.2545695026716
13,3,10,1,8,22,64,100.205254402297,97.2545695026716
12,3,1,1,64,15,64,100.381924848038,92.8828945477804
12,3,2,1,64,8,64,100.50815136636,92.8828945477804
12,3,3,1,56,64,11,100.64887584774,92.8828945477804
12,3,4,1,64,64,64,100.672322628429,92.8828945477804
12,3,5,1,64,12,41,100.682332728673,92.8828945477804
12,3,6,1,19,58,10,100.738267652743,92.8828945477804
12,3,7,1,8,50,64,100.774995807102,92.8828945477804
12,3,8,1,8,64,8,100.806304429579,92.8828945477804
12,3,9,1,8,64,49,100.817808583623,92.8828945477804
12,3,10,1,64,51,8,101.033323957267,92.8828945477804
14,3,1,1,19,58,10,101.319418664294,94.1810171326001
14,3,2,1,64,16,8,101.518690421445,94.1810171326001
14,3,3,1,25,64,8,101.520387795464,94.1810171326001
14,3,4,1,64,8,28,101.535172803397,94.1810171326001
14,3,5,1,64,51,8,101.576925402493,94.1810171326001
14,3,6,1,56,64,11,101.694390583352,94.1810171326001
14,3,7,1,64,45,43,102.052820679669,94.1810171326001
14,3,8,1,64,17,64,102.068255138568,94.1810171326001
14,3,9,1,64,58,8,102.145993453083,94.1810171326001
14,3,10,1,8,64,44,102.449893710365,94.1810171326001
10,3,1,1,8,49,64,99.5350725929416,91.4512557506561
10,3,2,1,8,55,64,99.5361279440408,91.4512557506561
10,3,3,1,8,63,59,99.7435441985083,91.4512557506561
10,3,4,1,20,43,64,99.886883031359,91.4512557506561
10,3,5,1,8,64,33,99.8963798311858,91.4512557506561
10,3,6,1,64,17,64,100.040730366062,91.4512557506561
10,3,7,1,64,43,64,100.212593352363,91.4512557506561
10,3,8,1,64,27,64,100.223516358013,91.4512557506561
10,3,9,1,8,21,64,100.284836586299,91.4512557506561
10,3,10,1,19,58,10,100.591515088943,91.4512557506561
16,3,1,1,36,64,35,100.645224462115,98.4643524328868
16,3,2,1,47,17,64,100.770505456532,98.4643524328868
16,3,3,1,23,64,64,100.990996155719,98.4643524328868
16,3,4,1,64,14,8,101.019190599977,98.4643524328868
16,3,5,1,64,64,40,101.203736606367,98.4643524328868
16,3,6,1,19,58,10,101.262740415395,98.4643524328868
16,3,7,1,56,64,11,101.292124659133,98.4643524328868
16,3,8,1,53,8,23,101.353446544142,98.4643524328868
16,3,9,1,8,64,58,101.398987911097,98.4643524328868
16,3,10,1,47,56,55,101.476288869899,98.4643524328868
8,3,1,1,64,49,8,99.2429115954353,102.745973734061
8,3,2,1,22,63,64,99.3617073397388,102.745973734061
8,3,3,1,64,61,47,99.4048788111702,102.745973734061
8,3,4,1,56,64,11,99.5067227392444,102.745973734061
8,3,5,1,35,62,34,99.542686707089,102.745973734061
8,3,6,1,64,17,64,99.6712956230267,102.745973734061
8,3,7,1,64,45,64,99.6936351363183,102.745973734061
8,3,8,1,8,48,63,99.6953667570358,102.745973734061
8,3,9,1,64,8,8,99.8110318861628,102.745973734061
8,3,10,1,47,56,55,99.8825018417525,102.745973734061
9,3,1,1,64,8,8,100.326668301811,114.288603432973
9,3,2,1,28,64,34,100.403069867534,114.288603432973
9,3,3,1,64,48,8,100.413016220316,114.288603432973
9,3,4,1,64,15,23,100.450834426888,114.288603432973
9,3,5,1,56,64,11,100.561631992872,114.288603432973
9,3,6,1,64,8,55,100.780339991794,114.288603432973
9,3,7,1,64,8,64,100.783790832147,114.288603432973
9,3,8,1,64,61,44,100.855922254811,114.288603432973
9,3,9,1,19,58,10,100.969233631709,114.288603432973
9,3,10,1,47,56,55,101.277390184154,114.288603432973
3,4,1,1,37,64,43,99.7544164320729,88.1457164486249
3,4,2,1,64,27,63,100.036800783782,88.1457164486249
3,4,3,1,64,26,19,100.132612231845,88.1457164486249
3,4,4,1,8,62,64,100.222142514731,88.1457164486249
3,4,5,1,33,8,64,100.295791348425,88.1457164486249
3,4,6,1,64,16,8,100.302143387374,88.1457164486249
3,4,7,1,64,9,40,100.312853761347,88.1457164486249
3,4,8,1,64,62,64,100.430483930983,88.1457164486249
3,4,9,1,64,17,64,100.46455951607,88.1457164486249
3,4,10,1,56,64,11,100.550014508986,88.1457164486249
7,4,1,1,64,56,47,100.111492511753,95.9515136520068
7,4,2,1,56,64,11,100.121036467372,95.9515136520068
7,4,3,1,8,64,64,100.181852670741,95.9515136520068
7,4,4,1,33,64,11,100.339498085641,95.9515136520068
7,4,5,1,19,58,10,100.414489581706,95.9515136520068
7,4,6,1,23,29,57,100.460206344651,95.9515136520068
7,4,7,1,22,64,45,100.524931042646,95.9515136520068
7,4,8,1,47,56,55,100.743917539042,95.9515136520068
7,4,9,1,40,53,25,100.972330190826,95.9515136520068
7,4,10,1,40,25,27,102.50050738351,95.9515136520068
17,4,1,1,64,28,64,100.474255529768,90.6550092498461
17,4,2,1,64,49,8,100.642211999756,90.6550092498461
17,4,3,1,64,44,64,100.747416953933,90.6550092498461
17,4,4,1,64,17,64,100.761986060578,90.6550092498461
17,4,5,1,64,8,64,100.835780960474,90.6550092498461
17,4,6,1,15,64,56,101.016061065504,90.6550092498461
17,4,7,1,38,61,39,101.093525660685,90.6550092498461
17,4,8,1,64,46,34,101.139029552165,90.6550092498461
17,4,9,1,56,64,11,101.219700942623,90.6550092498461
17,4,10,1,64,14,8,101.364996605921,90.6550092498461
18,4,1,1,56,64,11,100.042316148155,90.2958347996076
18,4,2,1,8,20,64,100.133334312155,90.2958347996076
18,4,3,1,8,64,8,100.138414274019,90.2958347996076
18,4,4,1,64,16,64,100.281059454652,90.2958347996076
18,4,5,1,35,18,64,100.335601389136,90.2958347996076
18,4,6,1,19,58,10,100.396230811536,90.2958347996076
18,4,7,1,37,63,19,100.479052451264,90.2958347996076
18,4,8,1,64,60,29,100.665960182076,90.2958347996076
18,4,9,1,64,25,64,100.689572866828,90.2958347996076
18,4,10,1,47,56,55,100.698633942363,90.2958347996076
1,4,1,1,57,8,64,99.8110148455807,98.922918732961
1,4,2,1,19,58,10,100.315236099762,98.922918732961
1,4,3,1,56,64,11,100.33437545454,98.922918732961
1,4,4,1,64,8,8,100.438018896005,98.922918732961
1,4,5,1,63,64,64,100.789445349398,98.922918732961
1,4,6,1,47,56,55,100.872485986776,98.922918732961
1,4,7,1,58,48,37,100.947150189097,98.922918732961
1,4,8,1,49,52,40,100.986487738772,98.922918732961
1,4,9,1,40,57,28,100.98814422624,98.922918732961
1,4,10,1,48,64,36,101.148306210929,98.922918732961
2,4,1,1,56,64,11,100.652535723069,95.7522282838821
2,4,2,1,64,56,10,100.834208223721,95.7522282838821
2,4,3,1,19,58,10,101.352519713814,95.7522282838821
2,4,4,1,8,20,64,101.423309877791,95.7522282838821
2,4,5,1,8,31,64,101.432977197115,95.7522282838821
2,4,6,1,60,59,35,101.563668643936,95.7522282838821
2,4,7,1,47,56,55,101.582886936862,95.7522282838821
2,4,8,1,64,20,59,101.589794352599,95.7522282838821
2,4,9,1,52,8,8,102.061499112545,95.7522282838821
2,4,10,1,40,49,14,102.469653059139,95.7522282838821
11,4,1,1,64,64,60,100.457390303924,92.620721968015
11,4,2,1,14,64,64,100.494829015789,92.620721968015
11,4,3,1,56,64,11,100.571399588495,92.620721968015
11,4,4,1,37,62,39,100.577553557574,92.620721968015
11,4,5,1,8,64,30,100.58388687522,92.620721968015
11,4,6,1,64,42,64,100.72643483733,92.620721968015
11,4,7,1,64,28,64,100.753592782327,92.620721968015
11,4,8,1,8,22,64,101.045403208139,92.620721968015
11,4,9,1,8,47,64,101.087015214271,92.620721968015
11,4,10,1,47,56,55,101.102971306364,92.620721968015
5,4,1,1,20,64,35,99.8507127898511,89.9479943474134
5,4,2,1,19,58,10,100.037312495884,89.9479943474134
5,4,3,1,8,58,64,100.059136691416,89.9479943474134
5,4,4,1,8,21,64,100.135904643252,89.9479943474134
5,4,5,1,8,64,8,100.220532206706,89.9479943474134
5,4,6,1,56,64,11,100.325278595272,89.9479943474134
5,4,7,1,9,64,52,100.32777418156,89.9479943474134
5,4,8,1,34,62,29,100.636646517159,89.9479943474134
5,4,9,1,64,17,64,100.66305465288,89.9479943474134
5,4,10,1,47,56,55,100.746500652325,89.9479943474134
20,4,1,1,8,63,57,100.833431073722,93.6415566325188
20,4,2,1,17,64,34,100.859707686404,93.6415566325188
20,4,3,1,8,49,62,101.188278142368,93.6415566325188
20,4,4,1,19,58,10,101.193920356326,93.6415566325188
20,4,5,1,64,49,8,101.330918109741,93.6415566325188
20,4,6,1,64,16,64,101.337713818873,93.6415566325188
20,4,7,1,56,64,11,101.43206294034,93.6415566325188
20,4,8,1,64,43,64,101.504823198464,93.6415566325188
20,4,9,1,38,61,42,101.51509493052,93.6415566325188
20,4,10,1,64,8,8,101.518882123733,93.6415566325188
15,4,1,1,64,20,59,100.313621807384,96.2568582693736
15,4,2,1,64,8,47,100.398216661263,96.2568582693736
15,4,3,1,56,64,11,100.399189521902,96.2568582693736
15,4,4,1,8,64,51,100.448206174718,96.2568582693736
15,4,5,1,19,58,10,100.710363136503,96.2568582693736
15,4,6,1,22,64,64,100.761154318663,96.2568582693736
15,4,7,1,64,48,42,100.80494353604,96.2568582693736
15,4,8,1,39,64,34,100.812119273466,96.2568582693736
15,4,9,1,47,56,55,100.823241222933,96.2568582693736
15,4,10,1,55,14,50,101.346876065255,96.2568582693736
12,4,1,1,64,15,64,100.840215441159,90.7198740522067
12,4,2,1,39,64,25,100.903820661599,90.7198740522067
12,4,3,1,56,64,11,100.971893853489,90.7198740522067
12,4,4,1,34,64,49,100.998215433573,90.7198740522067
12,4,5,1,19,58,10,101.045560161776,90.7198740522067
12,4,6,1,17,29,54,101.206165216019,90.7198740522067
12,4,7,1,39,62,25,101.38437156631,90.7198740522067
12,4,8,1,8,47,64,101.401446474666,90.7198740522067
12,4,9,1,8,64,43,101.604476222278,90.7198740522067
12,4,10,1,47,56,55,101.835071106502,90.7198740522067
6,4,1,1,64,50,8,100.280298748522,92.7904903809229
6,4,2,1,12,64,52,100.635093654596,92.7904903809229
6,4,3,1,8,50,64,100.911644713478,92.7904903809229
6,4,4,1,33,62,36,101.027390664651,92.7904903809229
6,4,5,1,8,58,64,101.126157759819,92.7904903809229
6,4,6,1,64,45,64,101.132324248182,92.7904903809229
6,4,7,1,19,58,10,101.188745520376,92.7904903809229
6,4,8,1,56,64,11,101.201509008274,92.7904903809229
6,4,9,1,8,64,8,101.219754981639,92.7904903809229
6,4,10,1,8,21,64,101.344842342537,92.7904903809229
4,4,1,1,64,50,8,100.182390185349,96.4954717675845
4,4,2,1,64,16,8,100.227281745334,96.4954717675845
4,4,3,1,64,17,64,100.283537048253,96.4954717675845
4,4,4,1,56,64,11,100.36131027656,96.4954717675845
4,4,5,1,14,63,53,100.471613921667,96.4954717675845
4,4,6,1,64,18,34,100.558111156892,96.4954717675845
4,4,7,1,19,58,10,100.601982980815,96.4954717675845
4,4,8,1,44,61,32,100.64114983183,96.4954717675845
4,4,9,1,8,64,8,100.74833951962,96.4954717675845
4,4,10,1,64,8,64,100.80646244747,96.4954717675845
19,4,1,1,64,48,20,100.218502481603,94.0413967172305
19,4,2,1,64,60,26,100.282549124719,94.0413967172305
19,4,3,1,8,48,64,100.413281890466,94.0413967172305
19,4,4,1,38,62,38,100.51726009167,94.0413967172305
19,4,5,1,64,13,8,100.563123774781,94.0413967172305
19,4,6,1,56,64,11,100.639302957049,94.0413967172305
19,4,7,1,12,64,59,100.64636108055,94.0413967172305
19,4,8,1,64,44,64,100.798734158189,94.0413967172305
19,4,9,1,64,16,64,100.838642759839,94.0413967172305
19,4,10,1,19,58,10,101.041505965131,94.0413967172305
14,4,1,1,37,8,64,100.208687412486,92.4618746161461
14,4,2,1,64,16,8,100.39353161365,92.4618746161461
14,4,3,1,10,64,58,100.628407123403,92.4618746161461
14,4,4,1,64,17,64,100.74210451902,92.4618746161461
14,4,5,1,64,9,36,100.745955556608,92.4618746161461
14,4,6,1,56,64,11,100.765571529105,92.4618746161461
14,4,7,1,64,26,41,100.909396985795,92.4618746161461
14,4,8,1,8,64,8,100.986738388414,92.4618746161461
14,4,9,1,36,61,40,101.125648740142,92.4618746161461
14,4,10,1,19,58,10,101.23455486781,92.4618746161461
10,4,1,1,64,44,64,99.7938741048555,93.7212360978126
10,4,2,1,64,49,8,100.007112978885,93.7212360978126
10,4,3,1,64,48,44,100.049603743723,93.7212360978126
10,4,4,1,64,17,64,100.314047032243,93.7212360978126
10,4,5,1,11,64,60,100.325893338384,93.7212360978126
10,4,6,1,56,64,11,100.373927174265,93.7212360978126
10,4,7,1,64,8,39,100.410865284374,93.7212360978126
10,4,8,1,36,61,41,100.49891420124,93.7212360978126
10,4,9,1,19,58,10,100.503760781496,93.7212360978126
10,4,10,1,64,16,8,100.551557580553,93.7212360978126
13,4,1,1,56,64,11,101.057149197821,96.0586401859919
13,4,2,1,64,19,64,101.0606891949,96.0586401859919
13,4,3,1,8,64,48,101.206966030387,96.0586401859919
13,4,4,1,64,58,20,101.397777407732,96.0586401859919
13,4,5,1,64,23,49,101.429379681646,96.0586401859919
13,4,6,1,8,47,64,101.578766029664,96.0586401859919
13,4,7,1,31,8,62,101.581368962766,96.0586401859919
13,4,8,1,45,64,34,101.626721533856,96.0586401859919
13,4,9,1,47,56,55,101.779103391426,96.0586401859919
13,4,10,1,19,58,10,101.84716894688,96.0586401859919
16,4,1,1,64,46,64,100.758184565246,93.3012207825979
16,4,2,1,8,64,8,100.868645475283,93.3012207825979
16,4,3,1,64,17,64,100.875860271723,93.3012207825979
16,4,4,1,8,20,64,100.8889237951,93.3012207825979
16,4,5,1,56,64,11,101.063738308811,93.3012207825979
16,4,6,1,20,64,54,101.098064267764,93.3012207825979
16,4,7,1,64,25,64,101.11833735228,93.3012207825979
16,4,8,1,64,64,64,101.276563777994,93.3012207825979
16,4,9,1,47,56,55,101.439417180846,93.3012207825979
16,4,10,1,19,58,10,101.446436923338,93.3012207825979
8,4,1,1,64,57,36,100.506588776316,97.0119030634562
8,4,2,1,64,14,64,100.753995629953,97.0119030634562
8,4,3,1,34,59,33,100.923295135429,97.0119030634562
8,4,4,1,64,8,41,100.951107987782,97.0119030634562
8,4,5,1,64,50,8,101.009382475391,97.0119030634562
8,4,6,1,19,58,10,101.082424730876,97.0119030634562
8,4,7,1,64,8,8,101.169502894663,97.0119030634562
8,4,8,1,18,64,44,101.224764654338,97.0119030634562
8,4,9,1,8,50,38,101.250948931381,97.0119030634562
8,4,10,1,47,56,55,101.259873177668,97.0119030634562
9,4,1,1,64,57,31,100.028927419464,107.738704069455
9,4,2,1,54,8,64,100.084321187987,107.738704069455
9,4,3,1,56,64,11,100.354871257901,107.738704069455
9,4,4,1,19,58,10,100.426557497251,107.738704069455
9,4,5,1,59,64,64,100.466580826718,107.738704069455
9,4,6,1,64,14,64,100.483248110234,107.738704069455
9,4,7,1,64,30,47,100.547431148541,107.738704069455
9,4,8,1,21,64,33,100.559917311354,107.738704069455
9,4,9,1,10,64,8,100.691992634056,107.738704069455
9,4,10,1,64,8,34,101.14497227572,107.738704069455
3,5,1,1,8,64,64,100.605801107253,88.839029999574
3,5,2,1,64,54,29,100.906767125695,88.839029999574
3,5,3,1,39,60,34,100.965962567563,88.839029999574
3,5,4,1,36,64,32,101.13877607557,88.839029999574
3,5,5,1,43,21,64,101.141778841854,88.839029999574
3,5,6,1,64,27,46,101.159184234725,88.839029999574
3,5,7,1,55,8,55,101.187074971255,88.839029999574
3,5,8,1,64,14,64,101.2929898161,88.839029999574
3,5,9,1,56,64,11,101.307493706135,88.839029999574
3,5,10,1,19,58,10,101.325573761049,88.839029999574
7,5,1,1,10,64,62,100.303559776732,89.2844439347585
7,5,2,1,64,17,64,100.509073766616,89.2844439347585
7,5,3,1,64,27,64,100.621105541473,89.2844439347585
7,5,4,1,64,49,8,100.657098707493,89.2844439347585
7,5,5,1,8,48,64,100.84005129837,89.2844439347585
7,5,6,1,64,64,64,100.95289584074,89.2844439347585
7,5,7,1,8,22,64,100.98281797449,89.2844439347585
7,5,8,1,33,62,41,100.983279917488,89.2844439347585
7,5,9,1,56,64,11,100.991021028737,89.2844439347585
7,5,10,1,64,42,64,101.009879398549,89.2844439347585
18,5,1,1,64,44,64,100.393343485909,88.9764124155045
18,5,2,1,64,17,64,100.493105060612,88.9764124155045
18,5,3,1,64,15,8,100.573574269374,88.9764124155045
18,5,4,1,56,64,11,100.732738617346,88.9764124155045
18,5,5,1,62,8,8,100.872710090176,88.9764124155045
18,5,6,1,19,58,10,100.900295695591,88.9764124155045
18,5,7,1,12,64,56,100.918262121295,88.9764124155045
18,5,8,1,64,8,51,100.978568148038,88.9764124155045
18,5,9,1,64,51,8,101.000619149905,88.9764124155045
18,5,10,1,47,56,55,101.114942385151,88.9764124155045
17,5,1,1,64,45,64,99.8958103833714,89.9105679512024
17,5,2,1,8,49,64,99.9787685073647,89.9105679512024
17,5,3,1,64,64,64,100.021885756819,89.9105679512024
17,5,4,1,64,8,55,100.058190973545,89.9105679512024
17,5,5,1,56,64,11,100.062122640686,89.9105679512024
17,5,6,1,64,49,8,100.075000821802,89.9105679512024
17,5,7,1,64,8,8,100.109139932369,89.9105679512024
17,5,8,1,24,64,60,100.153349464451,89.9105679512024
17,5,9,1,64,17,64,100.20619886271,89.9105679512024
17,5,10,1,47,56,55,100.302905541586,89.9105679512024
2,5,1,1,64,44,64,100.007585363248,88.7084982991219
2,5,2,1,64,48,8,100.12244564553,88.7084982991219
2,5,3,1,56,64,11,100.290524779616,88.7084982991219
2,5,4,1,9,47,63,100.330461787527,88.7084982991219
2,5,5,1,64,62,45,100.335771737713,88.7084982991219
2,5,6,1,64,8,63,100.385328672512,88.7084982991219
2,5,7,1,64,17,64,100.512390282976,88.7084982991219
2,5,8,1,64,52,64,100.514396368655,88.7084982991219
2,5,9,1,64,14,8,100.576522793248,88.7084982991219
2,5,10,1,47,56,55,100.634855365251,88.7084982991219
1,5,1,1,51,61,41,100.505659864965,93.231737780571
1,5,2,1,56,64,11,100.511253678511,93.231737780571
1,5,3,1,19,58,10,100.63121773703,93.231737780571
1,5,4,1,12,63,64,100.655269758909,93.231737780571
1,5,5,1,58,9,57,100.734694738814,93.231737780571
1,5,6,1,47,56,55,100.787288795746,93.231737780571
1,5,7,1,64,50,8,100.891125878372,93.231737780571
1,5,8,1,52,23,8,101.062404512779,93.231737780571
1,5,9,1,8,16,55,101.404503196333,93.231737780571
1,5,10,1,8,49,41,101.418402781446,93.231737780571
11,5,1,1,64,8,8,100.07047490625,90.1457321166992
11,5,2,1,64,17,64,100.31681336322,90.1457321166992
11,5,3,1,48,8,64,100.377085447375,90.1457321166992
11,5,4,1,47,56,55,100.60623500232,90.1457321166992
11,5,5,1,64,16,9,100.654662754492,90.1457321166992
11,5,6,1,64,8,43,100.676169379104,90.1457321166992
11,5,7,1,64,60,36,100.708269908297,90.1457321166992
11,5,8,1,31,64,45,100.742967037996,90.1457321166992
11,5,9,1,56,64,11,100.821176907584,90.1457321166992
11,5,10,1,8,62,64,100.904528957755,90.1457321166992
20,5,1,1,64,16,8,100.241997676661,89.8260851502419
20,5,2,1,64,8,14,100.522131191255,89.8260851502419
20,5,3,1,64,13,32,100.541439500279,89.8260851502419
20,5,4,1,8,64,50,100.547025024147,89.8260851502419
20,5,5,1,8,49,64,100.602319422779,89.8260851502419
20,5,6,1,56,64,11,100.656126269241,89.8260851502419
20,5,7,1,64,51,8,100.722006239954,89.8260851502419
20,5,8,1,19,58,10,100.807533348538,89.8260851502419
20,5,9,1,64,18,64,100.830344511832,89.8260851502419
20,5,10,1,64,45,64,100.840450733829,89.8260851502419
5,5,1,1,37,62,44,99.8346021857048,92.3745774149895
5,5,2,1,64,64,64,99.8505386886335,92.3745774149895
5,5,3,1,11,64,64,99.8939120787987,92.3745774149895
5,5,4,1,64,8,37,99.9696615181376,92.3745774149895
5,5,5,1,56,64,11,100.168618142336,92.3745774149895
5,5,6,1,64,17,64,100.263384350359,92.3745774149895
5,5,7,1,64,16,8,100.273027384161,92.3745774149895
5,5,8,1,64,47,8,100.281748066379,92.3745774149895
5,5,9,1,64,44,64,100.393736477282,92.3745774149895
5,5,10,1,8,48,64,100.686762496462,92.3745774149895
15,5,1,1,64,28,64,99.76646630966,91.8020899653435
15,5,2,1,64,17,64,100.001943422678,91.8020899653435
15,5,3,1,56,64,11,100.066837717001,91.8020899653435
15,5,4,1,8,48,64,100.118453666511,91.8020899653435
15,5,5,1,64,61,46,100.253082179429,91.8020899653435
15,5,6,1,64,45,64,100.255533808415,91.8020899653435
15,5,7,1,47,56,55,100.296855671104,91.8020899653435
15,5,8,1,64,49,8,100.388132831501,91.8020899653435
15,5,9,1,20,64,64,100.388987817507,91.8020899653435
15,5,10,1,64,15,8,100.746490568933,91.8020899653435
4,5,1,1,56,64,11,100.215832156588,89.2148918310801
4,5,2,1,36,64,32,100.262785856331,89.2148918310801
4,5,3,1,8,64,8,100.346812443453,89.2148918310801
4,5,4,1,64,8,8,100.578241566271,89.2148918310801
4,5,5,1,64,64,64,100.743296546837,89.2148918310801
4,5,6,1,64,60,29,100.77115573296,89.2148918310801
4,5,7,1,8,64,64,100.787161330367,89.2148918310801
4,5,8,1,64,8,64,100.883076553013,89.2148918310801
4,5,9,1,19,58,10,100.885277675727,89.2148918310801
4,5,10,1,34,64,8,100.966416773845,89.2148918310801
19,5,1,1,8,59,64,100.093326865898,90.2175062815348
19,5,2,1,64,8,37,100.186265247268,90.2175062815348
19,5,3,1,64,13,8,100.189084922833,90.2175062815348
19,5,4,1,64,14,33,100.27076825792,90.2175062815348
19,5,5,1,19,58,10,100.282152298013,90.2175062815348
19,5,6,1,8,64,51,100.30280259047,90.2175062815348
19,5,7,1,30,61,36,100.308862522654,90.2175062815348
19,5,8,1,64,15,64,100.465719244492,90.2175062815348
19,5,9,1,64,50,8,100.505709570614,90.2175062815348
19,5,10,1,8,64,10,100.6560854154,90.2175062815348
12,5,1,1,64,8,44,99.4377132028719,93.4519687016805
12,5,2,1,64,38,44,99.6777205141006,93.4519687016805
12,5,3,1,39,59,31,99.8479990961423,93.4519687016805
12,5,4,1,64,15,61,99.9675673842836,93.4519687016805
12,5,5,1,38,60,32,100.025186712144,93.4519687016805
12,5,6,1,56,64,11,100.070691578886,93.4519687016805
12,5,7,1,19,58,10,100.113183358805,93.4519687016805
12,5,8,1,55,8,46,100.272508946453,93.4519687016805
12,5,9,1,47,56,55,100.337801594429,93.4519687016805
12,5,10,1,42,24,52,100.431421154444,93.4519687016805
6,5,1,1,64,48,8,100.433078838206,92.2218719323476
6,5,2,1,56,64,11,100.600198856479,92.2218719323476
6,5,3,1,64,17,64,100.648790884108,92.2218719323476
6,5,4,1,64,8,62,100.849244087826,92.2218719323476
6,5,5,1,64,43,64,101.150938424097,92.2218719323476
6,5,6,1,8,48,57,101.198320987871,92.2218719323476
6,5,7,1,64,50,37,101.280305227104,92.2218719323476
6,5,8,1,64,15,8,101.351479470746,92.2218719323476
6,5,9,1,47,56,55,101.370730175065,92.2218719323476
6,5,10,1,8,64,64,101.433572072963,92.2218719323476
10,5,1,1,64,44,64,100.081076906017,91.8071606993675
10,5,2,1,64,16,64,100.271355273538,91.8071606993675
10,5,3,1,56,64,11,100.354418912061,91.8071606993675
10,5,4,1,64,49,64,100.391945924118,91.8071606993675
10,5,5,1,8,48,64,100.549620591818,91.8071606993675
10,5,6,1,47,56,55,100.645463036531,91.8071606993675
10,5,7,1,13,64,64,100.704890429815,91.8071606993675
10,5,8,1,43,61,39,100.73126451839,91.8071606993675
10,5,9,1,19,58,10,100.766616347762,91.8071606993675
10,5,10,1,64,50,8,100.797668126731,91.8071606993675
13,5,1,1,64,8,43,100.64814054211,91.2123137315114
13,5,2,1,56,64,11,100.697332748024,91.2123137315114
13,5,3,1,64,15,8,100.749400769888,91.2123137315114
13,5,4,1,64,16,64,100.769818158512,91.2123137315114
13,5,5,1,64,13,38,100.781930599177,91.2123137315114
13,5,6,1,64,42,64,100.870455211743,91.2123137315114
13,5,7,1,64,60,33,100.961875486569,91.2123137315114
13,5,8,1,19,58,10,100.970051384515,91.2123137315114
13,5,9,1,47,56,55,101.131468920849,91.2123137315114
13,5,10,1,58,50,8,101.308344014709,91.2123137315114
16,5,1,1,8,49,64,100.019692052849,93.4020706852277
16,5,2,1,8,64,29,100.27370020463,93.4020706852277
