repetition,cviter,trial,growth.factors,num.extra.layers,units1,units2,mse.test.mean,time.in.mins
5,1,3,11|10|16|16|17|18|11|8|14|12|7|12|6|10|12|14|9|8|15|14|11|11|14|7|15|14|15|11|13,0,77,41,98.465932250971,1822.56762708426
5,1,4,10|10|10|9|6|9|13|8|9|9|10|7|13|7|7|13|8|13|14|8|8|12|13|9|12|11|15|7|17,0,73,45,98.5662662872487,1822.56762708426
5,1,5,12|11|9|11|14|15|15|12|12|14|8|14|13|14|15|10|12|12|10|16|10|10|13|8|9|9|12|14|11,0,64,45,98.5776440304797,1822.56762708426
5,1,6,15|13|10|13|11|8|6|12|14|11|12|12|10|9|14|8|13|12|13|6|16|9|5|6|13|12|15|6|11,0,70,55,98.5838986954237,1822.56762708426
5,1,7,17|15|8|12|6|15|15|7|5|18|13|11|9|17|12|16|14|12|11|9|12|14|6|10|13|8|16|8|15,0,73,36,98.6165061170461,1822.56762708426
5,1,8,17|6|11|18|15|9|3|9|19|11|14|2|7|5|19|11|13|20|17|3|17|18|20|19|18|6|11|5|19,0,79,56,98.6357233154284,1822.56762708426
5,1,9,11|20|5|4|17|14|18|7|12|13|20|14|18|20|18|17|19|6|5|5|15|7|3|5|16|15|12|9|19,0,77,80,98.6667074225466,1822.56762708426
5,1,10,12|11|12|13|12|13|7|6|9|11|12|12|10|6|16|8|11|13|11|17|13|13|8|9|6|13|10|11|10,0,38,48,98.6691329882702,1822.56762708426
3,1,1,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.0560055625126,1855.28508188327
3,1,2,17|6|11|18|15|9|3|9|19|11|14|2|7|5|19|11|13|20|17|3|17|18|20|19|18|6|11|5|19,0,79,56,98.4499312570889,1855.28508188327
3,1,3,19|13|7|17|2|19|20|11|7|14|12|17|18|7|8|7|19|11|12|14|8|9|8|3|10|10|16|7|16,0,63,51,98.4968310243524,1855.28508188327
3,1,4,10|10|14|13|12|8|13|13|14|13|16|12|12|6|17|9|8|14|17|5|13|13|11|15|13|13|16|12|18,0,75,42,98.5180934538976,1855.28508188327
3,1,5,5|9|17|20|6|3|20|20|4|19|14|8|2|15|11|2|12|20|13|5|3|7|14|11|3|19|16|4|20,0,79,32,98.5655293367162,1855.28508188327
3,1,6,14|16|10|18|12|8|9|3|17|19|9|16|3|17|16|9|8|6|9|3|8|7|12|17|15|12|14|8|5,0,50,34,98.5949041692529,1855.28508188327
3,1,7,11|20|5|4|17|14|18|7|12|13|20|14|18|20|18|17|19|6|5|5|15|7|3|5|16|15|12|9|19,0,77,80,98.5949092884616,1855.28508188327
3,1,8,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.6057395584261,1855.28508188327
3,1,9,15|14|12|11|17|19|12|9|12|14|5|11|7|17|12|11|11|7|17|9|8|10|11|7|16|12|14|6|11,0,68,34,98.6255137677234,1855.28508188327
3,1,10,10|14|14|7|10|15|12|15|6|10|8|13|15|9|11|9|17|7|11|10|11|8|9|10|13|6|15|11|13,0,60,44,98.6392456230989,1855.28508188327
9,1,1,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.4194314530134,1928.06318490108
9,1,2,17|6|11|18|15|9|3|9|19|11|14|2|7|5|19|11|13|20|17|3|17|18|20|19|18|6|11|5|19,0,79,56,98.4765762196709,1928.06318490108
9,1,3,11|15|11|11|12|12|7|10|8|14|9|11|8|5|6|9|9|14|12|13|11|11|5|14|7|15|16|11|15,0,44,60,98.4905072156099,1928.06318490108
9,1,4,19|13|7|17|2|19|20|11|7|14|12|17|18|7|8|7|19|11|12|14|8|9|8|3|10|10|16|7|16,0,63,51,98.6153011106559,1928.06318490108
9,1,5,11|14|12|15|16|19|9|12|15|13|10|13|13|14|8|15|13|5|9|17|11|14|8|4|15|14|16|12|11,0,66,44,98.6306616380484,1928.06318490108
9,1,6,12|14|8|14|10|13|14|11|5|14|9|8|9|13|10|9|11|9|11|7|13|15|17|12|9|8|17|9|17,0,76,35,98.6492720651717,1928.06318490108
9,1,7,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.6681246994838,1928.06318490108
9,1,8,6|19|6|9|20|2|3|17|16|2|11|18|3|17|12|9|8|15|10|18|2|5|11|3|5|16|19|13|13,0,67,58,98.724503468303,1928.06318490108
9,1,9,11|20|5|4|17|14|18|7|12|13|20|14|18|20|18|17|19|6|5|5|15|7|3|5|16|15|12|9|19,0,77,80,98.7343967917515,1928.06318490108
9,1,10,15|10|13|11|15|10|13|7|14|7|12|13|11|9|12|12|12|10|13|13|10|10|12|9|16|15|18|9|15,0,66,39,98.7376196820146,1928.06318490108
15,1,1,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.5252978324492,2004.67948251963
15,1,2,15|7|16|12|7|8|13|12|11|13|15|10|9|6|15|16|14|9|17|15|10|12|6|7|13|15|10|11|14,0,39,41,98.6508141823665,2004.67948251963
15,1,3,13|10|7|10|12|9|10|8|5|15|11|16|13|12|14|10|14|13|11|12|10|13|10|10|9|10|9|13|15,0,60,45,98.6830884376756,2004.67948251963
15,1,4,19|13|7|17|2|19|20|11|7|14|12|17|18|7|8|7|19|11|12|14|8|9|8|3|10|10|16|7|16,0,63,51,98.7352650235513,2004.67948251963
15,1,5,13|17|13|15|15|16|9|10|11|11|9|13|4|10|12|16|12|11|10|12|13|7|14|6|12|13|15|10|15,0,69,40,98.7446223743136,2004.67948251963
15,1,6,7|11|11|10|17|7|11|12|15|11|10|9|14|13|16|6|12|11|14|18|8|17|15|7|11|13|14|11|15,0,73,44,98.7492063195426,2004.67948251963
15,1,7,16|2|12|14|3|8|6|3|4|15|18|7|4|2|12|13|2|19|18|5|4|19|2|19|4|6|13|15|18,0,31,55,98.7575989492483,2004.67948251963
15,1,8,11|10|7|9|13|11|16|10|9|18|13|8|8|10|9|10|11|15|14|13|16|9|16|10|9|13|16|7|15,0,76,41,98.7602489185005,2004.67948251963
15,1,9,16|14|18|11|7|5|6|4|6|20|8|13|3|2|8|18|14|10|17|19|12|4|5|2|8|9|15|15|5,0,79,45,98.7778421959884,2004.67948251963
15,1,10,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.7852605985121,2004.67948251963
14,1,1,16|10|14|11|14|11|10|8|13|7|10|13|8|8|14|12|11|11|14|13|8|8|14|9|16|13|16|10|15,0,71,40,98.6104564268625,2018.01371351878
14,1,2,13|9|10|15|10|9|11|12|15|6|12|13|11|14|18|11|8|15|14|18|12|11|13|8|7|17|16|12|18,0,49,68,98.6314884315939,2018.01371351878
14,1,3,6|19|6|9|20|2|3|17|16|2|11|18|3|17|12|9|8|15|10|18|2|5|11|3|5|16|19|13|13,0,67,58,98.6319777532283,2018.01371351878
14,1,4,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.6450701994052,2018.01371351878
14,1,5,17|6|11|18|15|9|3|9|19|11|14|2|7|5|19|11|13|20|17|3|17|18|20|19|18|6|11|5|19,0,79,56,98.6503875083436,2018.01371351878
14,1,6,11|8|13|13|11|11|9|13|10|13|14|13|13|7|14|7|5|12|14|16|11|14|6|9|8|15|14|13|12,0,41,64,98.6661316263451,2018.01371351878
14,1,7,11|20|5|4|17|14|18|7|12|13|20|14|18|20|18|17|19|6|5|5|15|7|3|5|16|15|12|9|19,0,77,80,98.6980281651874,2018.01371351878
14,1,8,10|11|9|18|19|10|5|15|16|4|18|14|13|4|18|10|2|3|19|19|13|5|18|12|19|18|13|12|5,0,66,63,98.7275273754747,2018.01371351878
14,1,9,20|14|20|2|19|20|17|8|6|12|6|11|4|15|2|18|20|9|19|8|9|3|15|3|19|4|4|19|13,0,61,31,98.7678918628868,2018.01371351878
14,1,10,10|11|9|17|13|8|11|12|12|14|17|12|16|8|19|11|7|10|15|7|12|13|15|13|13|17|18|9|15,0,74,54,98.7703706193303,2018.01371351878
1,1,1,15|11|10|10|13|8|15|15|9|9|14|13|13|13|12|11|12|10|14|9|12|12|9|11|11|17|18|7|18,0,44,38,98.5504761470449,2022.02271043062
1,1,2,16|2|12|14|3|8|6|3|4|15|18|7|4|2|12|13|2|19|18|5|4|19|2|19|4|6|13|15|18,0,31,55,98.8370143352906,2022.02271043062
1,1,3,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.8569092495753,2022.02271043062
1,1,4,10|11|11|9|8|13|14|8|14|11|9|8|12|7|16|12|9|12|9|6|15|14|10|10|15|11|16|10|15,0,73,65,98.8620455051674,2022.02271043062
1,1,5,16|3|18|19|6|12|19|17|18|18|19|16|11|8|19|4|6|16|14|20|16|8|2|10|8|17|20|18|4,0,45,65,98.8632006621741,2022.02271043062
1,1,6,11|14|13|11|10|9|12|13|16|4|12|9|8|18|12|9|5|7|20|10|12|15|8|14|16|9|8|13|14,0,44,58,98.8823652087536,2022.02271043062
1,1,7,5|18|4|4|4|3|10|17|20|4|14|7|13|11|6|7|17|12|5|16|14|17|2|5|7|19|13|10|13,0,34,36,98.8882454568806,2022.02271043062
1,1,8,17|6|11|18|15|9|3|9|19|11|14|2|7|5|19|11|13|20|17|3|17|18|20|19|18|6|11|5|19,0,79,56,98.9516407639739,2022.02271043062
1,1,9,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.9816038892485,2022.02271043062
1,1,10,11|20|5|4|17|14|18|7|12|13|20|14|18|20|18|17|19|6|5|5|15|7|3|5|16|15|12|9|19,0,77,80,98.9991734193501,2022.02271043062
17,1,1,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.4741372130884,2071.95759499868
17,1,2,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.636165738916,2071.95759499868
17,1,3,11|20|5|4|17|14|18|7|12|13|20|14|18|20|18|17|19|6|5|5|15|7|3|5|16|15|12|9|19,0,77,80,98.6767250193073,2071.95759499868
17,1,4,14|14|16|14|17|17|13|4|13|13|6|10|7|16|9|13|12|9|15|11|10|9|14|6|14|12|11|10|13,0,57,35,98.7923745108494,2071.95759499868
17,1,5,14|16|10|18|12|8|9|3|17|19|9|16|3|17|16|9|8|6|9|3|8|7|12|17|15|12|14|8|5,0,50,34,98.8040868059842,2071.95759499868
17,1,6,16|13|13|13|15|14|11|12|7|11|13|15|7|8|16|8|13|7|16|10|12|8|8|13|11|14|12|12|18,0,70,41,98.8340713236446,2071.95759499868
17,1,7,12|11|13|15|14|5|6|12|11|10|13|14|11|12|15|18|10|15|12|12|9|10|11|6|14|16|15|9|9,0,62,45,98.8481996454197,2071.95759499868
17,1,8,19|13|7|17|2|19|20|11|7|14|12|17|18|7|8|7|19|11|12|14|8|9|8|3|10|10|16|7|16,0,63,51,98.8672233956616,2071.95759499868
17,1,9,16|2|12|14|3|8|6|3|4|15|18|7|4|2|12|13|2|19|18|5|4|19|2|19|4|6|13|15|18,0,31,55,98.8800069111555,2071.95759499868
17,1,10,6|19|6|9|20|2|3|17|16|2|11|18|3|17|12|9|8|15|10|18|2|5|11|3|5|16|19|13|13,0,67,58,98.9171803633801,2071.95759499868
7,1,1,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.4008452825521,2095.72522901694
7,1,2,16|2|12|14|3|8|6|3|4|15|18|7|4|2|12|13|2|19|18|5|4|19|2|19|4|6|13|15|18,0,31,55,98.4516185905849,2095.72522901694
7,1,3,12|15|9|6|13|18|14|10|11|13|11|9|16|14|12|7|14|8|7|9|13|14|12|8|11|11|18|10|13,0,64,63,98.5460071947868,2095.72522901694
7,1,4,10|11|6|14|13|13|9|13|12|16|15|11|10|9|16|8|7|7|15|12|10|13|9|9|7|14|17|5|15,0,76,57,98.5895324511809,2095.72522901694
7,1,5,8|14|7|11|7|18|14|9|15|14|11|11|9|14|13|9|13|7|14|13|10|8|14|15|8|17|17|11|14,0,63,35,98.6186971686258,2095.72522901694
7,1,6,17|6|11|18|15|9|3|9|19|11|14|2|7|5|19|11|13|20|17|3|17|18|20|19|18|6|11|5|19,0,79,56,98.62105663641,2095.72522901694
7,1,7,10|14|13|17|14|14|14|11|14|10|8|13|13|13|13|11|7|11|8|7|11|5|10|11|14|14|14|13|14,0,74,42,98.6297151615837,2095.72522901694
7,1,8,11|20|5|4|17|14|18|7|12|13|20|14|18|20|18|17|19|6|5|5|15|7|3|5|16|15|12|9|19,0,77,80,98.6546103165856,2095.72522901694
7,1,9,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.6739683251608,2095.72522901694
7,1,10,19|13|7|17|2|19|20|11|7|14|12|17|18|7|8|7|19|11|12|14|8|9|8|3|10|10|16|7|16,0,63,51,98.6990631807243,2095.72522901694
13,1,1,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.2992117082882,2101.20147574743
13,1,2,19|13|7|17|2|19|20|11|7|14|12|17|18|7|8|7|19|11|12|14|8|9|8|3|10|10|16|7|16,0,63,51,98.3703495174992,2101.20147574743
13,1,3,11|20|5|4|17|14|18|7|12|13|20|14|18|20|18|17|19|6|5|5|15|7|3|5|16|15|12|9|19,0,77,80,98.4111904863242,2101.20147574743
13,1,4,16|2|12|14|3|8|6|3|4|15|18|7|4|2|12|13|2|19|18|5|4|19|2|19|4|6|13|15|18,0,31,55,98.4228807022306,2101.20147574743
13,1,5,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.4455663870632,2101.20147574743
13,1,6,11|14|13|15|13|10|13|11|17|10|16|8|16|8|14|10|6|10|13|8|10|11|12|9|16|18|14|8|15,0,76,50,98.4596092626207,2101.20147574743
13,1,7,5|9|17|20|6|3|20|20|4|19|14|8|2|15|11|2|12|20|13|5|3|7|14|11|3|19|16|4|20,0,79,32,98.4908392193128,2101.20147574743
13,1,8,10|10|9|9|16|13|16|6|13|10|10|14|14|14|12|15|12|12|15|10|11|12|8|8|14|10|15|12|14,0,62,54,98.5295396950918,2101.20147574743
13,1,9,16|16|13|6|11|16|13|8|9|12|11|10|15|9|17|10|12|6|13|10|15|8|15|4|16|9|14|10|12,0,61,38,98.5326952076465,2101.20147574743
13,1,10,16|12|10|12|7|10|16|13|8|7|9|14|14|12|9|11|6|11|11|13|10|10|10|14|10|16|16|7|17,0,51,39,98.5693770598035,2101.20147574743
11,1,1,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.2658998600234,2114.18750433127
11,1,2,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.3710174727419,2114.18750433127
11,1,3,15|10|12|9|14|10|11|8|12|7|11|14|11|8|14|13|11|11|13|11|8|8|14|9|16|14|16|9|15,0,69,44,98.4356628684586,2114.18750433127
11,1,4,13|12|11|12|14|13|15|13|8|9|13|12|15|13|12|11|12|10|14|9|9|11|10|11|10|16|18|7|18,0,47,34,98.4851137542445,2114.18750433127
11,1,5,11|13|12|13|16|7|11|10|10|15|9|7|10|9|10|12|16|9|12|13|11|18|9|7|10|14|15|9|16,0,55,47,98.5939998164816,2114.18750433127
11,1,6,16|2|12|14|3|8|6|3|4|15|18|7|4|2|12|13|2|19|18|5|4|19|2|19|4|6|13|15|18,0,31,55,98.6281797907329,2114.18750433127
11,1,7,3|16|15|11|19|17|7|8|19|12|6|16|10|4|18|3|8|20|11|13|10|9|2|20|5|20|17|8|14,0,64,52,98.6829944438784,2114.18750433127
11,1,8,19|13|7|17|2|19|20|11|7|14|12|17|18|7|8|7|19|11|12|14|8|9|8|3|10|10|16|7|16,0,63,51,98.6967387433534,2114.18750433127
11,1,9,16|4|20|19|5|10|15|18|2|3|2|15|2|6|5|18|11|17|15|19|19|15|7|13|15|4|20|2|7,0,77,45,98.7234726376328,2114.18750433127
11,1,10,17|6|11|18|15|9|3|9|19|11|14|2|7|5|19|11|13|20|17|3|17|18|20|19|18|6|11|5|19,0,79,56,98.7241236038409,2114.18750433127
10,1,1,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.5751790678664,2135.32760511637
10,1,2,16|3|18|19|6|12|19|17|18|18|19|16|11|8|19|4|6|16|14|20|16|8|2|10|8|17|20|18|4,0,45,65,98.6949103821177,2135.32760511637
10,1,3,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.781505938698,2135.32760511637
10,1,4,12|12|10|12|18|9|11|11|7|8|9|12|16|4|11|8|11|9|13|15|13|10|10|11|10|9|16|9|14,0,74,60,98.7964910325547,2135.32760511637
10,1,5,5|18|4|4|4|3|10|17|20|4|14|7|13|11|6|7|17|12|5|16|14|17|2|5|7|19|13|10|13,0,34,36,98.8451582890338,2135.32760511637
10,1,6,12|15|7|6|13|10|9|17|15|4|11|10|16|16|13|10|12|6|10|13|10|12|10|13|8|9|15|11|13,0,58,38,98.9046842610753,2135.32760511637
10,1,7,13|10|16|16|7|7|14|13|16|13|10|11|7|5|13|8|9|16|14|10|15|11|8|15|15|10|19|9|16,0,66,57,98.9358864180339,2135.32760511637
10,1,8,16|2|12|14|3|8|6|3|4|15|18|7|4|2|12|13|2|19|18|5|4|19|2|19|4|6|13|15|18,0,31,55,98.9407797732821,2135.32760511637
10,1,9,3|6|6|5|11|4|17|18|4|13|5|16|16|19|3|10|6|16|11|13|17|9|8|17|2|12|14|20|18,0,59,64,98.959499003269,2135.32760511637
10,1,10,11|14|13|11|10|9|12|13|16|4|12|9|8|18|12|9|5|7|20|10|12|15|8|14|16|9|8|13|14,0,44,58,98.9716018014623,2135.32760511637
16,1,1,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.128162233661,2151.28706548214
16,1,2,17|6|11|18|15|9|3|9|19|11|14|2|7|5|19|11|13|20|17|3|17|18|20|19|18|6|11|5|19,0,79,56,98.340863546544,2151.28706548214
16,1,3,16|2|12|14|3|8|6|3|4|15|18|7|4|2|12|13|2|19|18|5|4|19|2|19|4|6|13|15|18,0,31,55,98.3442559899868,2151.28706548214
16,1,4,13|11|8|10|10|15|10|6|10|8|7|7|12|11|6|13|15|14|10|6|11|16|5|9|16|7|16|13|14,0,59,35,98.4236924192567,2151.28706548214
16,1,5,19|13|7|17|2|19|20|11|7|14|12|17|18|7|8|7|19|11|12|14|8|9|8|3|10|10|16|7|16,0,63,51,98.5027086039604,2151.28706548214
16,1,6,5|9|17|20|6|3|20|20|4|19|14|8|2|15|11|2|12|20|13|5|3|7|14|11|3|19|16|4|20,0,79,32,98.5045603114868,2151.28706548214
16,1,7,7|18|7|9|15|15|14|14|11|7|10|16|15|15|16|14|11|7|7|12|8|7|8|9|16|12|12|15|11,0,60,64,98.5202114664824,2151.28706548214
16,1,8,15|20|13|10|18|15|4|19|13|3|5|14|20|18|20|6|18|7|2|17|12|12|4|2|17|10|18|3|7,0,57,33,98.5267778553524,2151.28706548214
16,1,9,16|3|18|19|6|12|19|17|18|18|19|16|11|8|19|4|6|16|14|20|16|8|2|10|8|17|20|18|4,0,45,65,98.5379247479996,2151.28706548214
16,1,10,13|9|18|15|8|19|7|8|6|9|13|2|20|6|17|20|14|10|17|4|16|6|12|15|12|16|8|6|12,0,41,36,98.5540423900941,2151.28706548214
8,1,1,13|10|12|5|17|20|13|5|8|19|12|11|20|14|16|8|13|4|18|9|15|16|9|3|17|9|19|8|16,0,65,36,98.5162146907487,2161.99638669888
8,1,2,12|12|10|12|18|9|11|11|7|8|9|12|16|4|11|8|11|9|13|15|13|10|10|11|10|9|16|9|14,0,74,60,98.748660263512,2161.99638669888
8,1,3,14|5|11|10|16|11|5|11|8|14|11|11|12|12|12|9|12|13|16|12|13|11|11|13|15|14|12|10|14,0,61,51,98.8484910614233,2161.99638669888
8,1,4,17|13|17|16|16|6|17|12|6|12|15|19|14|11|7|15|15|9|18|14|9|14|13|19|6|20|18|16|19,0,36,43,98.8823785931789,2161.99638669888
8,1,5,11|5|19|14|9|15|9|17|14|11|16|16|7|11|16|13|11|16|15|12|8|14|11|13|8|8|17|13|13,0,66,56,98.9080821626972,2161.99638669888
8,1,6,13|8|16|19|9|11|9|12|11|10|13|16|6|9|16|7|8|15|13|18|9|13|4|12|8|17|17|12|8,0,39,66,98.919379483865,2161.99638669888
8,1,7,12|9|12|9|16|13|12|15|13|14|10|7|16|10|14|12|12|17|11|9|13|17|9|9|12|15|15|7|17,0,74,42,98.9278748309479,2161.99638669888
8,1,8,13|16|12|13|17|17|11|8|15|12|7|12|6|17|13|11|12|7|14|8|10|10|14|7|17|11|15|8|12,0,67,41,98.9415470694599,2161.99638669888
8,1,9,14|13|17|6|12|11|13|12|9|7|11|14|3|5|15|12|12|8|11|16|7|9|6|12|4|8|5|12|19,0,34,54,98.9649634080882,2161.99638669888
8,1,10,16|3|18|19|6|12|19|17|18|18|19|16|11|8|19|4|6|16|14|20|16|8|2|10|8|17|20|18|4,0,45,65,98.9667663992175,2161.99638669888
2,1,1,19|13|7|17|2|19|20|11|7|14|12|17|18|7|8|7|19|11|12|14|8|9|8|3|10|10|16|7|16,0,63,51,98.3783561911199,2177.83783424695
