repetition,cviter,trial,num.layers,units1,units2,units3,mse.test.mean,time.in.mins
17,1,2,2,64,64,59,148.219720350824,50.4378594319026
17,1,3,1,64,29,64,152.704856849698,50.4378594319026
17,1,4,1,25,64,59,152.985028935269,50.4378594319026
17,1,5,1,64,64,8,153.76958338328,50.4378594319026
17,1,6,1,34,41,64,153.953762343369,50.4378594319026
17,1,7,1,64,64,64,154.785367420207,50.4378594319026
17,1,8,2,57,47,64,155.709552916578,50.4378594319026
17,1,9,1,64,33,19,155.940497371529,50.4378594319026
17,1,10,1,39,62,26,158.516527368857,50.4378594319026
13,1,1,2,64,64,54,147.646653606679,50.9714001814524
13,1,2,2,38,64,64,147.885171550487,50.9714001814524
13,1,3,2,64,46,64,149.562149564585,50.9714001814524
13,1,4,1,64,64,8,155.784586030962,50.9714001814524
13,1,5,1,64,28,56,155.929879961065,50.9714001814524
13,1,6,1,25,64,58,157.096877763267,50.9714001814524
13,1,7,1,64,33,19,158.819725672675,50.9714001814524
13,1,8,1,64,64,58,159.025686077262,50.9714001814524
13,1,9,1,17,41,62,159.279924086597,50.9714001814524
13,1,10,1,34,41,64,159.911337052828,50.9714001814524
11,1,1,2,64,52,64,146.459479451888,51.4292717019717
11,1,2,2,64,64,51,147.025227351904,51.4292717019717
11,1,3,2,38,64,64,147.344431096354,51.4292717019717
11,1,4,1,64,64,8,153.40034888799,51.4292717019717
11,1,5,1,23,64,64,154.474202290857,51.4292717019717
11,1,6,1,64,29,64,155.680230486155,51.4292717019717
11,1,7,1,64,33,19,155.892129214301,51.4292717019717
11,1,8,1,34,40,64,156.35831927227,51.4292717019717
11,1,9,1,17,41,62,157.342563739996,51.4292717019717
11,1,10,2,54,53,56,158.261337878677,51.4292717019717
18,1,1,2,64,52,64,149.536794893015,50.8516315142314
18,1,2,2,64,64,42,149.603400962164,50.8516315142314
18,1,3,2,37,64,64,149.955362979285,50.8516315142314
18,1,4,1,64,64,56,153.146930812318,50.8516315142314
18,1,5,1,64,33,19,154.09965758196,50.8516315142314
18,1,6,1,34,41,64,154.382323788201,50.8516315142314
18,1,7,1,64,64,8,154.539574216321,50.8516315142314
18,1,8,1,64,28,64,154.765092450947,50.8516315142314
18,1,9,1,39,62,26,154.973316635259,50.8516315142314
18,1,10,1,17,41,62,157.623978921015,50.8516315142314
4,1,1,2,37,64,64,148.954092032267,52.6833779335022
4,1,2,2,64,55,64,149.551276972614,52.6833779335022
4,1,3,2,64,64,46,152.024743686079,52.6833779335022
4,1,4,1,64,64,8,155.133520002414,52.6833779335022
4,1,5,1,34,42,64,156.821427466415,52.6833779335022
4,1,6,1,22,64,64,157.548973702384,52.6833779335022
4,1,7,1,64,33,19,157.59328593967,52.6833779335022
4,1,8,1,17,41,62,158.860409437974,52.6833779335022
4,1,9,1,39,62,26,159.462656497777,52.6833779335022
4,1,10,1,64,31,64,160.693223938368,52.6833779335022
6,1,1,2,64,51,64,147.826713759565,57.2193657676379
6,1,2,2,37,64,64,150.999419990251,57.2193657676379
6,1,3,1,34,41,64,154.69030282627,57.2193657676379
6,1,4,1,64,30,64,156.453452863608,57.2193657676379
6,1,5,1,24,64,61,157.593631842918,57.2193657676379
6,1,6,1,64,64,8,158.043223642274,57.2193657676379
6,1,7,1,64,33,19,158.231350001769,57.2193657676379
6,1,8,1,17,41,62,158.655008088671,57.2193657676379
6,1,9,1,39,62,26,159.807268190797,57.2193657676379
6,1,10,2,57,64,46,160.505340958431,57.2193657676379
8,2,1,2,64,64,52,149.219287639027,46.7889159480731
8,2,2,2,64,50,64,149.529096025804,46.7889159480731
8,2,3,2,37,64,64,151.00304131051,46.7889159480731
8,2,4,2,64,64,23,151.743632709348,46.7889159480731
8,2,5,1,39,62,26,152.762143381472,46.7889159480731
8,2,6,1,26,64,57,153.474189198659,46.7889159480731
8,2,7,1,34,41,64,155.543855055042,46.7889159480731
8,2,8,1,64,33,19,155.800775776164,46.7889159480731
8,2,9,1,64,64,8,156.22482960673,46.7889159480731
8,2,10,2,54,57,59,156.890813307404,46.7889159480731
3,2,1,2,38,64,64,144.316956028786,46.8130767305692
3,2,2,2,64,51,64,146.903955055016,46.8130767305692
3,2,3,2,64,64,43,147.72470338755,46.8130767305692
3,2,4,1,17,41,62,154.225690546174,46.8130767305692
3,2,5,1,64,64,64,154.412026920635,46.8130767305692
3,2,6,1,64,64,8,154.467024937263,46.8130767305692
3,2,7,1,64,33,19,154.907357109292,46.8130767305692
3,2,8,1,22,64,64,155.134877848059,46.8130767305692
3,2,9,1,34,41,64,156.342745587613,46.8130767305692
3,2,10,1,64,31,64,157.044739472724,46.8130767305692
10,2,1,2,64,64,57,142.741306102827,46.344715933005
10,2,2,2,64,45,64,142.838529880354,46.344715933005
10,2,3,2,37,64,64,147.445828667355,46.344715933005
10,2,4,1,64,64,8,150.700573835026,46.344715933005
10,2,5,1,35,41,64,151.152938218364,46.344715933005
10,2,6,1,64,33,19,151.409948636043,46.344715933005
10,2,7,1,64,29,62,153.022976454503,46.344715933005
10,2,8,1,26,64,57,153.553230569584,46.344715933005
10,2,9,1,17,41,62,153.774852280736,46.344715933005
10,2,10,1,39,62,26,154.327081098917,46.344715933005
15,2,1,2,64,49,64,146.332263421259,45.74559729894
15,2,2,2,37,64,64,146.753932750613,45.74559729894
15,2,3,2,64,64,46,147.817313510293,45.74559729894
15,2,4,2,64,64,64,151.333462636487,45.74559729894
15,2,5,1,64,33,19,151.731893444722,45.74559729894
15,2,6,1,34,40,64,153.33322435041,45.74559729894
15,2,7,1,26,64,59,153.90013812693,45.74559729894
15,2,8,1,17,41,62,154.804510699769,45.74559729894
15,2,9,1,64,64,8,155.83112679407,45.74559729894
15,2,10,1,64,30,64,156.699669327178,45.74559729894
16,2,1,2,37,64,64,141.863702216492,45.322650150458
16,2,2,2,64,60,64,143.660421958998,45.322650150458
16,2,3,2,64,64,43,144.368243349131,45.322650150458
16,2,4,1,34,41,64,147.615622345767,45.322650150458
16,2,5,1,64,64,8,148.112376642984,45.322650150458
16,2,6,1,27,64,57,148.194595378983,45.322650150458
16,2,7,1,27,36,64,149.072990844393,45.322650150458
16,2,8,1,64,64,53,149.308530783047,45.322650150458
16,2,9,1,64,33,19,150.078125818486,45.322650150458
16,2,10,1,39,62,26,151.849867066839,45.322650150458
12,2,1,2,64,50,64,144.943114495509,48.3244955182075
12,2,2,2,64,64,13,146.363415957657,48.3244955182075
12,2,3,2,64,64,47,146.726036011397,48.3244955182075
12,2,4,2,37,64,64,148.000906352179,48.3244955182075
12,2,5,1,34,41,64,152.705202532296,48.3244955182075
12,2,6,1,64,33,19,154.219509291693,48.3244955182075
12,2,7,1,64,64,8,154.524230052844,48.3244955182075
12,2,8,1,25,64,61,155.033844480541,48.3244955182075
12,2,9,2,56,52,56,156.469134094105,48.3244955182075
12,2,10,1,17,41,62,156.47135332061,48.3244955182075
2,2,1,2,64,44,64,139.904415438332,50.9887245337168
2,2,2,2,64,64,58,140.189016241307,50.9887245337168
2,2,3,2,36,64,64,143.087072285412,50.9887245337168
2,2,4,1,26,64,57,148.285156011797,50.9887245337168
2,2,5,1,64,27,64,148.69212997618,50.9887245337168
2,2,6,1,34,41,64,149.037293252721,50.9887245337168
2,2,7,1,64,64,8,150.843960207661,50.9887245337168
2,2,8,1,64,33,19,150.904448310534,50.9887245337168
2,2,9,1,64,64,28,151.621977090021,50.9887245337168
2,2,10,1,39,62,26,151.792390894027,50.9887245337168
19,2,1,2,64,48,64,142.391230145383,44.1562108198802
19,2,2,2,64,64,47,144.792762584649,44.1562108198802
19,2,3,2,37,64,64,144.927956079587,44.1562108198802
19,2,4,1,35,41,64,151.438385189949,44.1562108198802
19,2,5,1,64,64,8,152.187667325152,44.1562108198802
19,2,6,1,24,64,64,152.808638486719,44.1562108198802
19,2,7,1,64,30,64,152.950361329848,44.1562108198802
19,2,8,1,64,33,19,154.077782412847,44.1562108198802
19,2,9,1,17,41,62,154.251377060193,44.1562108198802
19,2,10,1,39,62,26,156.005303770088,44.1562108198802
7,2,1,2,38,64,64,145.979379811354,48.7997584342957
7,2,2,2,64,64,53,149.176208654525,48.7997584342957
7,2,3,1,64,64,8,150.052657288556,48.7997584342957
7,2,4,1,17,41,62,151.285979812569,48.7997584342957
7,2,5,1,34,41,64,151.751118003777,48.7997584342957
7,2,6,1,24,64,64,151.832832029085,48.7997584342957
7,2,7,1,64,33,19,152.540454308974,48.7997584342957
7,2,8,2,57,48,64,152.808186115603,48.7997584342957
7,2,9,1,64,31,64,153.245279610121,48.7997584342957
7,2,10,1,39,62,26,153.843830572396,48.7997584342957
1,2,1,2,64,64,44,144.802544595805,49.2798707326253
1,2,2,2,64,50,64,147.232027765204,49.2798707326253
1,2,3,2,37,64,64,149.957270444232,49.2798707326253
1,2,4,1,30,32,64,152.420644814717,49.2798707326253
1,2,5,1,64,33,19,153.445591513374,49.2798707326253
1,2,6,1,64,64,8,154.408088942064,49.2798707326253
1,2,7,1,34,41,64,156.389411929774,49.2798707326253
1,2,8,1,64,29,61,157.499183823361,49.2798707326253
1,2,9,1,39,62,26,157.738366152642,49.2798707326253
1,2,10,1,17,41,62,159.014330155126,49.2798707326253
14,2,1,2,64,50,64,148.404174113585,47.9061235189438
14,2,2,2,38,64,64,148.788684806366,47.9061235189438
14,2,3,2,64,64,45,149.013688048904,47.9061235189438
14,2,4,1,34,42,64,153.361467140783,47.9061235189438
14,2,5,1,39,62,26,156.51449236468,47.9061235189438
14,2,6,1,64,64,51,156.82550895406,47.9061235189438
14,2,7,1,64,28,64,157.643557807013,47.9061235189438
14,2,8,1,24,64,64,158.247923071065,47.9061235189438
14,2,9,1,64,33,19,158.974072218722,47.9061235189438
14,2,10,1,17,41,62,159.631589168335,47.9061235189438
17,2,1,2,64,64,42,144.309480332952,47.0082683324814
17,2,2,2,64,49,64,145.553888830748,47.0082683324814
17,2,3,2,38,64,64,146.217733857518,47.0082683324814
17,2,4,1,34,41,64,148.214723724374,47.0082683324814
17,2,5,1,64,33,19,148.885519992811,47.0082683324814
17,2,6,1,24,64,61,149.88399901524,47.0082683324814
17,2,7,1,64,29,64,150.864036076444,47.0082683324814
17,2,8,1,17,41,62,151.099006445267,47.0082683324814
17,2,9,1,39,62,26,152.671011530644,47.0082683324814
17,2,10,1,64,64,8,153.030653736417,47.0082683324814
5,2,1,2,34,64,64,148.53193953838,49.2944967826207
5,2,2,2,64,64,16,148.927467210194,49.2944967826207
5,2,3,2,64,64,57,149.259912473119,49.2944967826207
5,2,4,1,64,64,26,153.431969278141,49.2944967826207
5,2,5,1,64,64,8,155.097167193141,49.2944967826207
5,2,6,1,64,33,19,155.148262902296,49.2944967826207
5,2,7,1,33,41,64,155.717829863326,49.2944967826207
5,2,8,1,25,64,60,156.64259121169,49.2944967826207
5,2,9,1,17,41,62,158.290075861169,49.2944967826207
5,2,10,1,64,30,64,158.967656080426,49.2944967826207
4,2,1,2,64,64,61,145.713894416842,49.6025288144747
4,2,2,2,64,64,42,148.604797084963,49.6025288144747
4,2,3,2,37,64,64,148.621405616266,49.6025288144747
4,2,4,2,64,44,64,149.531582786914,49.6025288144747
4,2,5,2,64,64,18,151.509057568884,49.6025288144747
4,2,6,1,64,33,19,154.939559292682,49.6025288144747
4,2,7,1,64,64,8,155.075056314529,49.6025288144747
4,2,8,1,24,64,60,156.013348159109,49.6025288144747
4,2,9,1,33,42,64,157.197348096636,49.6025288144747
4,2,10,1,17,41,62,157.635892630068,49.6025288144747
6,2,1,2,64,64,45,148.036363821976,44.8253715991974
6,2,2,2,37,64,64,148.183573543437,44.8253715991974
6,2,3,2,64,54,64,148.351252766875,44.8253715991974
6,2,4,1,25,64,59,148.935893043279,44.8253715991974
6,2,5,1,64,64,64,149.500952304748,44.8253715991974
6,2,6,1,64,33,19,150.87908605272,44.8253715991974
6,2,7,1,64,30,64,150.975088178344,44.8253715991974
6,2,8,1,34,41,64,151.129451530636,44.8253715991974
6,2,9,1,64,64,8,151.609459916467,44.8253715991974
6,2,10,1,17,41,62,154.335272473066,44.8253715991974
20,2,1,2,38,64,64,149.167240901973,51.2339400013288
20,2,2,1,23,64,64,154.190967763834,51.2339400013288
20,2,3,2,64,51,64,155.463130774305,51.2339400013288
20,2,4,1,64,33,19,155.759175304614,51.2339400013288
20,2,5,1,64,64,8,157.3329591152,51.2339400013288
20,2,6,1,34,41,64,158.303104089613,51.2339400013288
20,2,7,1,17,41,62,158.97383601897,51.2339400013288
20,2,8,1,64,27,64,159.256464062155,51.2339400013288
20,2,9,1,39,62,26,159.480712224402,51.2339400013288
20,2,10,2,57,64,44,159.537053557505,51.2339400013288
13,2,1,2,64,64,18,147.466288328881,50.1351451357206
13,2,2,2,37,64,64,147.719866704253,50.1351451357206
13,2,3,2,64,55,60,151.787731959696,50.1351451357206
13,2,4,1,64,28,64,153.09999974616,50.1351451357206
13,2,5,1,64,64,35,153.146804170546,50.1351451357206
13,2,6,1,34,41,64,153.884383007676,50.1351451357206
13,2,7,1,64,33,19,154.01479621266,50.1351451357206
13,2,8,1,64,64,8,154.071520600249,50.1351451357206
13,2,9,1,26,64,57,154.171278737573,50.1351451357206
13,2,10,1,39,62,26,155.044619578373,50.1351451357206
18,2,1,2,36,64,64,147.124820059231,51.2271343827248
18,2,2,2,64,64,56,149.640459826345,51.2271343827248
18,2,3,2,64,43,64,152.334041523201,51.2271343827248
18,2,4,1,64,33,19,154.417434903265,51.2271343827248
18,2,5,1,25,64,57,155.799777784655,51.2271343827248
18,2,6,1,34,41,64,156.0175224883,51.2271343827248
18,2,7,1,39,62,26,156.068391845162,51.2271343827248
18,2,8,1,64,64,27,156.158686487234,51.2271343827248
18,2,9,1,64,29,64,157.114151307076,51.2271343827248
18,2,10,1,64,64,8,157.189764595562,51.2271343827248
9,2,1,2,36,64,64,148.369366015655,51.6527414520582
9,2,2,2,64,64,46,149.310624190421,51.6527414520582
9,2,3,2,64,64,14,150.416841748906,51.6527414520582
9,2,4,2,64,54,64,150.507119496429,51.6527414520582
9,2,5,1,34,41,64,155.000580671143,51.6527414520582
9,2,6,1,64,33,19,155.977985514588,51.6527414520582
9,2,7,1,64,29,64,156.448660940121,51.6527414520582
9,2,8,1,39,62,26,157.08534432726,51.6527414520582
9,2,9,1,64,64,8,157.292901851517,51.6527414520582
9,2,10,1,17,41,62,158.877893823866,51.6527414520582
11,2,1,2,64,64,57,149.69522845673,51.9868310173353
11,2,2,2,64,64,24,154.516004870886,51.9868310173353
11,2,3,1,64,33,19,154.528166043925,51.9868310173353
11,2,4,1,64,64,8,155.999113125493,51.9868310173353
11,2,5,1,39,62,26,156.68667898486,51.9868310173353
11,2,6,1,64,64,31,156.875921587635,51.9868310173353
11,2,7,1,25,64,58,157.245027238161,51.9868310173353
11,2,8,1,33,42,64,157.587955732395,51.9868310173353
11,2,9,1,64,31,64,157.951560756991,51.9868310173353
11,2,10,1,17,41,62,159.074892818485,51.9868310173353
3,3,1,2,64,64,47,144.779689202113,43.4421057343483
3,3,2,2,64,64,18,145.900555052297,43.4421057343483
3,3,3,2,64,49,64,146.408321517252,43.4421057343483
3,3,4,2,38,64,64,149.840940182118,43.4421057343483
3,3,5,1,34,41,64,153.60536403386,43.4421057343483
3,3,6,1,64,33,19,154.083863948123,43.4421057343483
3,3,7,1,26,64,60,154.355873174313,43.4421057343483
3,3,8,1,39,62,26,156.091681865834,43.4421057343483
3,3,9,1,17,41,62,157.122269607583,43.4421057343483
3,3,10,1,64,64,8,158.697761905001,43.4421057343483
8,3,1,2,64,49,64,144.411212309236,50.4771936694781
8,3,2,2,64,64,44,149.7063581779,50.4771936694781
8,3,3,1,33,42,64,151.597159612403,50.4771936694781
8,3,4,2,37,64,64,151.743937796373,50.4771936694781
8,3,5,1,23,64,59,153.122422807415,50.4771936694781
8,3,6,1,64,64,8,153.448757517893,50.4771936694781
8,3,7,1,64,33,19,153.94171222483,50.4771936694781
8,3,8,2,56,51,56,154.639586479836,50.4771936694781
8,3,9,1,17,41,62,155.26202356264,50.4771936694781
8,3,10,1,64,29,61,155.968044887883,50.4771936694781
19,3,1,2,37,64,64,146.985719523653,46.7315574328105
19,3,2,2,64,64,41,147.389051107757,46.7315574328105
19,3,3,2,64,49,64,148.065243049225,46.7315574328105
19,3,4,1,64,33,19,150.419333972164,46.7315574328105
19,3,5,1,29,40,64,150.861549742382,46.7315574328105
19,3,6,1,25,64,60,151.479339106577,46.7315574328105
19,3,7,1,64,64,8,151.602080911497,46.7315574328105
19,3,8,1,35,41,64,152.87180691089,46.7315574328105
19,3,9,1,39,62,26,153.055324926116,46.7315574328105
19,3,10,1,64,30,64,153.700506398719,46.7315574328105
15,3,1,2,38,64,64,145.146932978217,49.5945331335068
15,3,2,2,64,51,64,146.293073075435,49.5945331335068
15,3,3,1,64,64,8,150.328094777876,49.5945331335068
15,3,4,1,64,29,64,151.615849814094,49.5945331335068
15,3,5,1,35,40,64,152.466853066408,49.5945331335068
15,3,6,1,17,41,62,152.667789776174,49.5945331335068
15,3,7,1,24,64,64,153.155930085039,49.5945331335068
15,3,8,1,64,33,19,153.505036748938,49.5945331335068
15,3,9,1,64,64,56,153.591759442199,49.5945331335068
15,3,10,1,39,62,26,154.778283373528,49.5945331335068
10,3,1,2,64,64,42,151.05320646816,53.2006840984027
10,3,2,2,64,47,64,152.49509928606,53.2006840984027
10,3,3,1,35,40,64,153.370793168347,53.2006840984027
10,3,4,1,64,64,8,154.846311325959,53.2006840984027
10,3,5,1,64,33,19,155.02525538025,53.2006840984027
10,3,6,1,64,30,64,155.820818302653,53.2006840984027
10,3,7,2,38,64,64,158.412792128565,53.2006840984027
10,3,8,1,39,62,26,158.416663178091,53.2006840984027
10,3,9,1,17,41,62,159.394429687754,53.2006840984027
10,3,10,1,28,58,59,162.112787571947,53.2006840984027
2,3,1,2,37,64,64,147.598894069231,50.0557865301768
2,3,2,2,64,54,64,148.745556649238,50.0557865301768
2,3,3,2,64,64,42,153.259404656688,50.0557865301768
2,3,4,1,64,64,47,158.20082728667,50.0557865301768
2,3,5,1,34,41,64,158.307496933516,50.0557865301768
2,3,6,1,26,64,57,158.482341896471,50.0557865301768
2,3,7,1,64,30,64,159.366323825443,50.0557865301768
2,3,8,1,39,62,26,159.787598658976,50.0557865301768
2,3,9,1,64,33,19,160.096353616268,50.0557865301768
2,3,10,1,64,64,8,160.61863344143,50.0557865301768
7,3,1,2,36,64,64,144.39155581119,51.0471751332283
7,3,2,2,64,52,64,147.437487570397,51.0471751332283
7,3,3,2,64,64,42,150.384230108344,51.0471751332283
7,3,4,1,25,64,56,153.917424925345,51.0471751332283
7,3,5,1,64,30,64,154.404719550788,51.0471751332283
7,3,6,1,64,64,53,154.41608584496,51.0471751332283
7,3,7,1,64,64,8,155.156668864403,51.0471751332283
7,3,8,1,64,33,19,155.186991821987,51.0471751332283
7,3,9,1,34,41,64,155.493938534015,51.0471751332283
7,3,10,1,17,41,62,155.61896878293,51.0471751332283
16,3,1,2,64,44,64,147.271486330194,53.8758757511775
16,3,2,2,64,64,58,147.578627688026,53.8758757511775
16,3,3,2,38,64,64,148.669866151658,53.8758757511775
16,3,4,1,64,33,19,154.255341842785,53.8758757511775
16,3,5,1,64,64,8,154.408974568204,53.8758757511775
16,3,6,1,34,41,64,154.587959705441,53.8758757511775
16,3,7,1,64,28,64,156.52079654908,53.8758757511775
16,3,8,1,39,62,26,156.522779859961,53.8758757511775
16,3,9,1,24,64,63,156.647697100687,53.8758757511775
16,3,10,1,17,41,62,157.184601564689,53.8758757511775
5,3,1,2,64,64,56,142.611949063524,47.7199290672938
