repetition,cviter,trial,num.layers,units1,units2,units3,mse.test.mean,time.in.mins
5,3,2,2,64,45,64,143.196561131739,47.7199290672938
5,3,3,2,38,64,64,143.602010047886,47.7199290672938
5,3,4,1,64,64,8,150.841189670261,47.7199290672938
5,3,5,1,64,33,19,151.115939692201,47.7199290672938
5,3,6,1,26,64,57,151.185720555612,47.7199290672938
5,3,7,1,34,41,64,151.866705645039,47.7199290672938
5,3,8,1,17,41,62,152.488022114194,47.7199290672938
5,3,9,1,64,28,64,153.334539468478,47.7199290672938
5,3,10,1,39,62,26,153.428157914563,47.7199290672938
17,3,1,2,64,64,60,145.07867111859,49.7915736198425
17,3,2,2,54,64,64,145.504400121463,49.7915736198425
17,3,3,2,35,64,62,147.915108854517,49.7915736198425
17,3,4,2,64,64,15,148.510627816139,49.7915736198425
17,3,5,1,64,29,64,153.270214600713,49.7915736198425
17,3,6,1,64,33,19,153.540260387775,49.7915736198425
17,3,7,1,33,42,64,154.094948927931,49.7915736198425
17,3,8,1,64,64,8,154.886623549133,49.7915736198425
17,3,9,1,17,41,62,155.125969787761,49.7915736198425
17,3,10,1,22,64,64,155.68746278071,49.7915736198425
11,3,1,2,37,64,64,146.225988052651,44.5638591488202
11,3,2,2,64,64,25,148.098983747959,44.5638591488202
11,3,3,2,64,64,49,148.487099590336,44.5638591488202
11,3,4,1,26,64,59,151.860798961425,44.5638591488202
11,3,5,1,64,28,64,152.269059954557,44.5638591488202
11,3,6,1,64,64,8,152.385853165857,44.5638591488202
11,3,7,1,64,33,19,154.046947638765,44.5638591488202
11,3,8,2,64,58,64,154.597058603981,44.5638591488202
11,3,9,1,35,40,64,154.85561334672,44.5638591488202
11,3,10,1,17,41,62,156.469436621836,44.5638591488202
1,3,1,2,64,64,19,149.999615218987,51.9061575492223
1,3,2,2,38,64,64,150.696109692554,51.9061575492223
1,3,3,2,64,54,61,153.707852075501,51.9061575492223
1,3,4,2,58,64,40,155.239859863703,51.9061575492223
1,3,5,1,64,64,8,155.916732690172,51.9061575492223
1,3,6,1,26,32,64,155.961663845336,51.9061575492223
1,3,7,1,34,41,64,156.004411238777,51.9061575492223
1,3,8,1,27,64,58,157.511580289442,51.9061575492223
1,3,9,1,64,33,19,157.831457437326,51.9061575492223
1,3,10,1,39,62,26,158.718156092649,51.9061575492223
4,3,1,2,64,50,64,145.641044208214,47.3592256029447
4,3,2,2,64,64,50,146.438374070245,47.3592256029447
4,3,3,2,56,64,64,147.281294790343,47.3592256029447
4,3,4,2,37,64,64,148.975136013739,47.3592256029447
4,3,5,1,35,40,64,150.305674049417,47.3592256029447
4,3,6,1,64,64,64,151.401376451549,47.3592256029447
4,3,7,1,27,64,59,151.483981621642,47.3592256029447
4,3,8,1,64,64,8,154.27701135109,47.3592256029447
4,3,9,1,64,33,19,154.382478186499,47.3592256029447
4,3,10,1,39,62,26,154.740463181528,47.3592256029447
20,3,1,2,64,51,64,148.174526045558,48.4177691976229
20,3,2,2,64,64,47,149.069282780868,48.4177691976229
20,3,3,2,36,64,64,149.774435517668,48.4177691976229
20,3,4,1,64,29,64,153.657164362307,48.4177691976229
20,3,5,1,23,64,60,155.1130196029,48.4177691976229
20,3,6,1,64,64,8,157.06302966681,48.4177691976229
20,3,7,1,64,33,19,157.087078895894,48.4177691976229
20,3,8,1,34,41,64,157.441515285663,48.4177691976229
20,3,9,1,17,41,62,158.137315158077,48.4177691976229
20,3,10,1,39,62,26,158.574325921528,48.4177691976229
6,3,1,2,57,64,64,143.899931828836,48.5296703497569
6,3,2,2,64,41,64,144.734090968392,48.5296703497569
6,3,3,2,64,64,55,144.806516213477,48.5296703497569
6,3,4,1,24,64,64,149.906121997093,48.5296703497569
6,3,5,1,34,42,64,150.355887300294,48.5296703497569
6,3,6,1,64,64,8,150.525634279504,48.5296703497569
6,3,7,1,64,28,64,150.849611688851,48.5296703497569
6,3,8,2,38,61,61,151.353696001696,48.5296703497569
6,3,9,1,64,33,19,152.893549656418,48.5296703497569
6,3,10,1,39,62,26,153.057409370649,48.5296703497569
14,3,1,2,64,64,43,147.909522151544,53.1626622517904
14,3,2,2,64,50,64,148.613724478648,53.1626622517904
14,3,3,2,37,64,64,148.750570272306,53.1626622517904
14,3,4,1,39,62,26,152.4308304314,53.1626622517904
14,3,5,1,28,38,64,153.380679193157,53.1626622517904
14,3,6,1,34,41,64,154.245321257438,53.1626622517904
14,3,7,1,64,33,19,154.739045403127,53.1626622517904
14,3,8,1,26,64,55,155.213063920789,53.1626622517904
14,3,9,1,17,41,62,156.105069418931,53.1626622517904
14,3,10,1,64,64,8,156.16148467505,53.1626622517904
13,3,1,2,64,64,22,145.724088589483,50.7985818147659
13,3,2,2,64,64,53,145.753589027641,50.7985818147659
13,3,3,2,38,64,64,145.942015474423,50.7985818147659
13,3,4,1,64,33,19,149.380956787852,50.7985818147659
13,3,5,1,30,34,64,149.837302329919,50.7985818147659
13,3,6,1,64,64,8,149.874860737179,50.7985818147659
13,3,7,1,35,40,64,151.656329556027,50.7985818147659
13,3,8,1,39,62,26,153.561414663646,50.7985818147659
13,3,9,1,17,41,62,153.912519510462,50.7985818147659
13,3,10,2,58,46,64,155.536879973417,50.7985818147659
18,3,1,2,64,64,45,147.818240691715,51.3179613510768
18,3,2,2,38,64,64,148.126719629518,51.3179613510768
18,3,3,2,64,50,64,151.004217534654,51.3179613510768
18,3,4,1,64,64,56,154.351562429523,51.3179613510768
18,3,5,1,35,40,64,155.748685103961,51.3179613510768
18,3,6,1,64,33,19,155.810054511373,51.3179613510768
18,3,7,1,64,64,8,156.172229767309,51.3179613510768
18,3,8,1,25,64,62,157.008831075668,51.3179613510768
18,3,9,1,64,29,64,157.402995345501,51.3179613510768
18,3,10,1,17,41,62,157.882287111651,51.3179613510768
12,3,1,2,64,64,23,145.750770559433,59.5887483636538
12,3,2,2,64,57,64,147.10673476565,59.5887483636538
12,3,3,2,36,64,64,148.810799925016,59.5887483636538
12,3,4,1,64,29,64,151.631056789258,59.5887483636538
12,3,5,1,64,64,8,151.703195415958,59.5887483636538
12,3,6,1,33,42,64,152.554777743326,59.5887483636538
12,3,7,1,22,64,64,153.266996672139,59.5887483636538
12,3,8,1,64,33,19,154.68763737763,59.5887483636538
12,3,9,2,56,64,52,155.724589670258,59.5887483636538
12,3,10,1,39,62,26,155.961647056979,59.5887483636538
9,3,1,2,64,50,64,144.523752493152,52.4705185651779
9,3,2,2,38,64,64,144.776169459359,52.4705185651779
9,3,3,2,64,64,46,144.801976013952,52.4705185651779
9,3,4,1,34,42,64,151.770983860868,52.4705185651779
9,3,5,1,22,64,64,153.18882958689,52.4705185651779
9,3,6,1,64,64,8,153.19863296281,52.4705185651779
9,3,7,1,17,41,62,153.250668520244,52.4705185651779
9,3,8,1,64,64,63,153.669614586661,52.4705185651779
9,3,9,1,64,33,19,153.805945201316,52.4705185651779
9,3,10,1,39,62,26,153.93533624003,52.4705185651779
3,4,1,2,64,64,57,139.92375168645,46.8830806652705
3,4,2,2,64,64,15,143.882095987859,46.8830806652705
3,4,3,2,64,46,64,144.183054672633,46.8830806652705
3,4,4,2,37,64,64,144.25988953509,46.8830806652705
3,4,5,1,64,64,8,148.362315382877,46.8830806652705
3,4,6,1,34,41,64,149.284445087077,46.8830806652705
3,4,7,1,64,63,23,149.837362248795,46.8830806652705
3,4,8,1,64,33,19,151.319523542108,46.8830806652705
3,4,9,2,56,55,53,152.467179585728,46.8830806652705
3,4,10,1,26,64,57,154.242230716897,46.8830806652705
8,4,1,2,64,53,64,146.201661724747,46.5659593184789
8,4,2,2,64,64,43,147.633999953587,46.5659593184789
8,4,3,2,37,64,64,151.230453062655,46.5659593184789
8,4,4,1,25,64,60,153.273668346924,46.5659593184789
8,4,5,1,39,62,26,153.831416566492,46.5659593184789
8,4,6,1,64,64,64,155.284142371648,46.5659593184789
8,4,7,1,34,41,64,157.262264745805,46.5659593184789
8,4,8,1,64,33,19,157.335972516407,46.5659593184789
8,4,9,1,64,64,8,157.542745916113,46.5659593184789
8,4,10,2,55,55,56,158.285677872454,46.5659593184789
10,4,1,2,37,64,64,143.242459351182,45.1633710344632
10,4,2,2,64,55,64,143.783264826178,45.1633710344632
10,4,3,2,64,64,43,145.871036159685,45.1633710344632
10,4,4,1,64,33,19,148.32678196344,45.1633710344632
10,4,5,1,64,64,8,149.898531615875,45.1633710344632
10,4,6,1,34,42,64,150.086193058639,45.1633710344632
10,4,7,1,25,64,58,150.577834644387,45.1633710344632
10,4,8,1,39,62,26,150.923283610325,45.1633710344632
10,4,9,1,64,29,64,151.63875962661,45.1633710344632
10,4,10,1,17,41,62,152.496289837263,45.1633710344632
17,4,1,2,38,64,64,146.28696353159,44.0915837844213
17,4,2,2,64,64,45,147.175433922364,44.0915837844213
17,4,3,2,64,50,64,147.210281777378,44.0915837844213
17,4,4,1,64,64,8,153.186545241035,44.0915837844213
17,4,5,1,35,41,64,153.383282746276,44.0915837844213
17,4,6,1,64,29,64,154.732646901184,44.0915837844213
17,4,7,1,39,62,26,155.124781813164,44.0915837844213
17,4,8,1,25,64,63,155.247566571452,44.0915837844213
17,4,9,2,54,54,56,155.753088656366,44.0915837844213
17,4,10,1,64,33,19,155.774299053986,44.0915837844213
2,4,1,2,64,64,57,148.189494018454,48.0581831653913
2,4,2,2,37,64,64,149.709115545511,48.0581831653913
2,4,3,2,64,44,64,150.395151558918,48.0581831653913
2,4,4,1,34,41,64,153.711435595908,48.0581831653913
2,4,5,1,64,29,64,153.807187169372,48.0581831653913
2,4,6,1,27,35,64,154.103598521774,48.0581831653913
2,4,7,1,64,33,19,154.703846903007,48.0581831653913
2,4,8,1,64,64,8,156.048543199233,48.0581831653913
2,4,9,1,25,64,58,157.923653867177,48.0581831653913
2,4,10,1,17,41,62,158.145287274825,48.0581831653913
15,4,1,1,64,33,19,155.676007269548,52.3292405843735
15,4,2,2,37,64,64,155.77431919484,52.3292405843735
15,4,3,1,64,30,64,156.161166906104,52.3292405843735
15,4,4,1,26,64,57,156.614391951052,52.3292405843735
15,4,5,1,64,64,8,157.103951937621,52.3292405843735
15,4,6,2,64,51,61,157.29714576294,52.3292405843735
15,4,7,1,34,41,64,157.974003579758,52.3292405843735
15,4,8,1,64,64,29,158.010978865138,52.3292405843735
15,4,9,1,39,62,26,159.480669001839,52.3292405843735
15,4,10,1,17,41,62,160.641528948391,52.3292405843735
14,4,1,2,54,64,64,146.931325151653,46.1478695193926
14,4,2,2,33,64,64,147.537050052966,46.1478695193926
14,4,3,2,64,64,24,149.166710273573,46.1478695193926
14,4,4,2,64,64,58,150.187181574459,46.1478695193926
14,4,5,1,64,64,8,154.730782384536,46.1478695193926
14,4,6,1,64,33,19,156.74588738334,46.1478695193926
14,4,7,1,34,40,64,157.247223139923,46.1478695193926
14,4,8,1,27,64,59,157.480447419604,46.1478695193926
14,4,9,1,17,41,62,157.912714858194,46.1478695193926
14,4,10,1,64,64,28,157.929893508788,46.1478695193926
19,4,1,2,64,64,63,148.694771074604,55.141942302386
19,4,2,2,36,64,64,148.883610522405,55.141942302386
19,4,3,1,26,64,64,153.389269560608,55.141942302386
19,4,4,1,64,64,28,154.665426611783,55.141942302386
19,4,5,2,57,44,64,154.746638959191,55.141942302386
19,4,6,1,34,41,64,154.94340965793,55.141942302386
19,4,7,1,64,33,19,154.989723711015,55.141942302386
19,4,8,1,64,64,8,156.339833635808,55.141942302386
19,4,9,1,39,62,26,157.58869264054,55.141942302386
19,4,10,1,17,41,62,158.493234674713,55.141942302386
4,4,1,2,64,54,64,148.01023722369,48.5348177671433
4,4,2,2,64,64,16,148.857912637677,48.5348177671433
4,4,3,2,64,64,46,149.004015168474,48.5348177671433
4,4,4,2,37,64,64,150.196146956757,48.5348177671433
4,4,5,1,34,41,64,154.193192817045,48.5348177671433
4,4,6,1,26,64,58,154.488724532992,48.5348177671433
4,4,7,1,64,33,19,156.308801567278,48.5348177671433
4,4,8,1,64,64,8,158.575394623971,48.5348177671433
4,4,9,1,17,41,62,159.005255108824,48.5348177671433
4,4,10,1,39,62,26,159.453632758478,48.5348177671433
16,4,1,2,64,56,64,147.936440934508,50.8318452358246
16,4,2,2,64,64,43,149.399294138352,50.8318452358246
16,4,3,2,37,64,64,151.006598951845,50.8318452358246
16,4,4,1,64,33,19,154.780804319142,50.8318452358246
16,4,5,1,25,64,60,156.669306274534,50.8318452358246
16,4,6,1,34,41,64,157.35418395084,50.8318452358246
16,4,7,1,64,64,49,157.403948634802,50.8318452358246
16,4,8,1,64,30,60,157.425439233732,50.8318452358246
16,4,9,1,64,64,8,157.472136281275,50.8318452358246
16,4,10,1,39,62,26,158.416971276649,50.8318452358246
1,4,1,2,37,64,64,150.327185276519,49.8439033667247
1,4,2,2,64,64,58,153.799629487014,49.8439033667247
1,4,3,1,34,42,64,155.79739823577,49.8439033667247
1,4,4,1,64,29,64,157.51903337046,49.8439033667247
1,4,5,1,24,64,62,157.759517929352,49.8439033667247
1,4,6,1,64,64,8,158.737095743608,49.8439033667247
1,4,7,1,64,64,64,159.342621457127,49.8439033667247
1,4,8,1,64,33,19,160.582429613168,49.8439033667247
1,4,9,1,17,41,62,160.748958706353,49.8439033667247
1,4,10,1,39,62,26,161.789187268998,49.8439033667247
20,4,1,2,64,47,64,147.510254672138,48.6917827328046
20,4,2,2,64,64,51,151.485758798708,48.6917827328046
20,4,3,2,37,64,64,151.766711974374,48.6917827328046
20,4,4,1,64,64,8,155.56085193448,48.6917827328046
20,4,5,1,64,28,64,155.646101750911,48.6917827328046
20,4,6,1,34,41,64,155.742610910109,48.6917827328046
20,4,7,1,64,33,19,156.867873096316,48.6917827328046
20,4,8,1,23,64,64,157.248295032509,48.6917827328046
20,4,9,1,39,62,26,158.533453784432,48.6917827328046
20,4,10,1,17,41,62,158.541330291909,48.6917827328046
5,4,1,2,33,64,64,149.945645309579,53.5625853498777
5,4,2,2,64,64,19,151.989095362558,53.5625853498777
5,4,3,1,34,41,64,152.044973654322,53.5625853498777
5,4,4,1,64,33,19,154.001054211598,53.5625853498777
5,4,5,2,64,55,61,154.615419172321,53.5625853498777
5,4,6,1,64,64,8,154.879387543928,53.5625853498777
5,4,7,1,64,28,64,156.4050436374,53.5625853498777
5,4,8,1,64,64,28,156.452770261698,53.5625853498777
5,4,9,1,17,41,62,156.716594613848,53.5625853498777
5,4,10,1,26,64,57,156.737261267118,53.5625853498777
18,4,1,2,37,64,64,146.883641188388,46.5749526023865
18,4,2,2,64,64,44,148.450754928144,46.5749526023865
18,4,3,2,64,64,64,148.950005617829,46.5749526023865
18,4,4,2,64,64,16,150.520599269615,46.5749526023865
18,4,5,1,64,64,8,155.856645173944,46.5749526023865
18,4,6,1,34,41,64,157.807460708629,46.5749526023865
18,4,7,1,64,33,19,158.178037864942,46.5749526023865
18,4,8,1,26,64,60,158.321308494532,46.5749526023865
18,4,9,1,39,62,26,158.382193605481,46.5749526023865
18,4,10,2,53,64,55,159.80016308863,46.5749526023865
7,4,1,2,37,64,64,145.657356211961,55.9193367679914
7,4,2,2,64,64,18,147.462742755155,55.9193367679914
7,4,3,2,64,56,64,149.085697437902,55.9193367679914
7,4,4,1,34,41,64,153.286975065908,55.9193367679914
7,4,5,1,64,64,8,153.443742925137,55.9193367679914
7,4,6,1,17,41,62,154.008929597621,55.9193367679914
7,4,7,2,58,64,47,155.622378158816,55.9193367679914
7,4,8,1,39,62,26,156.476403837615,55.9193367679914
7,4,9,1,64,33,19,156.898135449994,55.9193367679914
7,4,10,1,64,28,64,157.919806252609,55.9193367679914
13,4,1,2,64,64,17,142.880810919673,49.760366165638
13,4,2,2,37,64,64,143.108774961702,49.760366165638
13,4,3,2,64,56,59,149.133972724586,49.760366165638
13,4,4,1,27,50,64,149.948491404158,49.760366165638
13,4,5,1,64,33,19,150.096019788699,49.760366165638
13,4,6,1,34,41,64,150.994837140982,49.760366165638
13,4,7,1,39,62,26,151.4333414085,49.760366165638
13,4,8,1,26,64,56,151.872963063046,49.760366165638
13,4,9,1,64,64,8,152.078507566659,49.760366165638
13,4,10,1,17,41,62,152.346517002916,49.760366165638
6,4,1,2,64,52,64,148.299016044998,52.9359340151151
6,4,2,2,64,64,45,148.527918709731,52.9359340151151
6,4,3,2,38,64,64,150.532653545745,52.9359340151151
6,4,4,1,64,29,59,153.610843332309,52.9359340151151
6,4,5,1,22,64,64,154.727164856669,52.9359340151151
6,4,6,1,64,64,8,155.355987202439,52.9359340151151
6,4,7,1,64,64,46,155.387346794013,52.9359340151151
6,4,8,1,17,41,62,156.246212003077,52.9359340151151
6,4,9,1,64,33,19,156.553735930546,52.9359340151151
6,4,10,1,34,42,64,157.101358478305,52.9359340151151
11,4,1,2,64,64,16,145.969450486064,55.8432853500048
11,4,2,2,64,64,45,150.056781236551,55.8432853500048
11,4,3,2,64,57,64,150.514030695709,55.8432853500048
11,4,4,1,25,64,58,152.931109871059,55.8432853500048
11,4,5,1,64,64,8,153.245644530946,55.8432853500048
11,4,6,2,36,64,64,153.3207661313,55.8432853500048
11,4,7,1,64,27,64,154.93507367666,55.8432853500048
11,4,8,1,34,41,64,156.38540517506,55.8432853500048
11,4,9,2,55,52,56,159.673164562733,55.8432853500048
11,4,10,1,39,62,26,160.324248304844,55.8432853500048
12,4,1,2,64,64,17,142.274852899382,50.6928751031558
12,4,2,2,36,64,64,143.500996065355,50.6928751031558
12,4,3,2,64,64,41,143.658801962231,50.6928751031558
12,4,4,2,64,64,60,144.768393922598,50.6928751031558
12,4,5,1,64,64,8,149.453781862278,50.6928751031558
12,4,6,1,64,33,19,150.643728190775,50.6928751031558
12,4,7,1,26,64,57,150.847812455937,50.6928751031558
12,4,8,1,34,41,64,150.848869942539,50.6928751031558
12,4,9,1,17,41,62,153.524514792828,50.6928751031558
12,4,10,1,39,62,26,154.161984133168,50.6928751031558
9,4,1,2,35,64,64,146.477366547291,60.2227513313293
9,4,2,2,64,64,52,149.291964415692,60.2227513313293
9,4,3,2,64,64,8,149.828925355976,60.2227513313293
9,4,4,2,58,64,26,153.362546515143,60.2227513313293
9,4,5,1,25,64,61,153.557504030861,60.2227513313293
9,4,6,1,64,29,64,155.169974301119,60.2227513313293
9,4,7,1,64,64,8,155.339546459881,60.2227513313293
9,4,8,1,34,41,64,155.889679402952,60.2227513313293
9,4,9,1,17,41,62,156.640216535434,60.2227513313293
9,4,10,1,64,33,19,157.611992059199,60.2227513313293
3,5,1,2,37,64,64,147.405584913527,43.3333170175552
3,5,2,2,64,64,47,147.707279349516,43.3333170175552
3,5,3,2,64,51,64,149.117391955833,43.3333170175552
3,5,4,1,64,64,61,150.257043883515,43.3333170175552
3,5,5,1,64,30,64,151.877566217908,43.3333170175552
3,5,6,1,64,64,8,152.153462806785,43.3333170175552
3,5,7,1,64,33,19,152.489032951698,43.3333170175552
3,5,8,1,34,41,64,152.637352138126,43.3333170175552
3,5,9,1,26,64,56,152.990928845427,43.3333170175552
3,5,10,1,39,62,26,155.425602813713,43.3333170175552
8,5,1,2,64,53,64,145.801663989066,43.8862292011579
8,5,2,2,34,64,61,147.54689685971,43.8862292011579
8,5,3,1,64,30,64,148.345212908821,43.8862292011579
8,5,4,2,64,64,49,148.924431190742,43.8862292011579
8,5,5,2,64,64,17,150.903765002241,43.8862292011579
8,5,6,1,64,64,8,151.922389352273,43.8862292011579
8,5,7,1,34,41,64,152.321680474832,43.8862292011579
8,5,8,1,64,33,19,152.829655991945,43.8862292011579
8,5,9,1,39,62,26,154.155275154379,43.8862292011579
8,5,10,1,27,60,55,157.709291987441,43.8862292011579
10,5,1,2,64,64,55,142.099582617197,45.1635788361232
10,5,2,2,64,44,64,144.214646292531,45.1635788361232
10,5,3,2,37,64,64,147.88380686186,45.1635788361232
10,5,4,1,64,64,29,151.063089708853,45.1635788361232
10,5,5,1,25,64,58,152.93407938861,45.1635788361232
10,5,6,1,64,28,64,153.073542080726,45.1635788361232
10,5,7,1,64,64,8,153.132317097869,45.1635788361232
10,5,8,1,34,42,64,153.338933361233,45.1635788361232
10,5,9,2,56,55,58,155.263349221846,45.1635788361232
10,5,10,1,39,62,26,156.122734008371,45.1635788361232
17,5,1,2,37,64,64,146.756961715967,49.9830459157626
17,5,2,2,64,49,64,151.042657053451,49.9830459157626
17,5,3,1,24,64,59,153.859376606793,49.9830459157626
17,5,4,1,64,29,64,155.054138280882,49.9830459157626
17,5,5,1,64,64,8,155.38881285382,49.9830459157626
17,5,6,1,64,64,55,155.968620558863,49.9830459157626
17,5,7,1,17,41,62,156.27389894204,49.9830459157626
17,5,8,1,64,33,19,156.465015385981,49.9830459157626
17,5,9,1,34,41,64,157.179038619273,49.9830459157626
17,5,10,1,39,62,26,160.494735460261,49.9830459157626
2,5,1,2,38,64,64,148.517609015567,48.2636041998863
2,5,2,2,64,52,64,150.033189929635,48.2636041998863
2,5,3,1,64,28,64,152.794681967914,48.2636041998863
2,5,4,1,34,42,64,153.520675650764,48.2636041998863
2,5,5,1,8,64,64,153.658450021578,48.2636041998863
2,5,6,1,64,64,10,153.834151785923,48.2636041998863
2,5,7,1,23,64,64,154.392061837433,48.2636041998863
2,5,8,1,64,33,19,154.628021183513,48.2636041998863
2,5,9,1,17,41,62,155.543691777945,48.2636041998863
2,5,10,1,39,62,26,156.09262644135,48.2636041998863
14,5,1,2,64,64,19,145.343608724607,44.9649043162664
14,5,2,2,64,56,64,147.009933931675,44.9649043162664
14,5,3,2,37,64,64,147.031321318382,44.9649043162664
14,5,4,2,64,64,46,147.952557316737,44.9649043162664
14,5,5,1,25,64,58,150.023914440084,44.9649043162664
14,5,6,1,17,41,62,151.787662249727,44.9649043162664
14,5,7,1,64,33,19,152.011035548748,44.9649043162664
14,5,8,1,64,64,8,152.843881426699,44.9649043162664
14,5,9,1,25,49,64,153.192422488322,44.9649043162664
14,5,10,1,39,62,26,153.452382219641,44.9649043162664
4,5,1,2,64,44,64,144.835506321239,44.8438018321991
4,5,2,2,64,64,55,145.82249797075,44.8438018321991
4,5,3,2,64,64,22,146.076281883318,44.8438018321991
4,5,4,2,35,64,64,148.989520330245,44.8438018321991
4,5,5,1,64,33,19,150.199999985527,44.8438018321991
4,5,6,1,64,28,64,150.995443813272,44.8438018321991
4,5,7,1,64,64,8,151.321636644015,44.8438018321991
4,5,8,1,34,41,64,151.871459358443,44.8438018321991
4,5,9,1,39,62,26,153.454313235671,44.8438018321991
4,5,10,1,26,64,55,154.115897236695,44.8438018321991
1,5,1,2,35,64,64,146.309158589889,43.8699810663859
1,5,2,2,64,64,50,147.360763173005,43.8699810663859
1,5,3,2,64,53,64,147.840191701915,43.8699810663859
1,5,4,1,35,41,64,152.097664395996,43.8699810663859
1,5,5,1,64,64,8,152.315208304025,43.8699810663859
1,5,6,1,64,30,64,153.189489430934,43.8699810663859
1,5,7,1,27,64,57,153.957831856391,43.8699810663859
1,5,8,1,39,62,26,154.166528544945,43.8699810663859
1,5,9,1,17,41,62,154.827919184302,43.8699810663859
1,5,10,1,64,33,19,155.322841526719,43.8699810663859
16,5,1,2,64,64,46,150.917838320042,46.5815184632937
16,5,2,2,64,50,64,151.221964528534,46.5815184632937
16,5,3,1,64,30,64,153.19630434094,46.5815184632937
16,5,4,1,64,33,19,153.69827299777,46.5815184632937
16,5,5,2,37,64,64,154.351185291926,46.5815184632937
16,5,6,1,64,64,58,154.924620245386,46.5815184632937
16,5,7,1,64,64,8,155.002075312844,46.5815184632937
16,5,8,1,34,41,64,155.144562912094,46.5815184632937
16,5,9,1,39,62,26,158.647094451257,46.5815184632937
16,5,10,1,17,41,62,159.972151548547,46.5815184632937
5,5,1,2,64,48,64,147.934609594734,45.9458564639092
5,5,2,2,37,64,64,148.311507753637,45.9458564639092
5,5,3,2,64,64,43,149.198884200242,45.9458564639092
5,5,4,1,35,40,64,153.154418085561,45.9458564639092
5,5,5,1,64,33,19,154.057778942111,45.9458564639092
5,5,6,1,64,64,8,154.36463357189,45.9458564639092
5,5,7,1,64,30,61,155.447701062493,45.9458564639092
5,5,8,1,17,41,62,155.676710294744,45.9458564639092
5,5,9,1,39,62,26,156.387434611933,45.9458564639092
5,5,10,1,27,57,55,162.384261456293,45.9458564639092
18,5,1,2,64,64,50,145.005624598361,46.9662776152293
18,5,2,2,35,64,64,146.795962774227,46.9662776152293
18,5,3,2,64,48,64,148.643266046519,46.9662776152293
18,5,4,2,64,64,20,151.281362125884,46.9662776152293
18,5,5,1,34,41,64,152.253010759632,46.9662776152293
18,5,6,1,27,64,56,152.439887728057,46.9662776152293
18,5,7,1,39,62,26,153.759908697977,46.9662776152293
18,5,8,1,64,33,19,154.11592442637,46.9662776152293
18,5,9,1,64,64,8,154.762146502362,46.9662776152293
18,5,10,1,17,41,62,156.182699090566,46.9662776152293
15,5,1,2,64,64,59,149.806182361433,54.8327504316966
15,5,2,2,37,64,64,151.17896609754,54.8327504316966
15,5,3,2,57,45,64,154.989318526657,54.8327504316966
15,5,4,1,64,33,19,155.325667967594,54.8327504316966
15,5,5,1,17,41,62,155.367252428039,54.8327504316966
15,5,6,1,24,64,62,155.583736225433,54.8327504316966
15,5,7,1,34,41,64,155.702510977475,54.8327504316966
15,5,8,1,64,64,8,157.984963636107,54.8327504316966
15,5,9,1,64,29,64,159.322404322345,54.8327504316966
15,5,10,1,39,62,26,159.704310806659,54.8327504316966
20,5,1,2,37,64,64,147.897007668606,49.6438793698947
20,5,2,2,64,64,55,148.221542486242,49.6438793698947
20,5,3,2,58,48,64,154.153497929017,49.6438793698947
20,5,4,1,64,29,64,155.000681818232,49.6438793698947
20,5,5,1,33,42,64,155.49325609411,49.6438793698947
20,5,6,1,64,64,8,156.093945039168,49.6438793698947
20,5,7,1,64,33,19,156.522469409139,49.6438793698947
20,5,8,1,17,41,62,158.371780840492,49.6438793698947
20,5,9,1,22,64,64,158.594778730496,49.6438793698947
20,5,10,1,39,62,26,158.822207533787,49.6438793698947
11,5,1,2,64,48,64,146.568888701824,47.6311341325442
11,5,2,2,37,64,64,148.610732622628,47.6311341325442
11,5,3,1,64,33,19,151.52569629826,47.6311341325442
11,5,4,1,35,41,64,152.190400749893,47.6311341325442
11,5,5,2,64,64,44,152.687422288589,47.6311341325442
11,5,6,1,64,30,64,152.978805178036,47.6311341325442
11,5,7,1,39,62,26,153.645081573019,47.6311341325442
11,5,8,1,29,34,64,154.662355586973,47.6311341325442
11,5,9,1,17,41,62,154.918938663037,47.6311341325442
11,5,10,1,64,64,8,156.499152844773,47.6311341325442
7,5,1,2,64,64,46,148.661099448738,48.7028763175011
7,5,2,2,64,48,64,149.029823167083,48.7028763175011
7,5,3,1,8,64,64,152.577694806561,48.7028763175011
7,5,4,2,38,64,64,152.963165582762,48.7028763175011
7,5,5,1,64,33,19,153.223257642431,48.7028763175011
7,5,6,1,64,29,64,153.591495433881,48.7028763175011
7,5,7,1,34,42,64,153.842641227132,48.7028763175011
7,5,8,1,64,64,8,154.826926330907,48.7028763175011
7,5,9,1,23,64,64,156.452012649709,48.7028763175011
7,5,10,1,17,41,62,156.490528821556,48.7028763175011
12,5,1,2,37,64,64,146.052816591299,47.0890703996023
12,5,2,2,64,64,39,146.485315493285,47.0890703996023
12,5,3,2,64,64,14,148.494437225288,47.0890703996023
12,5,4,2,64,62,58,150.597339935391,47.0890703996023
12,5,5,1,64,29,64,152.274694908969,47.0890703996023
12,5,6,1,64,33,19,153.296759129978,47.0890703996023
12,5,7,1,64,64,8,153.904422127886,47.0890703996023
12,5,8,1,34,41,64,153.945249379906,47.0890703996023
12,5,9,1,26,64,58,155.178809138032,47.0890703996023
12,5,10,1,17,41,62,157.381320945838,47.0890703996023
19,5,1,2,64,44,64,143.801595096776,54.6730254650116
19,5,2,2,64,64,52,146.454556320813,54.6730254650116
19,5,3,2,36,64,64,148.444449565578,54.6730254650116
