repetition,cviter,train.cor,train.d,train.mse,train.mae,test.cor,test.d,test.mse,test.mae,time.in.mins,pred.type
2,1,0.91348439186652,0.948250661367778,81.3984979385234,6.02968837216002,0.777700608347682,0.876862664230795,155.479162826697,9.19678505615902,55.712840338548,avg
2,1,0.913619797432884,0.948350345742414,81.2699339736326,6.0240177179695,0.77790483495773,0.876968740990358,155.335661737308,9.19132093664929,55.712840338548,wavg
8,1,0.921156832054545,0.95002868502212,74.4051213664414,5.77732896814724,0.889517830879102,0.928160420475188,109.439318090861,6.89558360324777,54.6205321828524,avg
8,1,0.921212639448122,0.950111015925471,74.3174255289664,5.77455339194607,0.889845984049963,0.928333520245937,109.182596248773,6.89027315769383,54.6205321828524,wavg
10,1,0.910272359826625,0.944100902344905,82.5820075209948,6.02221702266452,0.886471241861587,0.909323987875245,130.111470550012,8.8726222902174,54.0023210088412,avg
10,1,0.910007534346535,0.943959631540017,82.7782075431324,6.03424754178111,0.886575345608682,0.909359581716277,130.049613032224,8.86667328331612,54.0023210088412,wavg
6,1,0.923185347482951,0.95103244030115,74.4964821289812,5.80414476213138,0.878977578993086,0.920197791478032,109.721496563237,8.19496459094408,56.0139906644821,avg
6,1,0.923421607412935,0.951240683506476,74.2421476961825,5.79325952247134,0.879072778739838,0.92026246103166,109.726139045544,8.19488539646695,56.0139906644821,wavg
4,1,0.917442374794298,0.947690751911717,80.5277957862499,6.11584796177252,0.67626741381859,0.803249039600371,197.650043349396,10.1159258861933,56.91530854702,avg
4,1,0.917526743288467,0.947745777138538,80.4511647746485,6.11333137355058,0.676335645085511,0.803297812426479,197.594343228632,10.1113693817529,56.91530854702,wavg
1,1,0.930553155878157,0.955867706538139,68.4576147122455,5.40516830095367,0.863930406656379,0.92287794736087,104.635762319876,7.50419939885237,59.3671261787415,avg
1,1,0.930582694007077,0.955913427127642,68.4048624789229,5.40633590505575,0.86417970603862,0.922985397877533,104.477083862287,7.50195844570265,59.3671261787415,wavg
7,1,0.922895776666953,0.948787009451827,74.2036147765828,5.83381125371586,0.805370549500058,0.829530718880429,226.43676323166,10.2981226739712,57.9421733220418,avg
7,1,0.922607397175668,0.948640431483562,74.403119055826,5.84389467180104,0.805456185328412,0.829721593847952,226.224634302759,10.2990538726716,57.9421733220418,wavg
5,1,0.905564797361017,0.940122883756001,87.3941901389553,6.40061762911817,0.817913305851951,0.888323147690789,173.776532797071,9.29369347051031,58.923635327816,avg
5,1,0.905757878736487,0.940292272662985,87.1994135223677,6.39344179235956,0.818345151851475,0.888646051614333,173.400187710219,9.28619387134719,58.923635327816,wavg
19,1,0.932928258997127,0.958289169648315,62.5518126932243,5.3333041302824,0.849423479418642,0.902178904482161,165.774934654322,9.39014150543642,54.7521909356117,avg
19,1,0.9328722542515,0.958267037894153,62.588008049002,5.33293872145093,0.84956732219344,0.902276040491317,165.639669816932,9.38414421912934,54.7521909356117,wavg
14,1,0.921267135815159,0.950010911914971,73.5934314060972,5.75437943164483,0.845690732753121,0.900419104353202,160.561009377498,8.80965777319889,57.2406732678413,avg
14,1,0.92126781172439,0.950027436916864,73.5806874814506,5.75617865580887,0.845593300893474,0.900380210329462,160.642484797546,8.81710595202325,57.2406732678413,wavg
15,1,0.910867121845938,0.941405150280286,85.0972329069042,6.26491144863749,0.826178961665179,0.881652247033314,158.355450936812,8.59291757584095,57.4090834021568,avg
15,1,0.910902151446169,0.941434606972718,85.0581231464694,6.26597864201164,0.826064246456377,0.881559448898384,158.441827885,8.59440861350167,57.4090834021568,wavg
17,1,0.912302786453201,0.944186970405731,83.1436828141874,6.21764800526842,0.823361298928789,0.892021360687642,173.245589695323,8.7786283735285,57.270200196902,avg
17,1,0.912757104122954,0.944569188048331,82.6805807327484,6.20062955747355,0.823749930430396,0.892294332190013,172.800320444668,8.76563312892637,57.270200196902,wavg
13,1,0.931947837457271,0.957445084715732,65.1273467811331,5.26453688600069,0.827523865652727,0.883539515029617,159.461633272707,8.21078940038729,60.7539019703865,avg
13,1,0.931990065557363,0.957478357560081,65.0838332012535,5.26400882307595,0.827735078361038,0.88369324723387,159.289092080665,8.2063885940124,60.7539019703865,wavg
12,1,0.919886198915384,0.947016994253179,77.9882952676524,5.97612304623672,0.782403187875857,0.83187235596764,199.060693458428,9.22152175338609,64.4716804186503,avg
12,1,0.91947128638721,0.946688463380297,78.3958198533471,5.99498110357048,0.782426490114969,0.831797265766838,199.133441027901,9.22347351275346,64.4716804186503,wavg
3,1,0.925591686921579,0.953450961640464,73.6298467537093,5.76036036478785,0.677674310845038,0.792379851099669,166.06374833447,9.24995536648386,68.284311568737,avg
3,1,0.925649560166419,0.953474776674117,73.589885963484,5.76205787846449,0.677842746831994,0.792582389231551,165.951601772655,9.23776797903315,68.284311568737,wavg
20,1,0.935400930866231,0.959554817820342,60.7196895760554,5.16661266894548,0.804058330684137,0.858284546148118,211.807541640949,9.25704348515202,63.251163093249,avg
20,1,0.935385245582491,0.95953205145545,60.7443134726467,5.17181386066517,0.804659116132953,0.858550806231492,211.411813382357,9.2461139001596,63.251163093249,wavg
18,1,0.915954909540817,0.945318727485875,80.8682742691411,6.09291860707579,0.774895898854888,0.85932171870008,186.938488045982,9.92536684883389,70.1360021392504,avg
18,1,0.916023669264474,0.945388698325881,80.786360084316,6.09104022478551,0.7751254886091,0.859514227882714,186.821786488241,9.92565873581527,70.1360021392504,wavg
9,1,0.924765136358074,0.953086371524865,73.450025433603,5.75745249942946,0.833726478444346,0.906658515387558,104.633386189386,7.30577392292309,93.5377450267474,avg
9,1,0.92477160668093,0.953091196760767,73.4398319985563,5.7649948990064,0.833190466051934,0.906353064541528,104.973203382331,7.3157865093372,93.5377450267474,wavg
16,1,0.898968349922268,0.9326577996945,91.6797670420851,6.61251302996505,0.845015889175768,0.890282116641074,207.845230323173,9.7993649538891,95.6261789560318,avg
16,1,0.899249858309221,0.932875589095767,91.4348713333438,6.60449364061777,0.845129781173791,0.890469602976068,207.59181918268,9.7913844042348,95.6261789560318,wavg
11,1,0.923795384414101,0.953000749204671,68.8822079329943,5.5214844304953,0.80280797996419,0.869019417343047,233.271515409328,10.5956561971524,104.078084822496,avg
11,1,0.924106831032426,0.953221160092237,68.5960097636459,5.51205784890784,0.802784764578324,0.869130644236435,233.051120918262,10.5854538725626,104.078084822496,wavg
6,2,0.905651180960763,0.939804995558682,88.0972699410095,6.21236940268003,0.863013751045148,0.885943018842122,160.2767644647,8.93632900664234,57.2523148258527,avg
6,2,0.905373202235593,0.939597061903807,88.3460498628075,6.22504826562526,0.862973667917112,0.885797626173133,160.434394714514,8.94593227216921,57.2523148258527,wavg
4,2,0.924712677106411,0.95313941405163,72.9001895706643,5.81887951266985,0.795252337727658,0.887757313540921,147.006826811625,7.76862236880303,58.3759238123894,avg
4,2,0.924496725781953,0.9530160699856,73.0788791046372,5.82735160953416,0.7952736694286,0.887771639422211,146.981888923578,7.77168192299167,58.3759238123894,wavg
10,2,0.919480663901266,0.949662667471212,79.2748661367121,5.97191579305426,0.748835386753866,0.860416855696455,127.170414188437,8.06580980109882,60.3079698403676,avg
10,2,0.919796143626929,0.949849500396084,79.0087687334317,5.96109391854414,0.748736622684698,0.860363731434994,127.185043115122,8.06237167834897,60.3079698403676,wavg
2,2,0.917094564232273,0.947552324511665,78.8378188580282,5.93961243405645,0.815909236453461,0.880932997630786,151.45701001663,8.66136043307734,62.0007372379303,avg
2,2,0.917222423995753,0.947645244934893,78.7228975685921,5.93244219393383,0.815893329017556,0.880934077168768,151.4615839968,8.65950176653805,62.0007372379303,wavg
8,2,0.907012251206277,0.939413877703533,85.3716083134129,6.1975826395993,0.798609842720661,0.85629137954954,233.579437596193,10.5353217940326,61.1789552966754,avg
8,2,0.906982729410281,0.939436474919952,85.3520925262549,6.19944001104014,0.798632534037145,0.856348067646097,233.506304810623,10.5416277629866,61.1789552966754,wavg
3,2,0.930691815832212,0.956544597879157,65.5905830645095,5.5844223783634,0.845827953963703,0.912410779364693,146.213871011545,8.29894794282913,53.6209446867307,avg
3,2,0.930694503554632,0.956532001287549,65.5991137622498,5.58863499761777,0.845763555437862,0.912360462776272,146.260163629147,8.3116261017739,53.6209446867307,wavg
12,2,0.916624404535521,0.947703969175443,79.3246174078215,5.94908609110096,0.74561132459431,0.847520253001546,190.952810185549,9.41569893405628,58.4800212820371,avg
12,2,0.916526260779849,0.947619538021151,79.424240567135,5.95469798027393,0.745594993477617,0.847477144172162,190.952839906549,9.41808407778292,58.4800212820371,wavg
17,2,0.92741063610767,0.954939743546234,70.8348417868368,5.70074877876189,0.787940809317083,0.873533212106221,155.56445309566,9.20302483487877,65.2094770312309,avg
17,2,0.927543731687043,0.954994064639482,70.7405728640369,5.69904146368179,0.787887486209904,0.873457918549615,155.658337059166,9.20856096936106,65.2094770312309,wavg
19,2,0.908547275572277,0.940307459338107,86.5294271689572,6.11206097500128,0.790935803369618,0.855708643241129,185.883579253739,9.72054539634562,67.2629590352376,avg
19,2,0.908702299607243,0.940450615046313,86.3669474326405,6.10724067741377,0.791041517861633,0.855916393108732,185.745420747176,9.72146188021593,67.2629590352376,wavg
20,2,0.926740849780855,0.954281114593892,69.2115583821721,5.45451847084345,0.794223589555439,0.854537487156849,188.500149534181,9.51933559974289,57.7209538181623,avg
20,2,0.92664562285987,0.954280541688804,69.2475925264226,5.45942510349244,0.79376409072934,0.85453095766957,188.707121622236,9.51386194448586,57.7209538181623,wavg
1,2,0.926418703921936,0.954326259908002,70.7259977347143,5.55798070071244,0.7508882950572,0.857077008525129,181.136407682444,9.75712717939707,70.5434656500816,avg
1,2,0.926458227467242,0.954331896115517,70.7055697556611,5.56131932543122,0.751197805905674,0.857217949681105,180.823969995362,9.7477854755884,70.5434656500816,wavg
13,2,0.903529675613624,0.937163879554602,93.543150672041,6.6033298916544,0.72782107606164,0.821978271953775,170.257873242292,9.22763013534959,64.0808097322782,avg
13,2,0.903901119445684,0.9374720063826,93.1595883142367,6.59066815935066,0.727571979050887,0.82187714222977,170.344317705047,9.2250865956497,64.0808097322782,wavg
15,2,0.932281470890118,0.958279341776168,63.7642374226418,5.03576900629839,0.734618586479922,0.839935194940673,231.26845073814,11.0809378065849,66.8819610118866,avg
15,2,0.932367686857483,0.95836855842982,63.6642859327665,5.03078106823907,0.735095656019756,0.840242740574113,230.947421807435,11.0754204484047,66.8819610118866,wavg
14,2,0.907740239242753,0.942562601787176,87.6769766897515,6.36271108330094,0.841397233076728,0.912937846959122,112.318446590185,8.34565341901195,71.3830855329831,avg
14,2,0.907722136679739,0.942559276919375,87.686619942617,6.36539990419952,0.841275400712833,0.912869291127795,112.421136359835,8.34547944188225,71.3830855329831,wavg
