repetition,cviter,train.cor,train.d,train.mse,train.mae,test.cor,test.d,test.mse,test.mae,time.in.mins
1,1,0.841678251325135,0.907027288681417,135.414679124089,8.69169300462933,0.818422706287441,0.885556004894321,176.272537138538,9.46713459207013,0.123658502101898
1,2,0.838947771626707,0.905203193238683,140.515345721226,8.84548342808941,0.835004172350291,0.904106338688145,134.310454769195,8.69917124383978,0.109279251098633
1,3,0.839894122060412,0.905860731463279,139.647133979511,8.81506069969862,0.836258724938042,0.904564539534381,134.384187680608,8.55174538385657,0.114662333329519
1,4,0.840543742844699,0.906222338216681,138.764745868692,8.7618058397604,0.824061948299797,0.899922844926619,147.274216932587,9.17578966836399,0.0996236840883891
1,5,0.8410797521543,0.906639342162852,138.442350300433,8.74655119456114,0.824731861284761,0.899198312406658,145.487055289369,9.0424556663121,0.102051953474681
1,6,0.84229825618362,0.907606284478447,136.547994873608,8.70107148651373,0.820877776250637,0.895444647701131,157.284131438673,9.27836219863562,0.0881720304489136
2,1,0.840130696183139,0.906137014975782,138.2329748447,8.75960014465221,0.842518210792892,0.90460833221544,140.991317092462,8.90416427945815,0.0925671339035034
1,7,0.839081605129489,0.905358316656179,139.226104778434,8.78650099233364,0.845954106413893,0.910891366798969,135.96076618115,8.75953823226048,0.0881575663884481
2,2,0.84281544723447,0.907868255673041,135.400670856431,8.67555123462423,0.814470717769899,0.887669277787228,170.523558137461,9.53722951794649,0.0944429993629456
1,8,0.840693817637719,0.906439166610744,138.376121416221,8.76289949300688,0.828185553769311,0.896856491636487,146.776888005497,9.09783264266441,0.0960571010907491
2,3,0.840252543791677,0.906173569147848,140.297870204054,8.82292943533514,0.839096178851486,0.909427816426972,123.618303037799,8.45173990580326,0.0887453993161519
1,9,0.841675339725477,0.907013098947866,137.792131534754,8.73867179936449,0.818130318431712,0.892642502064228,151.862522892209,9.22720053529409,0.0898602843284607
2,4,0.83933348565815,0.905420396175987,140.317511278734,8.77747090024032,0.835245343953231,0.906410252296641,133.59916824933,9.03515845446836,0.0889729181925456
1,10,0.838192774007955,0.904639454031593,139.483724748637,8.78729405883897,0.84618047338971,0.909732502989999,139.519991985005,8.93841157496294,0.089106015364329
3,1,0.843371915561809,0.908243748732617,136.322980394841,8.69789172674334,0.804961560526827,0.884391973888769,163.0656765148,9.42030281385007,0.0950964132944743
2,5,0.838924930140599,0.905051598877568,140.170129808943,8.79902341241399,0.834748552110731,0.903969779030595,138.038960582554,9.00907285973191,0.0963775674502055
3,2,0.841601912365128,0.907065252299227,137.181262109683,8.72957327102609,0.827801461693455,0.904214449509653,151.448710716221,9.1853796965978,0.0917683482170105
2,6,0.839215862426879,0.905428094413643,139.362569273411,8.7977775005971,0.842323781110823,0.902064081172041,138.059077663835,8.88763034312257,0.0863271355628967
3,3,0.840109966996126,0.905942040328289,137.693419906264,8.74007263503017,0.826604074729311,0.901423641179704,158.381820908971,9.24984152074179,0.0864769498507182
4,1,0.839829840319115,0.90583991808171,139.409459175758,8.78636137949787,0.844100231550471,0.909990043660827,130.883951655472,8.57730868178485,0.0941312511761983
2,7,0.838833633047251,0.905108387932845,139.096596177421,8.79274613230059,0.837341115963371,0.90580043103032,146.635905226349,8.86781412085368,0.0932662010192871
3,4,0.841184531260007,0.906700202307279,137.019774509499,8.72037888583631,0.822445654233774,0.889469370306494,160.8619396165,9.4247571359252,0.0918185989061991
4,2,0.84237297161303,0.907626688613658,137.588724321943,8.74031260815071,0.816815302405611,0.892602530097905,149.351326038144,9.16960226690639,0.0886764009793599
2,8,0.840259933699495,0.90612943712154,138.746727034521,8.76685800331248,0.83302930999767,0.900233117993846,142.445495630006,8.94599189543558,0.0893722494443258
3,5,0.838034474984586,0.904616898552052,139.007508887546,8.76791567056604,0.850712332161783,0.907910863342516,142.388224681843,8.83635811522699,0.0870426495869954
4,3,0.840701200057188,0.90627366519118,138.279583707443,8.75730296327645,0.814732938335665,0.889953481990373,156.950812147121,9.22024271260448,0.0876583337783814
2,9,0.841234140013308,0.906755258844237,138.62698507461,8.79906265317407,0.82349965414974,0.90180818662867,144.761912031037,8.75956355586362,0.0901800155639648
