repetition,cviter,trial,growth.factors,num.extra.layers,units1,units2,batch.normalization,dropouts1,dropouts2,dropouts3,mse.test.mean,time.in.mins
6,1,1,20|19|3|11|6|2|13|9|11|19|20|9|17|17|18|6|2|12|19|4|6|9|2|4|16|19|2|13|5,2,48,49,TRUE,0.343028499289519,0.449417400372396,0.438171271707526,179.999239642004,103.552320631345
6,1,2,15|10|11|14|6|16|7|10|12|4|6|16|6|14|9|4|20|17|9|12|17|10|12|7|11|2|11|15|13,1,60,51,TRUE,0.374211897890523,0.420608503464609,0.349628822083792,180.638986641244,103.552320631345
6,1,3,16|11|7|17|14|17|3|3|9|8|15|6|12|20|3|9|2|16|19|7|15|18|4|8|18|5|18|16|14,2,73,79,TRUE,0.411290735230109,0.173523754094236,0.208325239210778,182.921049454177,103.552320631345
6,1,4,7|5|19|12|11|15|9|13|13|10|16|4|7|13|9|11|11|11|10|7|13|18|5|7|6|17|15|13|13,2,71,58,TRUE,0.385188289203345,0.398187034174205,0.372860355334382,184.153634246824,103.552320631345
6,1,5,15|13|17|10|14|3|7|9|19|4|20|7|12|17|14|5|2|14|16|4|16|10|6|14|8|20|2|18|17,2,56,71,TRUE,0.350329301756759,0.448646770077506,0.17897186549802,185.775997987189,103.552320631345
6,1,6,15|11|15|5|18|15|16|9|2|4|6|14|11|18|9|4|4|18|6|11|2|4|9|19|17|5|13|19|11,2,77,62,TRUE,0.362467398706617,0.30642611540647,0.140378036869354,186.079706591885,103.552320631345
6,1,7,2|20|8|17|14|13|19|18|10|3|4|13|4|19|11|17|11|10|18|15|16|2|20|11|10|19|8|20|8,1,74,36,TRUE,0.34781768492216,0.300040066699472,0.384000194654153,186.527574458526,103.552320631345
6,1,8,13|16|11|10|13|5|5|7|2|7|17|9|5|3|16|15|7|11|11|12|3|11|8|10|5|13|16|12|20,2,58,57,TRUE,0.24646698617855,0.277328986051078,0.137322807900556,189.314902899001,103.552320631345
6,1,9,7|7|19|13|9|11|10|8|14|11|15|7|10|9|2|2|13|14|19|3|20|12|6|14|7|2|5|15|15,2,56,78,TRUE,0.375009666522657,0.461109709934764,0.194614038770347,189.464092952819,103.552320631345
6,1,10,5|8|17|10|5|11|3|20|15|17|10|19|19|20|18|16|17|7|12|8|9|20|6|19|17|9|3|20|4,1,73,77,TRUE,0.138319265997658,0.414086875458533,0.46478981910558,190.127977969745,103.552320631345
