repetition,cviter,trial,growth.factors,num.extra.layers,units1,units2,mse.test.mean,time.in.mins
2,2,2,12|18,1,24,70,102.464295682906,175.83587508599
2,2,3,9|11,1,56,17,103.235304046533,175.83587508599
2,2,4,17|14,1,58,25,103.781304429071,175.83587508599
2,2,5,20|20,0,21,78,103.997717866108,175.83587508599
2,2,6,20|20,0,25,53,104.036991889347,175.83587508599
2,2,7,2|11,2,80,51,104.066786450281,175.83587508599
2,2,8,9|9,1,57,41,104.583159250594,175.83587508599
2,2,9,12|8,1,67,11,104.592448931466,175.83587508599
2,2,10,16|16,1,24,56,104.678226562625,175.83587508599
9,2,1,3|17,1,52,66,101.840452824303,182.355513783296
9,2,2,2|11,2,80,51,103.632233068217,182.355513783296
9,2,3,16|16,1,26,56,103.830133625546,182.355513783296
9,2,4,12|18,1,24,70,104.142931947414,182.355513783296
9,2,5,20|20,0,21,78,104.227045891924,182.355513783296
9,2,6,20|20,0,63,69,104.318396769228,182.355513783296
9,2,7,9|11,1,56,17,105.115881189809,182.355513783296
9,2,8,17|14,1,58,25,105.384887071613,182.355513783296
9,2,9,12|8,1,67,11,105.606629117803,182.355513783296
9,2,10,20|13,0,9,55,105.994002411307,182.355513783296
3,2,1,3|17,1,52,66,101.956311370861,172.94562561512
3,2,2,12|18,1,24,70,102.496750242542,172.94562561512
3,2,3,2|11,2,80,51,103.918542965725,172.94562561512
3,2,4,20|20,0,21,78,103.92094541468,172.94562561512
3,2,5,20|20,0,20,52,103.966974861441,172.94562561512
3,2,6,17|14,1,58,25,104.071994185603,172.94562561512
3,2,7,16|17,1,26,55,104.442842690211,172.94562561512
3,2,8,9|11,1,56,17,104.58961468184,172.94562561512
3,2,9,6|16,1,41,40,104.791354725572,172.94562561512
3,2,10,9|15,2,37,54,105.913186498741,172.94562561512
18,2,1,3|17,1,52,66,101.590982426149,186.863806382815
18,2,2,12|18,1,24,70,102.147677064945,186.863806382815
18,2,3,20|20,0,27,78,103.575532183802,186.863806382815
18,2,4,20|20,0,21,78,103.651865822882,186.863806382815
18,2,5,20|20,0,34,52,103.653673747037,186.863806382815
18,2,6,15|16,1,30,54,104.195577401118,186.863806382815
18,2,7,17|14,1,58,25,104.535507260735,186.863806382815
18,2,8,12|8,1,67,11,104.611234001529,186.863806382815
18,2,9,9|11,1,56,17,104.879347204358,186.863806382815
18,2,10,9|15,2,37,54,105.704311863247,186.863806382815
11,2,1,3|17,1,52,66,100.94203672728,194.66686861515
11,2,2,12|18,1,24,70,102.439876008764,194.66686861515
11,2,3,9|11,1,56,17,103.084831480074,194.66686861515
11,2,4,20|20,0,23,53,103.887756322175,194.66686861515
11,2,5,20|20,0,21,78,104.126182064163,194.66686861515
11,2,6,12|8,1,67,11,104.195932875754,194.66686861515
11,2,7,17|14,1,58,25,105.380867028096,194.66686861515
11,2,8,9|15,2,37,54,105.723419868106,194.66686861515
11,2,9,15|10,1,21,37,106.142664008801,194.66686861515
11,2,10,6|12,2,79,30,106.29303732524,194.66686861515
1,2,1,3|17,1,52,66,101.471900012677,205.229965217908
1,2,2,9|11,1,56,17,102.144677355009,205.229965217908
1,2,3,12|18,1,24,70,102.993477609389,205.229965217908
1,2,4,17|14,1,58,25,103.923031658065,205.229965217908
1,2,5,20|20,0,21,78,104.240803717355,205.229965217908
1,2,6,20|20,0,11,46,104.444726866618,205.229965217908
1,2,7,16|16,1,26,55,104.689285912382,205.229965217908
1,2,8,12|8,1,67,11,105.045895042824,205.229965217908
1,2,9,9|15,2,37,54,105.653927781044,205.229965217908
1,2,10,6|12,2,79,30,107.041955668022,205.229965217908
6,2,1,3|17,1,52,66,101.328897839158,181.601284249624
6,2,2,12|18,1,24,70,102.063732936136,181.601284249624
6,2,3,20|20,0,33,52,103.756143198131,181.601284249624
6,2,4,16|17,1,24,56,103.893150364646,181.601284249624
6,2,5,9|11,1,56,17,104.067763989844,181.601284249624
6,2,6,7|16,1,40,40,104.168117729468,181.601284249624
6,2,7,20|20,0,21,78,104.379225873606,181.601284249624
6,2,8,17|14,1,58,25,104.51054035878,181.601284249624
6,2,9,12|8,1,67,11,105.256286850402,181.601284249624
6,2,10,18|10,1,25,65,105.34012884932,181.601284249624
17,2,1,3|17,1,52,66,101.208414549634,191.743699816863
17,2,2,12|18,1,24,70,101.842667319976,191.743699816863
17,2,3,9|11,1,56,17,102.430146892118,191.743699816863
17,2,4,15|16,1,29,54,103.595017705605,191.743699816863
17,2,5,20|20,0,29,52,103.904828033232,191.743699816863
17,2,6,17|14,1,58,25,104.164186392285,191.743699816863
17,2,7,20|20,0,21,78,104.181901811943,191.743699816863
17,2,8,7|7,1,52,40,104.329207290088,191.743699816863
17,2,9,12|8,1,67,11,104.433358703104,191.743699816863
17,2,10,20|9,1,23,67,104.846498548858,191.743699816863
20,2,1,3|17,1,52,66,102.091634110313,179.067250216007
20,2,2,12|18,1,24,70,103.126917036724,179.067250216007
20,2,3,17|14,1,58,25,103.716581744222,179.067250216007
20,2,4,7|15,1,43,40,103.865152173127,179.067250216007
20,2,5,16|17,1,25,56,103.985785823264,179.067250216007
20,2,6,9|11,1,56,17,104.297487175132,179.067250216007
20,2,7,12|8,1,67,11,104.361194882697,179.067250216007
20,2,8,20|20,0,26,51,104.39948491371,179.067250216007
20,2,9,2|7,1,2,51,104.641386789584,179.067250216007
20,2,10,15|10,1,26,67,104.769194352143,179.067250216007
13,2,1,3|17,1,52,66,100.828895128947,190.406898482641
13,2,2,15|16,1,30,54,102.739922786535,190.406898482641
13,2,3,12|18,1,24,70,102.872880659939,190.406898482641
13,2,4,2|20,2,40,80,103.695627988206,190.406898482641
13,2,5,20|20,0,39,52,103.8748411243,190.406898482641
13,2,6,12|8,1,67,11,104.059302405891,190.406898482641
13,2,7,17|14,1,58,25,104.221400241224,190.406898482641
13,2,8,20|20,0,21,78,104.361689422825,190.406898482641
13,2,9,9|11,1,56,17,104.438051038023,190.406898482641
13,2,10,9|15,2,37,54,105.450493820307,190.406898482641
4,3,1,12|18,1,24,70,102.157195969243,161.782319482168
4,3,2,3|17,1,52,66,103.053752562236,161.782319482168
4,3,3,17|14,1,58,25,103.366837253919,161.782319482168
4,3,4,2|8,2,80,51,103.421580183501,161.782319482168
4,3,5,9|11,1,56,17,103.754189929376,161.782319482168
4,3,6,12|8,1,67,11,103.874229501458,161.782319482168
4,3,7,20|20,0,21,78,103.979076659197,161.782319482168
4,3,8,16|17,1,25,55,104.651269574927,161.782319482168
4,3,9,20|20,0,18,53,104.736783283587,161.782319482168
4,3,10,20|20,0,60,69,104.786952509364,161.782319482168
12,3,1,3|17,1,52,66,101.252158579252,164.581961333752
12,3,2,12|18,1,24,70,102.809797539055,164.581961333752
12,3,3,20|20,0,21,78,103.812399225618,164.581961333752
12,3,4,20|20,0,27,52,104.273619395853,164.581961333752
12,3,5,10|9,1,57,41,104.314586565359,164.581961333752
12,3,6,12|8,1,67,11,104.664921569928,164.581961333752
12,3,7,17|14,1,58,25,104.698215994136,164.581961333752
12,3,8,16|16,1,25,56,105.15111768468,164.581961333752
12,3,9,9|15,2,37,54,106.177443886616,164.581961333752
12,3,10,9|11,1,56,17,106.479306985484,164.581961333752
14,3,1,3|17,1,52,66,103.349610881411,187.34568486611
14,3,2,12|18,1,24,70,103.494967053865,187.34568486611
14,3,3,2|12,2,63,49,104.65506355074,187.34568486611
14,3,4,20|20,0,21,78,104.921729950098,187.34568486611
14,3,5,20|20,0,12,53,105.048087567005,187.34568486611
14,3,6,16|17,1,25,55,105.126938010084,187.34568486611
14,3,7,9|11,1,56,17,105.30156229602,187.34568486611
14,3,8,17|14,1,58,25,105.677757270882,187.34568486611
14,3,9,12|8,1,67,11,105.852509339106,187.34568486611
14,3,10,9|15,2,37,54,106.702232963264,187.34568486611
8,3,1,3|17,1,52,66,101.514012484728,173.135941684246
8,3,2,12|18,1,24,70,101.704888738314,173.135941684246
8,3,3,9|10,1,52,41,103.113300225674,173.135941684246
8,3,4,9|11,1,56,17,103.138200609031,173.135941684246
8,3,5,20|20,0,21,78,103.312507044305,173.135941684246
8,3,6,16|17,1,24,56,103.472820168704,173.135941684246
8,3,7,17|14,1,58,25,103.832256107386,173.135941684246
8,3,8,20|20,0,37,52,103.892684225445,173.135941684246
8,3,9,20|15,0,2,58,104.843334004669,173.135941684246
8,3,10,12|8,1,67,11,105.245073475962,173.135941684246
15,3,1,3|17,1,52,66,100.830351811691,179.756423616409
15,3,2,12|18,1,24,70,102.668254393756,179.756423616409
15,3,3,9|11,1,56,17,102.724742162711,179.756423616409
15,3,4,17|14,1,58,25,103.282386052841,179.756423616409
15,3,5,8|9,1,54,40,103.343534951337,179.756423616409
15,3,6,20|20,0,19,53,103.565638787459,179.756423616409
15,3,7,20|20,0,21,78,103.569450728093,179.756423616409
15,3,8,2|12,2,80,51,103.602732724516,179.756423616409
15,3,9,16|16,1,27,55,103.814205171228,179.756423616409
15,3,10,12|8,1,67,11,104.272873890121,179.756423616409
5,3,1,3|17,1,52,66,102.31498927078,190.587745201588
5,3,2,12|18,1,24,70,102.387553024835,190.587745201588
5,3,3,2|13,2,51,47,103.688261089844,190.587745201588
5,3,4,20|20,0,21,78,104.237909906442,190.587745201588
5,3,5,20|20,0,24,53,104.740273844462,190.587745201588
5,3,6,18|9,1,25,70,104.892539871829,190.587745201588
5,3,7,9|9,1,50,40,105.215205003703,190.587745201588
5,3,8,9|11,1,56,17,105.361724728017,190.587745201588
5,3,9,17|14,1,58,25,105.553246520364,190.587745201588
5,3,10,16|17,1,25,55,105.678121075922,190.587745201588
16,3,1,3|17,1,52,66,102.026673488153,174.176933280627
16,3,2,12|18,1,24,70,102.863170328254,174.176933280627
16,3,3,20|20,0,21,78,104.065167835685,174.176933280627
