repetition,cviter,trial,growth.factors,num.extra.layers,units1,units2,batch.normalization,dropouts1,dropouts2,dropouts3,mse.test.mean,time.in.mins
3,1,1,16|10|12|8|11|14|9|5|13|8|12|2|14|9|15|20|6|13|14,2,36,79,TRUE,0.113705070955285,0.392772728184131,0.492336139064103,106.714368053565,153.580782600244
3,1,2,20|10|14|17|19|15|19|12|7|2|20|13|7|20|13|8|10|9|16,2,78,77,TRUE,0.32180618636328,0.192296073575003,0.10761759077163,107.607376982855,153.580782600244
3,1,3,15|6|12|17|14|9|4|9|7|6|10|3|20|15|10|17|11|15|2,2,77,75,TRUE,0.23807196709304,0.305965322710717,0.266619188133499,107.813776077825,153.580782600244
3,1,4,17|16|6|4|11|12|14|14|6|8|19|11|6|6|20|13|9|13|10,2,47,65,TRUE,0.361880766000384,0.414843521288668,0.136656731572181,108.164434015237,153.580782600244
3,1,5,16|4|12|18|7|8|10|17|10|11|9|13|12|12|17|16|19|12|5,0,51,74,TRUE,0.43456556649001,0.418264399492182,0.333912617140091,108.183787912946,153.580782600244
3,1,6,14|20|3|9|17|13|2|16|20|10|10|19|11|20|6|12|2|4|20,2,69,78,TRUE,0.358859861886594,0.375822064755126,0.122340250277641,108.382006409258,153.580782600244
3,1,7,19|17|7|10|19|8|16|12|8|9|8|7|3|7|13|19|4|8|6,2,56,76,TRUE,0.352417532250359,0.203004165831554,0.107785441415941,108.613965861952,153.580782600244
3,1,8,19|3|17|15|2|5|9|14|10|13|19|3|15|6|15|7|3|17|14,0,62,64,TRUE,0.390076867868909,0.245049790525809,0.226492374859607,108.917619928863,153.580782600244
3,1,9,10|14|12|16|13|4|8|4|3|8|16|9|15|11|14|10|7|9|10,2,49,76,TRUE,0.148800364101771,0.121484031127945,0.380510172674146,109.073734601643,153.580782600244
3,1,10,19|16|10|13|19|4|14|11|10|7|2|17|19|2|15|9|11|12|15,2,76,56,TRUE,0.407723900169372,0.322184769758302,0.136035511507862,109.163659193409,153.580782600244
15,1,1,17|18|14|13|11|7|7|6|19|14|3|14|4|20|18|17|14|7|7,2,58,45,TRUE,0.343531980005523,0.27468842700876,0.438782346116988,107.482745327075,150.039128450553
15,1,2,19|7|17|18|16|5|11|4|17|11|4|4|6|11|12|13|7|10|9,0,63,54,TRUE,0.458002685380076,0.355295714076224,0.256489266904935,107.973786657338,150.039128450553
15,1,3,10|14|12|16|13|4|8|4|3|8|16|9|15|11|14|10|7|9|10,2,49,76,TRUE,0.148800364101771,0.121484031127945,0.380510172674146,107.987738822258,150.039128450553
15,1,4,20|10|14|17|19|15|19|12|7|2|20|13|7|20|13|8|10|9|16,2,78,77,TRUE,0.32180618636328,0.192296073575003,0.10761759077163,108.37270208504,150.039128450553
