repetition,cviter,trial,growth.factors,num.extra.layers,units1,units2,mse.test.mean,time.in.mins
1,1,1,6|19|13|7|13|4|13|10,2,57,58,103.215194013518,299.928845453262
1,1,2,5|2|8|14|10|8|7|15,2,61,78,103.620206479621,299.928845453262
1,1,3,5|4|11|6|15|8|18|15,2,56,65,103.980070800196,299.928845453262
1,1,4,10|9|3|5|12|12|16|3,2,59,63,104.107161473547,299.928845453262
1,1,5,5|17|16|14|8|12|5|17,2,49,49,104.344663079943,299.928845453262
1,1,6,17|14|9|17|20|8|6|18,0,58,25,104.446688287117,299.928845453262
1,1,7,2|16|8|8|15|4|17|18,0,56,28,104.530841345409,299.928845453262
1,1,8,4|6|7|12|7|5|16|18,0,78,23,104.582022747764,299.928845453262
1,1,9,15|4|9|12|16|13|12|16,2,42,70,104.661010482677,299.928845453262
1,1,10,14|17|12|8|16|12|11|9,2,51,52,104.757597552073,299.928845453262
3,1,1,6|19|7|9|10|18|11|14,2,73,65,102.324966384191,310.404618485769
3,1,2,17|19|8|7|20|16|11|15,2,54,55,102.377639821624,310.404618485769
3,1,3,5|2|8|14|10|8|7|15,2,61,78,102.923252050074,310.404618485769
3,1,4,9|18|12|6|17|11|13|12,2,67,69,102.937077568158,310.404618485769
3,1,5,5|15|4|13|17|7|18|20,0,34,65,103.268164566244,310.404618485769
3,1,6,18|17|10|6|19|7|13|12,2,56,75,103.417161913088,310.404618485769
3,1,7,10|9|3|5|12|12|16|3,2,59,63,103.417633366376,310.404618485769
3,1,8,19|17|10|7|17|6|16|8,2,44,51,103.65235341078,310.404618485769
3,1,9,5|7|6|8|15|8|14|11,2,55,67,103.799224470666,310.404618485769
3,1,10,9|19|11|3|7|14|10|17,2,80,48,103.849057571287,310.404618485769
20,1,1,3|4|4|11|10|13|18|18,2,67,65,102.283164090153,316.034274331729
20,1,2,5|20|8|7|9|19|9|12,2,74,63,102.623121650846,316.034274331729
20,1,3,5|2|8|14|10|8|7|15,2,61,78,102.665714835628,316.034274331729
20,1,4,3|12|10|6|16|3|15|19,0,56,22,103.588910920463,316.034274331729
20,1,5,17|14|9|17|20|8|6|18,0,58,25,103.67590658218,316.034274331729
20,1,6,15|17|11|4|20|9|13|11,2,55,63,103.854735754863,316.034274331729
20,1,7,8|16|10|9|16|10|12|16,2,57,70,103.90609437832,316.034274331729
20,1,8,9|19|11|3|7|14|10|17,2,80,48,104.243167699996,316.034274331729
20,1,9,13|17|12|9|3|19|8|16,0,43,56,104.305682857451,316.034274331729
20,1,10,8|4|8|10|19|10|11|16,0,68,65,104.336494555738,316.034274331729
4,1,1,5|2|8|14|10|8|7|15,2,61,78,103.062947344371,325.134472433726
4,1,2,8|17|10|7|16|14|13|17,2,59,71,103.236622687499,325.134472433726
4,1,3,4|17|13|14|6|12|6|16,2,48,49,103.536985206124,325.134472433726
4,1,4,6|14|10|9|9|20|5|18,2,74,66,103.638615641784,325.134472433726
4,1,5,9|19|11|3|7|14|10|17,2,80,48,103.699781692905,325.134472433726
4,1,6,17|14|9|17|20|8|6|18,0,58,25,104.296770983772,325.134472433726
4,1,7,15|4|9|12|16|13|12|16,2,42,70,104.638148657634,325.134472433726
4,1,8,10|18|16|9|19|17|12|15,2,43,61,104.680334365208,325.134472433726
4,1,9,13|17|12|9|3|19|8|16,0,43,56,104.92759767069,325.134472433726
4,1,10,3|15|6|4|14|3|14|17,0,55,22,104.938962083979,325.134472433726
2,1,1,6|19|10|6|18|8|14|11,2,64,60,102.295410758757,339.53023613294
2,1,2,5|2|8|14|10|8|7|15,2,61,78,102.707687970362,339.53023613294
2,1,3,5|20|17|15|14|19|2|14,2,60,51,102.798721749314,339.53023613294
2,1,4,10|5|5|13|18|14|14|17,2,62,73,102.877362509967,339.53023613294
2,1,5,6|17|13|9|14|16|10|12,2,57,59,103.249684832806,339.53023613294
2,1,6,5|18|16|14|6|8|5|19,2,41,45,103.448327169291,339.53023613294
2,1,7,6|6|6|14|5|9|16|20,0,65,25,103.644791044429,339.53023613294
2,1,8,10|9|3|5|12|12|16|3,2,59,63,103.785877156205,339.53023613294
2,1,9,17|14|9|17|20|8|6|18,0,58,25,103.937091217476,339.53023613294
2,1,10,15|20|9|4|18|8|11|11,2,57,66,104.00223290025,339.53023613294
6,1,1,10|17|10|4|17|14|14|14,2,52,52,102.855147030847,330.611467464765
6,1,2,17|14|9|17|20|8|6|18,0,58,25,103.95544351759,330.611467464765
6,1,3,10|18|7|6|3|18|10|17,0,73,39,104.12098922906,330.611467464765
6,1,4,3|16|8|7|9|9|16|16,0,58,23,104.134380036119,330.611467464765
6,1,5,19|17|10|7|17|6|16|8,2,44,51,104.254938486207,330.611467464765
6,1,6,5|2|8|14|10|8|7|15,2,61,78,104.282569514388,330.611467464765
6,1,7,13|17|12|9|3|19|8|16,0,43,56,104.323008753146,330.611467464765
6,1,8,9|19|11|3|7|14|10|17,2,80,48,104.428744139779,330.611467464765
6,1,9,15|4|9|12|16|13|12|16,2,42,70,104.491987595583,330.611467464765
6,1,10,6|20|11|10|18|15|5|15,0,28,58,104.762637016271,330.611467464765
7,1,1,17|19|12|7|18|18|10|15,2,57,52,102.655181397677,332.789543581009
7,1,2,9|18|12|6|17|10|13|12,2,62,69,102.82376421919,332.789543581009
7,1,3,6|20|11|9|10|17|12|17,2,75,65,102.880052440841,332.789543581009
7,1,4,7|20|5|14|3|18|4|18,2,80,54,102.904195406533,332.789543581009
7,1,5,9|19|11|3|7|14|10|17,2,80,48,103.168875143502,332.789543581009
7,1,6,5|14|5|15|16|13|17|19,0,16,65,103.399392166708,332.789543581009
7,1,7,5|2|8|14|10|8|7|15,2,61,78,103.720953598387,332.789543581009
7,1,8,10|9|3|5|12|12|16|3,2,59,63,103.802733683923,332.789543581009
7,1,9,3|12|6|2|15|11|15|18,0,57,23,103.825561101019,332.789543581009
7,1,10,17|14|9|17|20|8|6|18,0,58,25,103.8617038345,332.789543581009
8,1,1,2|17|2|2|9|3|7|16,2,79,58,102.672729284562,333.915221615632
8,1,2,12|8|6|14|19|17|7|15,2,49,73,103.458786816196,333.915221615632
8,1,3,5|2|8|14|10|8|7|15,2,61,78,103.51775312595,333.915221615632
8,1,4,6|17|14|12|10|10|7|16,2,47,51,103.649088488133,333.915221615632
8,1,5,10|9|3|5|12|12|16|3,2,59,63,104.027575672813,333.915221615632
8,1,6,17|14|9|17|20|8|6|18,0,58,25,104.134366438892,333.915221615632
8,1,7,15|4|9|12|16|13|12|16,2,42,70,104.14026830034,333.915221615632
8,1,8,8|16|9|9|15|15|13|17,2,67,69,104.214373636126,333.915221615632
8,1,9,9|19|11|3|7|14|10|17,2,80,48,104.229515589364,333.915221615632
8,1,10,2|14|4|3|13|4|13|18,0,56,21,104.678409485242,333.915221615632
11,1,1,5|11|5|8|11|15|17|20,0,75,40,103.297369170528,332.904277582963
11,1,2,7|17|10|14|17|18|7|10,2,46,59,103.440139903558,332.904277582963
11,1,3,5|2|8|14|10|8|7|15,2,61,78,103.498784539154,332.904277582963
11,1,4,7|4|9|9|7|9|14|20,0,80,28,103.565214487076,332.904277582963
11,1,5,17|14|9|17|20|8|6|18,0,58,25,103.625077225155,332.904277582963
11,1,6,9|19|11|3|7|14|10|17,2,80,48,103.903658957854,332.904277582963
11,1,7,13|17|12|9|3|19|8|16,0,43,56,103.999946405755,332.904277582963
11,1,8,10|9|3|5|12|12|16|3,2,59,63,104.259006673976,332.904277582963
11,1,9,5|3|5|8|6|17|17|18,2,65,50,104.280341220533,332.904277582963
11,1,10,19|17|10|7|17|6|16|8,2,44,51,104.294174319146,332.904277582963
18,1,1,6|17|13|8|16|12|11|15,2,54,52,102.420935192734,333.384258766969
18,1,2,6|15|16|16|9|11|4|19,2,50,50,102.787032085395,333.384258766969
18,1,3,5|2|8|14|10|8|7|15,2,61,78,102.904013546522,333.384258766969
18,1,4,7|19|12|7|14|14|8|11,2,73,61,103.042004942662,333.384258766969
18,1,5,7|18|11|5|16|6|13|8,2,61,69,103.215915401892,333.384258766969
18,1,6,10|9|3|5|12|12|16|3,2,59,63,103.426572544776,333.384258766969
18,1,7,3|14|7|4|16|4|14|18,0,56,23,103.548939139723,333.384258766969
18,1,8,17|14|9|17|20|8|6|18,0,58,25,103.554482665059,333.384258766969
18,1,9,5|13|7|13|17|16|16|17,0,19,61,103.634726152382,333.384258766969
18,1,10,13|17|12|9|3|19|8|16,0,43,56,103.850908078676,333.384258766969
16,1,1,5|2|8|14|10|8|7|15,2,61,78,103.55356333823,341.355083882809
16,1,2,10|9|3|5|12|12|16|3,2,59,63,103.841952319581,341.355083882809
16,1,3,17|14|9|17|20|8|6|18,0,58,25,103.906224138877,341.355083882809
16,1,4,8|8|5|10|17|15|10|14,2,61,72,103.946278903047,341.355083882809
16,1,5,13|17|12|9|3|19|8|16,0,43,56,104.166356384969,341.355083882809
16,1,6,9|19|11|3|7|14|10|17,2,80,48,104.32283315027,341.355083882809
16,1,7,15|4|9|12|16|13|12|16,2,42,70,104.351444302502,341.355083882809
16,1,8,5|20|11|11|18|16|3|16,0,28,58,104.419036820285,341.355083882809
16,1,9,8|18|9|6|15|13|12|16,2,53,69,104.600558520144,341.355083882809
16,1,10,3|3|7|3|13|2|17|16,0,40,11,104.676881605979,341.355083882809
17,1,1,5|2|8|14|10|8|7|15,2,61,78,103.648477310851,342.531064450741
17,1,2,17|14|9|17|20|8|6|18,0,58,25,103.722047752921,342.531064450741
17,1,3,8|16|9|9|15|13|13|15,2,54,70,104.021579214952,342.531064450741
17,1,4,9|19|11|3|7|14|10|17,2,80,48,104.065691474855,342.531064450741
17,1,5,3|16|6|4|16|4|14|18,0,56,23,104.226170087448,342.531064450741
17,1,6,15|18|13|6|16|13|9|16,0,45,49,104.369265870764,342.531064450741
17,1,7,10|9|3|5|12|12|16|3,2,59,63,104.510142999488,342.531064450741
17,1,8,13|17|12|9|3|19|8|16,0,43,56,104.512029267266,342.531064450741
17,1,9,6|3|6|7|19|9|7|16,0,45,66,104.914113680373,342.531064450741
17,1,10,3|3|7|3|13|2|17|16,0,40,11,104.938652090707,342.531064450741
13,1,1,5|2|8|14|10|8|7|15,2,61,78,102.339232567447,345.266165999571
13,1,2,5|17|5|10|11|13|16|17,2,73,65,102.385297316934,345.266165999571
13,1,3,11|19|10|3|17|6|13|10,2,73,67,102.543435530952,345.266165999571
13,1,4,12|8|5|8|18|11|12|15,2,67,74,102.806003767468,345.266165999571
13,1,5,5|16|9|13|17|15|7|14,2,54,66,102.822308678617,345.266165999571
13,1,6,6|10|11|7|19|8|19|15,2,61,72,102.836800897244,345.266165999571
13,1,7,10|18|6|12|7|18|17|20,0,70,27,103.028532354863,345.266165999571
13,1,8,17|14|9|17|20|8|6|18,0,58,25,103.409351186278,345.266165999571
13,1,9,2|17|8|11|6|18|9|19,0,26,51,103.55105616905,345.266165999571
13,1,10,9|19|11|3|7|14|10|17,2,80,48,103.629813183815,345.266165999571
9,1,1,6|17|12|17|11|17|6|13,2,70,63,102.411892815407,354.155254348119
9,1,2,5|2|8|14|10|8|7|15,2,61,78,102.603641553291,354.155254348119
9,1,3,8|8|8|5|17|13|14|14,2,64,70,102.931236468138,354.155254348119
9,1,4,5|13|4|14|16|16|16|20,0,19,53,103.096893403294,354.155254348119
9,1,5,4|12|17|7|7|17|7|17,2,48,74,103.337290919592,354.155254348119
9,1,6,6|17|14|13|11|11|5|17,2,49,50,103.416606527678,354.155254348119
9,1,7,5|18|7|4|17|6|12|9,2,51,66,103.503600389935,354.155254348119
9,1,8,2|14|6|4|11|9|15|20,0,58,23,103.782196283835,354.155254348119
9,1,9,9|19|11|3|7|14|10|17,2,80,48,103.810450563053,354.155254348119
9,1,10,17|14|9|17|20|8|6|18,0,58,25,103.821952378515,354.155254348119
10,1,1,16|19|8|4|15|17|13|15,2,58,50,103.220079595463,355.558966998259
10,1,2,5|2|8|14|10|8|7|15,2,61,78,103.527323548738,355.558966998259
10,1,3,17|14|9|17|20|8|6|18,0,58,25,104.196885971901,355.558966998259
10,1,4,9|19|11|3|7|14|10|17,2,80,48,104.233821653953,355.558966998259
10,1,5,14|18|10|11|20|7|11|7,2,55,54,104.281888610844,355.558966998259
10,1,6,2|15|6|5|14|4|13|19,0,56,23,104.428064597297,355.558966998259
10,1,7,5|19|13|16|13|18|5|17,2,47,55,104.499841777502,355.558966998259
10,1,8,10|9|3|5|12|12|16|3,2,59,63,104.508524134824,355.558966998259
10,1,9,15|4|9|12|16|13|12|16,2,42,70,104.539147031476,355.558966998259
10,1,10,8|15|9|8|15|11|13|15,2,54,71,104.557923525285,355.558966998259
19,1,1,5|2|8|14|10|8|7|15,2,61,78,103.07338448444,357.156642166773
19,1,2,5|18|5|11|14|13|17|20,0,73,30,103.985501917198,357.156642166773
19,1,3,2|14|4|8|11|15|15|20,0,34,48,104.269086980689,357.156642166773
19,1,4,6|15|14|13|11|12|4|18,2,48,50,104.337330219377,357.156642166773
19,1,5,17|14|9|17|20|8|6|18,0,58,25,104.352613880199,357.156642166773
19,1,6,3|17|8|3|7|11|14|18,0,57,25,104.573137224411,357.156642166773
19,1,7,13|17|12|9|3|19|8|16,0,43,56,104.673173419335,357.156642166773
19,1,8,10|9|3|5|12|12|16|3,2,59,63,104.701848017858,357.156642166773
19,1,9,10|19|7|9|3|19|13|17,0,70,49,104.780178594327,357.156642166773
19,1,10,5|16|10|6|18|7|13|13,2,57,74,104.81710711711,357.156642166773
14,1,1,9|16|11|7|17|10|12|12,2,64,69,102.550525694953,360.129026683172
14,1,2,7|9|6|10|18|14|9|18,2,56,72,102.699210563197,360.129026683172
14,1,3,17|14|9|17|20|8|6|18,0,58,25,103.419855015205,360.129026683172
14,1,4,5|2|8|14|10|8|7|15,2,61,78,103.491018734551,360.129026683172
14,1,5,9|19|11|3|7|14|10|17,2,80,48,103.70902971149,360.129026683172
14,1,6,6|15|11|9|18|16|14|16,2,53,55,103.843007182532,360.129026683172
14,1,7,5|20|13|10|10|17|7|14,2,75,59,103.866828252323,360.129026683172
14,1,8,3|17|7|6|16|7|15|16,0,56,22,104.254208491788,360.129026683172
14,1,9,4|3|20|4|19|9|12|14,2,55,34,104.299318138534,360.129026683172
14,1,10,9|4|11|11|19|11|13|15,0,76,70,104.321710994122,360.129026683172
5,1,1,5|2|8|14|10|8|7|15,2,61,78,102.643093062782,364.720787549019
5,1,2,4|12|17|7|13|7|11|13,2,51,64,103.097808996516,364.720787549019
5,1,3,3|15|12|4|7|14|15|18,2,63,54,103.129320177512,364.720787549019
5,1,4,2|13|3|14|9|12|15|20,0,36,48,103.221218185362,364.720787549019
5,1,5,3|16|2|9|10|16|15|19,0,58,22,103.301355210682,364.720787549019
5,1,6,10|9|3|5|12|12|16|3,2,59,63,103.516764173762,364.720787549019
5,1,7,11|6|15|15|18|11|9|12,2,55,56,103.707379306896,364.720787549019
5,1,8,17|14|9|17|20|8|6|18,0,58,25,103.781406470808,364.720787549019
5,1,9,4|15|14|14|4|8|4|18,2,37,46,104.053748528851,364.720787549019
