repetition,cviter,trial,growth.factors,num.extra.layers,units1,units2,batch.normalization,dropouts1,dropouts2,dropouts3,mse.test.mean,time.in.mins
6,1,1,17|8,2,53,80,TRUE,0.197758151340461,0.461146203102865,0.333781692079062,182.356002158249,29.7874389966329
6,1,2,17|18,1,58,52,TRUE,0.457589654968534,0.427417986294151,0.484276765108936,182.989698218272,29.7874389966329
6,1,3,7|12,2,37,35,TRUE,0.369737238928469,0.297779787471518,0.193561107541124,190.503857401069,29.7874389966329
6,1,4,16|2,2,49,80,TRUE,0.193376090718444,0.444308185777337,0.160758559703855,193.316246132398,29.7874389966329
6,1,5,17|7,2,64,59,TRUE,0.173168318558515,0.465146553854724,0.334665956649574,193.836618060875,29.7874389966329
6,1,6,4|2,1,62,52,TRUE,0.10117702203958,0.201671566951296,0.341540661097194,198.345127511177,29.7874389966329
6,1,7,16|9,1,41,27,TRUE,0.358055164095842,0.107430712071558,0.377480929262108,199.222038786846,29.7874389966329
6,1,8,18|18,1,55,52,TRUE,0.462842693542251,0.432357869901859,0.483842362124819,200.285332034998,29.7874389966329
6,1,9,12|11,2,67,34,TRUE,0.136196830653999,0.282568472497062,0.139498957797575,200.991970823445,29.7874389966329
6,1,10,16|2,2,35,79,TRUE,0.177683551287223,0.457770639282773,0.356220347951466,203.627762193188,29.7874389966329
10,1,1,9|5,2,64,80,TRUE,0.140794325502982,0.456240743572212,0.351535352113753,195.325983271159,31.6769135475159
10,1,2,8|2,2,57,80,TRUE,0.289234751888035,0.453128978769809,0.375932932868257,201.18758008785,31.6769135475159
10,1,3,14|18,2,68,79,TRUE,0.38852742643485,0.115177477148342,0.356105924053304,203.012636213174,31.6769135475159
10,1,4,13|2,2,58,80,TRUE,0.225577899412902,0.453594573108857,0.364440241341287,204.397849308846,31.6769135475159
10,1,5,17|18,1,58,52,TRUE,0.457589654968534,0.427417986294151,0.484276765108936,205.199976397528,31.6769135475159
10,1,6,11|16,2,65,80,TRUE,0.379201468251602,0.480844400971163,0.379709243483215,207.888922125721,31.6769135475159
10,1,7,14|18,1,39,43,TRUE,0.335659731032016,0.260507784618272,0.413048366695229,209.624260631024,31.6769135475159
10,1,8,4|15,2,69,77,TRUE,0.389376462455322,0.481150397648,0.158555332281523,209.734966939002,31.6769135475159
10,1,9,11|16,2,76,80,TRUE,0.38810577824887,0.470245411593944,0.407909866511492,214.302330600605,31.6769135475159
10,1,10,19|3,2,12,44,FALSE,0.292489707664277,0.275080790239851,0.148121054439197,214.742855476597,31.6769135475159
2,1,1,9|2,2,58,79,TRUE,0.136364560440135,0.438938114986906,0.412401065870948,193.024262466644,34.7630306680997
2,1,2,17|2,2,60,80,TRUE,0.309071608489286,0.44221583751338,0.414801390126083,198.95285745217,34.7630306680997
