repetition,cviter,trial,num.layers,units1,units2,units3,mse.test.mean,time.in.mins
5,1,10,2,38,53,64,232.162568969354,41.1814400672913
18,1,1,1,64,8,36,212.14483472044,42.2062796155612
18,1,2,1,64,35,33,214.124541263888,42.2062796155612
18,1,3,1,64,8,64,216.227925867146,42.2062796155612
18,1,4,1,50,32,64,217.710188331805,42.2062796155612
18,1,5,1,64,8,8,218.726507450606,42.2062796155612
18,1,6,1,60,21,42,219.507395728052,42.2062796155612
18,1,7,1,59,41,53,220.152723759755,42.2062796155612
18,1,8,1,61,55,11,227.625286010661,42.2062796155612
18,1,9,2,9,54,64,231.894062716118,42.2062796155612
18,1,10,3,64,64,64,236.395611864889,42.2062796155612
9,1,1,1,40,64,64,215.033606061401,48.5732140978177
9,1,2,1,64,8,64,216.706018642199,48.5732140978177
9,1,3,1,64,8,8,219.883241290242,48.5732140978177
9,1,4,1,36,49,64,221.733539609225,48.5732140978177
9,1,5,1,54,64,64,221.913763824486,48.5732140978177
9,1,6,1,49,64,38,221.945523539943,48.5732140978177
9,1,7,1,59,41,53,228.537671518305,48.5732140978177
9,1,8,1,61,55,11,228.584058221044,48.5732140978177
9,1,9,2,37,54,64,231.481203848672,48.5732140978177
9,1,10,2,9,54,64,232.934910891918,48.5732140978177
11,1,1,1,64,64,64,202.631977376097,48.6590560356776
11,1,2,1,49,64,40,202.865308119088,48.6590560356776
11,1,3,1,43,64,64,203.699739752148,48.6590560356776
11,1,4,1,51,64,64,205.410081825375,48.6590560356776
11,1,5,1,61,55,11,209.116604937354,48.6590560356776
11,1,6,1,59,41,53,211.46753995545,48.6590560356776
11,1,7,1,64,64,44,212.744528219023,48.6590560356776
11,1,8,1,34,35,59,214.300276487147,48.6590560356776
11,1,9,2,9,54,64,219.676979671633,48.6590560356776
11,1,10,3,64,64,64,220.044195511878,48.6590560356776
16,1,1,1,64,12,8,200.885916456245,49.1819152156512
16,1,2,1,64,62,41,201.483047281606,49.1819152156512
16,1,3,1,64,37,29,202.023961509366,49.1819152156512
16,1,4,2,49,64,64,202.255086911285,49.1819152156512
16,1,5,1,64,8,36,204.873865804948,49.1819152156512
16,1,6,2,9,54,64,206.606417368606,49.1819152156512
16,1,7,1,61,55,11,211.29326683245,49.1819152156512
16,1,8,2,37,53,64,213.865040212728,49.1819152156512
16,1,9,2,64,60,64,214.670461832006,49.1819152156512
16,1,10,1,59,41,53,216.10682339218,49.1819152156512
6,2,1,1,64,22,34,214.142224926455,24.6669589479764
6,2,2,1,64,8,8,214.34828278162,24.6669589479764
6,2,3,1,64,8,64,217.252329582664,24.6669589479764
6,2,4,1,45,40,64,218.0542495287,24.6669589479764
6,2,5,1,52,8,64,219.530132036791,24.6669589479764
6,2,6,1,64,64,64,220.442891357234,24.6669589479764
6,2,7,1,61,55,11,221.7515225791,24.6669589479764
6,2,8,1,41,64,64,224.897040836068,24.6669589479764
6,2,9,1,59,41,53,226.647296302881,24.6669589479764
6,2,10,1,51,55,41,231.512942989058,24.6669589479764
10,2,1,1,36,47,64,222.798014235461,26.6953140179316
10,2,2,1,64,64,64,223.848895083601,26.6953140179316
10,2,3,1,64,38,33,225.133759155331,26.6953140179316
10,2,4,1,36,64,64,226.543217328689,26.6953140179316
10,2,5,1,45,36,64,228.026340212591,26.6953140179316
10,2,6,1,8,64,64,228.926686384014,26.6953140179316
10,2,7,1,59,41,53,232.638438998392,26.6953140179316
10,2,8,1,61,55,11,232.727492775337,26.6953140179316
10,2,9,1,49,60,41,234.479419752814,26.6953140179316
10,2,10,2,9,54,64,245.762892705893,26.6953140179316
2,2,1,1,64,44,28,216.000334162678,28.4097782174746
2,2,2,1,64,29,8,221.341353174421,28.4097782174746
2,2,3,1,61,55,11,222.035062131833,28.4097782174746
2,2,4,1,64,64,64,223.059961391133,28.4097782174746
2,2,5,1,43,38,64,223.400993636474,28.4097782174746
2,2,6,1,59,41,53,225.092926852662,28.4097782174746
2,2,7,1,42,64,64,225.887396126834,28.4097782174746
2,2,8,2,38,55,64,228.708599422814,28.4097782174746
2,2,9,1,51,55,39,232.54872462918,28.4097782174746
2,2,10,2,9,54,64,234.456872976996,28.4097782174746
8,2,1,1,8,46,64,192.174598938708,30.7948439160983
8,2,2,1,8,64,64,192.770064843875,30.7948439160983
8,2,3,1,35,50,64,193.085668849341,30.7948439160983
8,2,4,1,40,36,64,194.377972035,30.7948439160983
8,2,5,1,64,35,8,195.534519458515,30.7948439160983
8,2,6,1,30,40,64,198.783523722527,30.7948439160983
8,2,7,1,64,39,30,200.706217395669,30.7948439160983
8,2,8,1,61,55,11,201.486060104371,30.7948439160983
8,2,9,1,59,41,53,204.94941671004,30.7948439160983
8,2,10,2,38,57,64,208.186466270326,30.7948439160983
17,2,1,1,64,33,8,213.223022329123,29.3288856347402
17,2,2,1,39,37,64,214.91091821379,29.3288856347402
17,2,3,1,39,56,64,215.122997784051,29.3288856347402
17,2,4,1,52,28,64,216.620544737237,29.3288856347402
17,2,5,1,64,8,64,217.173862727338,29.3288856347402
17,2,6,1,61,55,11,220.524324409349,29.3288856347402
17,2,7,1,59,41,53,223.219987568105,29.3288856347402
17,2,8,2,41,55,64,231.279349198377,29.3288856347402
17,2,9,1,50,54,41,234.854614270387,29.3288856347402
17,2,10,2,9,54,64,236.089503877751,29.3288856347402
15,2,1,1,64,8,64,197.518594666884,27.6455868999163
15,2,2,1,46,64,64,198.198034078104,27.6455868999163
15,2,3,1,62,64,64,198.87695344506,27.6455868999163
15,2,4,1,50,64,37,203.091462663674,27.6455868999163
15,2,5,1,61,55,11,204.234767863806,27.6455868999163
15,2,6,1,64,8,10,204.518128164878,27.6455868999163
15,2,7,1,64,64,9,207.876019093092,27.6455868999163
15,2,8,1,37,53,64,207.90207282386,27.6455868999163
15,2,9,2,39,58,64,215.598705497098,27.6455868999163
15,2,10,1,59,41,53,216.439472263119,27.6455868999163
12,2,1,1,40,49,64,220.065994882856,35.0963275154432
12,2,2,1,49,64,39,221.238839143243,35.0963275154432
12,2,3,1,64,64,64,222.46800908215,35.0963275154432
12,2,4,1,45,64,64,223.118136134984,35.0963275154432
12,2,5,1,59,41,53,224.020146775006,35.0963275154432
12,2,6,1,64,8,64,224.460088805541,35.0963275154432
12,2,7,1,64,64,32,224.477083130286,35.0963275154432
12,2,8,1,61,55,11,225.852270374484,35.0963275154432
12,2,9,1,46,22,64,228.118473480773,35.0963275154432
12,2,10,2,37,55,64,234.418155533497,35.0963275154432
14,2,1,1,42,35,64,216.946223639189,36.7484497348468
14,2,2,1,53,64,64,219.280910349636,36.7484497348468
14,2,3,1,64,8,64,219.754801598014,36.7484497348468
14,2,4,1,47,49,64,223.054989660321,36.7484497348468
14,2,5,2,39,56,64,223.360785267934,36.7484497348468
14,2,6,1,36,56,64,223.846283525545,36.7484497348468
14,2,7,1,59,41,53,224.533021712419,36.7484497348468
14,2,8,1,61,55,11,225.450897504378,36.7484497348468
14,2,9,1,50,52,39,237.099766411431,36.7484497348468
14,2,10,2,9,54,64,240.396874122152,36.7484497348468
3,2,1,1,45,64,64,207.476417121843,29.7453746000926
3,2,2,1,47,64,43,211.534364414629,29.7453746000926
3,2,3,3,64,64,64,211.837918146974,29.7453746000926
3,2,4,1,64,8,64,212.062586984335,29.7453746000926
3,2,5,1,39,52,64,217.322927595011,29.7453746000926
3,2,6,1,47,25,64,218.330580280835,29.7453746000926
3,2,7,1,64,64,64,218.842502251998,29.7453746000926
3,2,8,1,61,55,11,218.877693413323,29.7453746000926
3,2,9,1,59,41,53,223.9218940649,29.7453746000926
3,2,10,2,40,56,64,229.722859318169,29.7453746000926
7,2,1,1,39,64,55,210.883410822266,35.9709547479947
7,2,2,1,64,8,8,212.651467170283,35.9709547479947
7,2,3,1,64,64,8,213.052980225637,35.9709547479947
7,2,4,1,37,51,64,213.561153858256,35.9709547479947
7,2,5,1,46,64,64,213.809075930187,35.9709547479947
7,2,6,1,48,64,41,215.937396903163,35.9709547479947
7,2,7,1,61,55,11,216.063308368747,35.9709547479947
7,2,8,1,64,64,46,219.62878229817,35.9709547479947
7,2,9,2,39,55,64,224.711973643878,35.9709547479947
7,2,10,1,59,41,53,226.023783291275,35.9709547479947
19,2,1,1,47,64,64,212.081421726539,36.3121152480443
19,2,2,1,64,64,8,213.1071941677,36.3121152480443
19,2,3,1,61,55,11,214.276799404858,36.3121152480443
19,2,4,1,39,51,64,215.3098914035,36.3121152480443
19,2,5,1,64,8,8,215.356065195245,36.3121152480443
19,2,6,1,49,64,38,215.361256153875,36.3121152480443
19,2,7,1,64,64,47,216.768509855938,36.3121152480443
19,2,8,2,64,64,64,224.401910352824,36.3121152480443
19,2,9,1,59,41,53,224.677987392204,36.3121152480443
19,2,10,3,64,64,64,234.475212959435,36.3121152480443
4,2,1,1,64,8,8,219.376295961708,37.8937923669815
4,2,2,1,42,64,64,220.523447595841,37.8937923669815
4,2,3,1,64,40,32,222.248477069163,37.8937923669815
4,2,4,1,36,47,64,223.199845490446,37.8937923669815
4,2,5,1,64,64,42,223.524355356957,37.8937923669815
4,2,6,1,61,55,11,226.176865777337,37.8937923669815
4,2,7,1,64,8,64,226.41400549185,37.8937923669815
4,2,8,1,49,59,39,229.830276347313,37.8937923669815
4,2,9,1,59,41,53,233.520637601657,37.8937923669815
4,2,10,3,63,64,64,241.931722625354,37.8937923669815
20,2,1,2,39,57,64,209.560779260833,45.2092948158582
20,2,2,1,49,64,64,210.691583032548,45.2092948158582
20,2,3,1,61,55,11,212.504796656389,45.2092948158582
20,2,4,1,34,51,64,214.978915137336,45.2092948158582
20,2,5,1,45,39,64,216.104858572684,45.2092948158582
20,2,6,1,42,56,64,216.881157949174,45.2092948158582
20,2,7,1,64,64,62,217.119051862099,45.2092948158582
20,2,8,1,59,41,53,221.250214671899,45.2092948158582
20,2,9,3,64,64,64,222.935688104891,45.2092948158582
20,2,10,2,9,54,64,225.596735668293,45.2092948158582
13,2,1,1,64,8,64,214.454150815191,42.0719232837359
13,2,2,1,51,64,64,214.515164190931,42.0719232837359
13,2,3,1,64,8,8,215.478244662223,42.0719232837359
13,2,4,1,38,58,64,215.774614924832,42.0719232837359
13,2,5,1,43,38,64,216.283874817186,42.0719232837359
13,2,6,1,64,32,8,216.576719676746,42.0719232837359
13,2,7,1,64,64,64,216.788661606511,42.0719232837359
13,2,8,1,59,41,53,221.721501531662,42.0719232837359
13,2,9,1,61,55,11,222.274849199905,42.0719232837359
13,2,10,3,64,64,64,228.536717872107,42.0719232837359
18,2,1,1,39,64,64,220.456424948832,37.0528294682503
18,2,2,1,37,43,64,224.605884697553,37.0528294682503
18,2,3,1,64,64,64,225.371262299882,37.0528294682503
18,2,4,1,64,39,33,226.855628383118,37.0528294682503
18,2,5,1,46,33,64,227.539169064989,37.0528294682503
18,2,6,1,61,55,11,230.403527555987,37.0528294682503
18,2,7,1,59,41,53,232.150202350602,37.0528294682503
18,2,8,1,48,57,41,233.785804758364,37.0528294682503
18,2,9,2,39,52,64,244.261620513067,37.0528294682503
18,2,10,2,9,54,64,244.613110567192,37.0528294682503
1,2,1,1,39,64,64,210.574490485722,35.776601266861
1,2,2,1,35,45,64,211.774201612175,35.776601266861
1,2,3,1,64,41,31,212.981900046569,35.776601266861
1,2,4,1,64,64,46,213.365311880811,35.776601266861
1,2,5,1,64,31,8,213.871975671634,35.776601266861
1,2,6,1,61,55,11,216.078239972885,35.776601266861
1,2,7,1,47,59,40,222.232929409153,35.776601266861
1,2,8,1,59,41,53,224.160775453377,35.776601266861
1,2,9,2,40,53,64,234.492614659063,35.776601266861
1,2,10,1,52,45,36,237.215689292801,35.776601266861
5,2,1,1,64,64,64,207.145236940674,44.6005010008812
5,2,2,1,45,34,64,208.006932407897,44.6005010008812
5,2,3,1,64,34,64,209.133735726474,44.6005010008812
5,2,4,1,64,8,64,211.820714529597,44.6005010008812
5,2,5,1,64,8,8,212.799722406228,44.6005010008812
5,2,6,1,42,64,64,213.391631038859,44.6005010008812
5,2,7,3,64,64,64,213.966094295358,44.6005010008812
5,2,8,1,59,41,53,217.077299967429,44.6005010008812
5,2,9,1,61,55,11,217.361818355294,44.6005010008812
5,2,10,2,9,54,64,222.544767076275,44.6005010008812
16,2,1,1,35,43,64,212.746101555156,38.2809723496437
16,2,2,1,64,44,8,214.456376078314,38.2809723496437
16,2,3,1,41,64,64,214.626806949674,38.2809723496437
16,2,4,1,64,64,64,214.633013530917,38.2809723496437
16,2,5,1,61,55,11,216.48042091547,38.2809723496437
16,2,6,1,64,38,31,217.357893307544,38.2809723496437
16,2,7,2,64,64,64,218.834487759006,38.2809723496437
16,2,8,1,59,41,53,222.62089881151,38.2809723496437
16,2,9,3,64,64,64,226.153859569755,38.2809723496437
16,2,10,2,38,55,64,226.905282553192,38.2809723496437
6,3,1,1,58,8,64,220.274045932168,33.8517897526423
6,3,2,1,52,64,40,220.950073658172,33.8517897526423
6,3,3,1,64,64,35,221.891255341071,33.8517897526423
6,3,4,1,64,64,64,223.213765446878,33.8517897526423
6,3,5,1,41,64,64,224.06020423241,33.8517897526423
6,3,6,1,64,8,34,226.476991509719,33.8517897526423
6,3,7,1,54,64,64,226.700473398977,33.8517897526423
6,3,8,1,59,41,53,230.379977113138,33.8517897526423
6,3,9,2,9,54,64,231.224695417613,33.8517897526423
6,3,10,1,61,55,11,232.301755249887,33.8517897526423
10,3,1,1,64,8,64,215.869189785334,31.66158345143
10,3,2,1,64,8,16,217.623815242723,31.66158345143
10,3,3,1,64,64,43,219.517935387345,31.66158345143
10,3,4,1,64,47,35,219.52159475384,31.66158345143
10,3,5,1,48,64,42,219.636395468028,31.66158345143
10,3,6,1,64,64,64,220.965649239342,31.66158345143
10,3,7,2,9,54,64,225.49655868637,31.66158345143
10,3,8,1,42,53,64,226.667601565211,31.66158345143
10,3,9,1,59,41,53,228.391693336019,31.66158345143
10,3,10,1,61,55,11,229.761949573639,31.66158345143
15,3,1,1,64,8,8,208.082672278449,26.8987135330836
15,3,2,1,64,64,64,209.946459103036,26.8987135330836
15,3,3,1,64,41,64,210.749530655735,26.8987135330836
15,3,4,1,44,32,64,210.990319189531,26.8987135330836
15,3,5,1,56,15,64,211.370263565097,26.8987135330836
15,3,6,1,64,32,32,212.409533451414,26.8987135330836
15,3,7,1,59,41,53,212.475098394756,26.8987135330836
15,3,8,1,61,55,11,219.488644610541,26.8987135330836
15,3,9,1,53,29,53,228.028854322868,26.8987135330836
15,3,10,2,39,53,64,229.681721468295,26.8987135330836
9,2,1,1,33,49,64,209.447177395545,50.1331060171127
9,2,2,1,64,38,8,210.485926370465,50.1331060171127
9,2,3,1,61,55,11,210.583837668993,50.1331060171127
9,2,4,1,44,64,64,210.759535127958,50.1331060171127
9,2,5,1,8,64,64,212.947763854463,50.1331060171127
9,2,6,2,40,60,64,214.543600807773,50.1331060171127
9,2,7,3,64,64,64,218.206209407348,50.1331060171127
9,2,8,1,44,34,64,218.515072078281,50.1331060171127
9,2,9,1,59,41,53,219.411626630536,50.1331060171127
9,2,10,2,9,54,64,221.426713117665,50.1331060171127
8,3,1,1,35,37,64,197.274129205239,41.1155228495598
8,3,2,1,8,63,64,197.580751938172,41.1155228495598
8,3,3,1,8,45,64,198.536282833585,41.1155228495598
8,3,4,1,45,40,64,198.841397652904,41.1155228495598
8,3,5,1,38,53,64,199.992002055564,41.1155228495598
8,3,6,1,31,48,64,200.883630644563,41.1155228495598
8,3,7,1,64,36,8,202.029876189075,41.1155228495598
8,3,8,1,61,55,11,207.366726488229,41.1155228495598
8,3,9,1,59,41,53,210.457762444743,41.1155228495598
8,3,10,2,38,57,64,211.10393525105,41.1155228495598
17,3,1,2,64,64,64,216.594041230134,38.697194369634
17,3,2,1,64,34,33,216.923973012218,38.697194369634
17,3,3,1,64,8,8,219.838458505663,38.697194369634
17,3,4,1,64,64,64,219.852577539106,38.697194369634
17,3,5,1,64,8,64,220.780920023169,38.697194369634
17,3,6,1,64,8,38,221.461678694819,38.697194369634
17,3,7,3,64,64,64,222.0735997982,38.697194369634
17,3,8,1,59,41,53,222.41121100462,38.697194369634
17,3,9,1,61,55,11,225.405119095186,38.697194369634
17,3,10,2,39,55,64,226.858289854107,38.697194369634
19,3,1,1,46,35,64,205.757817014842,27.2564358313878
19,3,2,1,46,47,64,207.697387075461,27.2564358313878
19,3,3,1,36,44,64,213.529599173966,27.2564358313878
19,3,4,1,64,8,8,213.758767127325,27.2564358313878
19,3,5,1,47,64,64,214.567781748009,27.2564358313878
19,3,6,1,61,55,11,216.243191199163,27.2564358313878
19,3,7,1,64,37,33,219.172015362537,27.2564358313878
19,3,8,1,59,41,53,220.243016933582,27.2564358313878
19,3,9,1,49,59,40,223.830095724995,27.2564358313878
19,3,10,2,9,54,64,225.759836080004,27.2564358313878
11,2,1,1,33,35,63,219.676162113722,58.7486083825429
11,2,2,1,64,12,64,220.236368793382,58.7486083825429
11,2,3,1,32,54,64,221.06074734742,58.7486083825429
11,2,4,1,49,64,40,221.75825158243,58.7486083825429
11,2,5,1,64,13,34,222.905512607038,58.7486083825429
11,2,6,1,61,55,11,223.037780254121,58.7486083825429
11,2,7,1,64,48,34,224.920673207554,58.7486083825429
11,2,8,1,59,41,53,225.105975624158,58.7486083825429
11,2,9,2,9,54,64,228.440313344598,58.7486083825429
11,2,10,3,64,64,64,235.23845795404,58.7486083825429
13,3,1,1,64,64,64,210.475464337434,31.5473203976949
13,3,2,1,43,36,64,211.037209061701,31.5473203976949
13,3,3,1,48,30,64,212.277004999861,31.5473203976949
13,3,4,1,37,38,64,212.435433137713,31.5473203976949
13,3,5,1,35,64,64,213.002833139873,31.5473203976949
13,3,6,1,64,39,8,215.899769655231,31.5473203976949
13,3,7,1,64,30,31,219.333985016888,31.5473203976949
13,3,8,1,61,55,11,220.158586043434,31.5473203976949
13,3,9,1,59,41,53,220.781572118808,31.5473203976949
13,3,10,1,49,53,39,230.772598046279,31.5473203976949
18,3,1,2,64,64,64,188.066729006471,27.7575112660726
18,3,2,1,61,55,11,189.386127066451,27.7575112660726
18,3,3,1,46,35,64,189.68408248982,27.7575112660726
18,3,4,1,64,40,32,189.860913864329,27.7575112660726
18,3,5,1,45,64,64,190.129714959605,27.7575112660726
18,3,6,1,64,64,64,190.523986641015,27.7575112660726
18,3,7,1,36,45,64,191.10676099866,27.7575112660726
18,3,8,1,59,41,53,196.076455246117,27.7575112660726
18,3,9,2,40,56,64,198.15514057443,27.7575112660726
18,3,10,1,49,58,39,199.324547358417,27.7575112660726
20,3,1,1,64,31,30,216.283824393976,35.3926120360692
20,3,2,1,64,8,8,217.354670531807,35.3926120360692
