repetition,cviter,train.cor,train.d,train.mse,train.mae,test.cor,test.d,test.mse,test.mae,time.in.mins
1,1,0.904100082660991,0.944428155767618,106.113368060845,7.63006616738574,0.67221905460882,0.813321718442528,333.689574343427,13.2749264768321,0.0625653982162476
